Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000103973	0.9800051216411708	0.9996254719044343	-0.032624089568028716	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	754	1	0	4	0	4	618	0	3	4	442	1	2	428	2	435	215	0	1	136	1	333	4.517847859446805	604.9768887704421	0.9894059091678139	0	3.648353816830598	0	4.013123405747166	672.6490365104569	0	2.1643547352912	3.82159923927253	561.4047909324455	1.075262506876131	2.3909821616055953	634.6758071483955	1.9317890243109863	322.5226918414509	259.09035239281616	0	0.6833796484520812	145.92820048397598	0.7041781835294817	257.99552196435855	1.3124788462699901
ENSDARG00000103634	0.9122623250251316	0.9971407358574843	-0.27993550890059665	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	723	0	0	0	0	0	547	0	0	0	390	0	0	427	0	635	203	0	0	178	0	257	0	580.103833661843	0	0	0	0	0	595.3705873320711	0	0	0	495.3571684698049	0	0	633.192919748516	0	470.80898694096857	244.6294955150776	0	0	190.99426239814505	0	199.11366109561604	1.256333557823479
ENSDARG00000096508	0.9373482984577672	0.9982186499345914	-0.06546376521472691	20	12203762	12208117	1	lincRNA	BX322618.1	NA	327	2013	34	31	693	595	347	567	308	39	40	455	132	417	568	193	1771	644	221	1345	36	61	834	369.3340625097763	1615.1438688261273	33.63980091170567	42.22298686891324	632.0772987659011	570.8302527553163	348.1384554485666	617.1391645654193	403.56945749780346	28.1366115587856	38.215992392725305	577.9166965481057	141.93465090764929	498.5197806947666	842.2800431315155	186.4176408460102	1313.0751431062288	776.0659857719703	217.83718905208045	919.1456271680493	38.62805306928776	42.954869195298386	646.1509469017268	1.007020387366144
ENSDARG00000087390	0.17223045072973253	0.8257183449824533	0.6658294493980347	3	55131289	55132052	1	protein_coding	hbbe1.3	hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]	138	446	349	231	286	119	255	485	206	101	71	191	545	343	74	651	284	192	187	319	59	55	302	155.86575115091478	357.85105091726416	345.30266229956703	314.6293537651277	260.85729790338775	114.16605055106326	255.83661711638183	527.8879979086919	269.9198319628166	72.8666094214704	67.83338649708742	242.59799789162238	586.0180662474913	410.0534407153596	109.73366759107772	628.7973274132261	210.56653904131505	231.37371004381723	184.3237753517604	217.99810785621392	63.307086974666056	38.729800094121494	233.97792082052936	0.8032171782967554
ENSDARG00000100311	0.19213657475069246	0.8500690376096092	2.134849577147593	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	123	4	0	2	160	248	125	4	81	289	191	0	1	0	0	82	128	0	74	2	3	77	0	138.92382167798925	3.2094264656256875	0	2.7240636689621445	145.93415267322393	237.9258868627201	125.41010642959894	4.353715446669624	106.13352616013661	208.4995061663856	182.4813636752633	0	1.075262506876131	0	0	79.20334999675043	94.9032288636913	0	72.94095923010839	1.3667592969041624	3.219004422440647	54.22172013177009	0	0.7631438985216582
ENSDARG00000115405	0.3514681681526917	0.940826852880501	0.853367044714433	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	2	137	118	107	158	42	64	240	1	30	16	92	305	85	23	243	166	60	5	124	23	2	104	2.2589239297234025	109.92285644767979	116.74989728180203	145.73740628947473	144.1099757648086	40.29390019449291	64.20997449195465	261.22292680017745	1.3102904464214398	21.643547352911998	15.28639695709012	116.85348589544115	327.9550645972199	101.6167418682378	34.10641019722686	234.71236645378482	123.07762493259965	72.30428438869289	4.92844319122354	84.73907640805807	24.679033905378294	1.4083563670589634	80.57517803091076	0.7628832655272587
ENSDARG00000099101	0.7065716800971977	0.9911808921408695	-0.13222450882633768	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	1913	2061	2299	1261	722	635	2915	1389	2188	768	587	1084	2276	1863	327	3163	2120	1418	2917	1893	529	750	2119	2160.6607387804343	1653.6569864136354	2274.644185176804	1717.522143280632	658.5278639379229	609.2053957976905	2924.563681938247	1511.827688856027	2866.91549677011	554.0748122345472	560.8196883632438	1376.8388990288936	2447.297465650074	2227.199883535612	484.9041797605732	3055.1243419478246	1571.8347280548871	1708.7912543861084	2875.253757759813	1293.6376745197897	567.6177798237007	528.1336376471113	1641.719252379807	0.712549879187575
ENSDARG00000088330	0.2057865725298002	0.8640148947923242	0.7712526062229388	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	31	247	160	147	196	84	138	324	29	50	59	109	326	165	42	378	212	93	41	196	58	11	156	35.013320910712736	198.1820842523862	158.30494546685023	200.2186796687176	178.7693370246993	80.58780038898583	138.45275749827724	352.65095118023953	37.99842294622175	36.07257892152	56.36858877926982	138.44597785438137	350.5355772416187	197.25602833246163	62.281270794936006	365.1081255947764	157.18347280548872	112.07164080247398	40.41323416803303	133.9424110966079	62.23408550051917	7.745960018824299	120.86276704636616	0.7096502575736092
ENSDARG00000040738	0.6909295160077187	0.99041317912743	0.2518061971554402	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	78	37	194	177	166	203	231	152	340	635	475	167	49	178	208	104	45	51	424	32	234	480	267	88.0980332592127	29.68719480703761	191.9447463785559	241.07963470314976	151.40668339846982	194.7538509400491	231.75787668189884	165.44118697344572	445.4987517832895	458.121752303304	453.814909663613	212.1144798319421	52.687862836930414	212.797412382898	308.44057917492114	100.45302926417129	33.36441639739147	61.458641730388955	417.93198261575617	21.8681487504666	251.08234495037044	338.0055280941512	206.861274367819	0.7074340464221683
ENSDARG00000017490	0.4522804605675663	0.9651386328629247	-0.3956357900617648	21	11401247	11411365	1	protein_coding	cel.1	carboxyl ester lipase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1201]	1207	1024	548	720	1792	1999	2765	681	1768	1456	883	183	1279	807	2101	949	1304	629	704	1037	2497	518	367	1363.2605915880733	821.613175200176	542.194438223962	980.662920826372	1634.462509940108	1917.797773542651	2774.0715542227285	741.2200547955035	2316.5935092731056	1050.4334981946624	843.618032069411	232.4368252050623	1375.2607462945714	964.7613022078577	3115.5464271466794	916.633892035563	966.8266440488551	757.9899146747971	693.9248013242744	708.6646954448082	2679.284680944765	364.7642990682715	284.33740708984857	0.6901615471269466
ENSDARG00000091801	0.44994567807713626	0.9641977165441195	0.4833683933538885	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	357	236	319	412	39	172	182	246	110	243	31	269	152	185	20	172	217	121	359	634	15	30	469	403.21792145562733	189.35616147191556	315.6204850245326	561.1571158062018	35.57144971409833	165.01311508220908	182.59711496149606	267.7534999701819	144.13194910635838	175.31273355858718	29.61739410436211	341.66943158558337	163.4399010451719	221.16584994851758	29.657747997588572	166.1338560907448	160.89063018297665	145.81364018386398	353.8622211298502	433.2626971186195	16.095022112203235	21.12534550588445	363.36306246631875	0.6834902624759277
ENSDARG00000089124	0.24821983354535018	0.8975525524693535	0.45497188154631624	3	55138413	55139127	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	509	1157	909	464	566	416	761	757	774	210	222	301	994	764	206	1135	475	460	679	553	192	198	745	574.8961401146059	928.3266051822301	899.3699714335429	631.9827711992175	516.2420650815296	399.10148764069174	763.4967279433984	823.9406482822263	1014.1648055301944	151.504831470384	212.09875777962543	382.3141223318238	1068.8109318348743	913.3551857333374	305.4748043751623	1096.2902712964847	352.1799508613544	554.3328469799789	669.2825853681567	377.9089455940009	206.0162830362014	139.42728033883736	577.1971887791204	0.648096748228079
ENSDARG00000097504	0.6289585397477948	0.9894859083235118	-0.25540251893993837	15	21180094	21198286	1	unprocessed_pseudogene	CR626907.3	NA	135	80	83	216	277	493	62	119	55	365	239	55	45	82	317	34	325	181	82	366	259	340	91	152.47736525632965	64.18852931251375	82.12069046092856	294.1988762479116	252.64850181551893	472.9736379972621	62.20341278908107	129.5230345384213	72.06597455317919	263.329826127096	228.34055454653367	69.85806222010069	48.38681280942589	98.03026862582941	470.0753057617789	32.84041341328677	240.96522953671618	218.1179245725569	80.82646833606606	250.11695133346174	277.90738180404253	239.4205824000238	70.50328077704692	0.6442653380834846
ENSDARG00000097770	0.6667895374660942	0.9894859083235118	0.33420899503801704	15	23799461	23801499	1	protein_coding	si:ch211-167j9.4	si:ch211-167j9.4 [Source:ZFIN;Acc:ZDB-GENE-131121-196]	197	359	259	77	110	0	223	189	167	119	68	220	220	221	0	162	118	104	234	193	106	140	349	222.50400707775515	288.04602528990546	256.2561304744638	104.87645125504255	100.32972996284144	0	223.7316298704045	205.71305485513975	218.81850455238043	85.8527378332176	64.96718706763302	279.43224888040277	236.5577515127488	264.2035288574183	0	156.4749109691899	87.48891410871542	125.32742627373433	230.65114134926168	131.8922721512517	113.73815625956952	98.58494569412744	270.39170319988324	0.6403608378065
ENSDARG00000056909	0.7087433027374074	0.9913289850823064	-0.18738530185046035	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	224	112	447	350	507	533	496	292	127	398	334	89	271	279	316	64	623	55	343	358	522	576	114	252.99948012902107	89.86394103751925	442.2644413980128	476.71114206837524	462.4288462832783	511.3487810396363	497.62730231264857	317.8212276068826	166.40688669552284	287.1377282152992	319.10353647925626	113.04304613798112	291.3961393634315	333.54201154398055	468.59241836189943	61.81724877795156	461.91180923499746	66.278927356301807	338.0912029179348	244.6499141458451	560.1067695046726	405.6066337129815	88.32279130311373	0.6221723148949803
ENSDARG00000115701	0.69327656419981	0.99041317912743	-0.1767513671628712	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	824	1570	889	782	798	717	831	677	163	267	268	632	1436	788	474	847	1771	547	267	1098	834	366	891	930.6766590460418	1259.6998877580822	879.5818532501866	1065.1088945641984	727.8465864577043	687.8744390345577	833.7263875439737	736.8663393488339	213.57734276669467	192.6275714409168	256.04714903125955	802.7326422382479	1544.076959874124	942.0469716726045	702.8886275428492	818.1126517957027	1313.0751431062288	659.1740593435835	263.178866411337	750.3508540003852	894.8832294384998	257.7292151717903	690.3123425532837	0.6209060032051901
ENSDARG00000098223	0.24535148662114173	0.89475061621225	1.514179333077366	16	35821321	35824708	-1	processed_transcript	AL773558.1	NA	62	2	4	1	97	153	67	4	61	201	139	1	5	1	0	71	95	4	71	2	0	113	1	70.02664182142547	1.6047132328128437	3.9576236366712556	1.3620318344810722	88.472580058142	146.78492213708134	67.21981704626504	4.353715446669624	79.92771723170782	145.0117672645104	132.80057356472042	1.2701465858200125	5.376312534380655	1.1954910808027976	0	68.57851036304001	70.43599017227089	4.8202856259128595	69.98389331537426	1.3667592969041624	0	79.57213473883144	0.7747613272202959	0.6137486808773492
