Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000078674	1.0815582419635367e-50	8.740793192135316e-47	4.518713022239892	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	581	1524	825	684	1410	1211	1072	1949	570	2881	1277	1316	84	59	84	174	110	35	37	104	39	57	96	656.2174015846484	1222.791483403387	816.2598750634464	931.6297747850534	1286.0447204327859	1161.807455607879	1075.5170727402406	2121.3478513897744	746.8655544602207	2078.5019974579823	1220.0455571377552	1671.5129069391364	90.32205057759501	70.53397376736507	124.56254158987201	168.06564511505582	81.55746230473471	42.17749922673752	36.470479615054195	71.07148343901645	41.84705749172841	40.13815646118046	74.3770874131484	1.3719883978904064
ENSDARG00000043093	0.0021923494469478525	0.11096766668319559	2.0583466768289713	8	19356072	19359834	1	protein_coding	mpeg1.2	macrophage expressed 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050522-305]	899	1265	703	600	944	978	892	1143	628	1245	623	523	555	65	483	165	516	31	62	48	60	81	30	1015.3863064106694	1014.9811197541237	695.5523541449732	817.2191006886433	861.0115007720211	938.2722473860493	894.926519481618	1244.0741888858452	822.8624003526642	898.207215145848	595.2140815166965	664.2866643838665	596.7706913162527	77.70692025218185	716.234614141764	159.37259450565637	382.57864135675555	37.35721360082466	61.11269557117189	32.802223125699896	64.38008844881294	57.03843286588802	23.242839816608875	1.247984722257714
ENSDARG00000052779	0.03152219728062382	0.47704415424019114	1.524974684480023	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1624	1845	966	979	1741	1852	1772	1395	959	2443	1459	1093	1378	599	1160	1006	1339	98	152	39	214	35	213	1834.2462309354028	1480.3479572698484	955.7661082561083	1333.4291659569697	1587.9459987755179	1776.7691228619258	1777.8136687459946	1518.3582620260313	1256.5685381181606	1762.506206105467	1393.9283225246554	1388.2702183012736	1481.7117344753085	716.0991574008758	1720.1493838601373	971.6898792284261	992.7767456912707	118.09699783486505	149.82467301319562	26.651806289631168	229.6223154674328	24.64623642353186	165.02416269792303	1.2246688604445368
ENSDARG00000031588	0.014464719373155696	0.3238200565116896	1.398626326032674	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	4681	6342	3265	3014	6376	4947	5318	5047	2993	6523	4290	4065	3940	1384	3392	2880	4907	659	609	244	800	503	957	5287.011457517623	5088.545661249527	3230.4102934329126	4105.163949125951	5815.475984027973	4746.04581576563	5335.447567940857	5493.300464835398	3921.699306139369	4706.028646101499	4098.665184119789	5163.145871358351	4236.534277091956	1654.559655831072	5029.954060391022	2781.77619500782	3638.2042502666654	794.1420568691435	600.2843806910272	166.7446342223078	858.4011793175058	354.2016263153293	741.4465901498231	1.1791915443544854
ENSDARG00000079227	0.02332223346277341	0.41662897330843573	1.7637981532992446	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	648	625	312	397	599	594	408	878	405	943	638	383	350	38	459	129	351	44	12	8	61	14	39	731.8913532303824	501.47288525401365	308.69464366035794	540.7266382889857	546.3409840703821	569.8708741792569	409.3385873862109	955.6405405439825	530.6676308006831	680.3288384598671	609.5450786639685	486.4661423690648	376.34187740664584	45.42866107050631	680.6453165446577	124.60039206805861	260.2424478996535	53.02314188504145	11.828263658936496	5.46703718761665	65.45308992295982	9.858494569412743	30.21569176159154	1.163036361100124
ENSDARG00000007344	2.6461091297089234e-63	6.4154915849792845e-59	3.2732678945715272	3	21240594	21242460	-1	protein_coding	tcap	titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]	1675	3061	1493	1880	2189	1896	1893	2984	1373	3956	2652	1886	387	255	299	401	306	208	270	386	153	296	319	1891.8487911433494	2456.0136028200573	1477.183022387546	2560.619848824416	1996.5616262605447	1818.9817802085374	1899.2106517698462	3247.8717232155395	1799.0287829366368	2854.062444270662	2533.7202956376877	2395.4964608565438	416.12659016106267	304.8502256047134	443.3833325639492	387.32369937435277	226.87803150226202	250.65485254746866	266.13593232607116	263.7845443025034	164.169225544473	208.4367423247266	247.14886338327437	1.1534569477080585
ENSDARG00000002204	1.5138075564416709e-54	1.8351132102964154e-50	3.335838081794445	21	20383837	20384878	1	protein_coding	hspb11	heat shock protein, alpha-crystallin-related, b11 [Source:NCBI gene;Acc:796767]	857	2043	713	867	1462	1075	1309	1895	1061	3162	1483	1442	174	176	168	202	191	115	146	183	126	159	273	967.9489038864779	1639.21456731832	705.4464132366513	1180.8816004950895	1333.4733200515836	1031.3319692638067	1313.29463453076	2062.5726928597346	1390.2181636531475	2281.229890996925	1416.8579179602905	1831.551376752458	187.0956761964468	210.4064302212924	249.12508317974402	195.1106914554096	141.61341182003935	138.5832117449947	143.91054118372736	125.05847566673087	135.19818574250718	111.96433118118759	211.50984233114076	1.1328325449752883
ENSDARG00000062788	0.0037286330742563986	0.158230672417121	1.7487031211022823	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	1059	1512	922	1065	1027	956	923	1961	984	1522	728	865	970	109	780	437	659	110	104	175	70	180	112	1196.1002207885415	1213.1632040065099	912.2322482527244	1450.5639037223418	936.714842471256	917.1659187127435	926.0282258761586	2134.408997729783	1289.3257992786966	1098.0493023710687	695.5310615476005	1098.6767967343108	1043.004631669847	130.30852780750496	1156.6521719059544	422.0959018119505	488.60334235291066	132.55785471260361	102.51161837744962	119.59143847911422	75.11010319028176	126.75207303530671	86.77326864867314	1.1145196788211806
ENSDARG00000104919	0.009411562418102903	0.26436559197462434	1.7733906805906627	14	11430796	11438060	1	protein_coding	si:ch211-153b23.3	si:ch211-153b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-408]	586	906	542	747	567	517	512	1242	555	866	413	566	617	42	495	268	384	35	55	70	39	98	53	661.8647114089569	726.9350944642182	536.2580027689552	1017.4377803573609	517.1541535357372	495.9987238226866	513.6797959356372	1351.8286461909183	727.211197763899	624.7770669207264	394.58012145488874	718.902967574127	663.4369667425728	50.2106253937175	734.0292629403172	258.85972925767214	284.7096865910739	42.17749922673752	54.21287510345894	47.83657539164569	41.84705749172841	69.0094619858892	41.06235034267568	1.0851250415458362
ENSDARG00000036767	0.04836327803389721	0.5672682743876257	1.3695345796970477	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]	485	850	518	383	650	764	541	634	341	737	382	387	586	51	380	229	745	76	25	42	71	24	72	547.789052957925	682.0031239454586	512.5122609489276	521.6581926062506	592.8574952349721	732.9652321093473	542.7749406273042	690.0638982971354	446.80904222971094	531.7098133032048	364.9627273505266	491.5467287123449	630.1038290294127	60.97004512094268	563.497211954183	221.18984328360793	552.3664492457033	91.58542689234433	24.6422159561177	28.701945234987413	76.18310466442864	16.90027640470756	55.782815559861305	1.0148948739196366
