Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000020711	0.3142434419934682	0.9294666378737898	-1.2300752544116382	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	255	14	10	7	5	11	303	351	480	7	5	9	681	584	2	15	540	361	395	491	11	14	4	288.0128010397338	11.232992629689907	9.89405909167814	9.534222841367505	4.560442271038248	10.553164336652907	303.9940979853478	382.03853044525954	628.9394142822911	5.0501610490128	4.776999049090663	11.431319272380113	732.2537671826452	698.1667911888338	2.9657747997588575	14.488417682332397	400.37299676869765	435.03077773863555	389.34701210665963	335.53940738997187	11.803016215615704	9.858494569412743	3.0990453088811836	1.6574527658271523
ENSDARG00000035438	0.8993955755165378	0.9970049507252104	0.0791682747818386	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	681	1027	710	1188	1026	1127	794	1117	607	1504	1261	908	19	574	756	32	615	573	35	1374	1023	1761	1910	769.1635980708185	824.0202450493953	702.4781955091479	1618.0938193635138	935.8027540170484	1081.2196552188932	796.6049960408125	1215.7750384824926	795.3463009778139	1085.0631739593216	1204.759160180665	1153.2930999245714	20.429987630646487	686.2118803808058	1121.062874308848	30.90862438897578	455.9803574310168	690.505915912017	34.49910233856478	938.9636369731596	1097.6805080522606	1240.0577811954172	1479.794134990765	0.9837630571172448
ENSDARG00000103277	0.3594573927809341	0.9447202696990512	-0.5492303539529589	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	38	44	45	126	118	37	60	416	49	281	139	43	76	57	337	52	105	79	60	204	358	250	64	42.919554664744645	35.303691121882565	44.52326591255163	171.6160111446151	107.62643759650264	35.49700731419614	60.19685108620749	452.7864064536409	64.20423187465055	202.7278935389424	132.80057356472042	54.61630319026054	81.71995052258595	68.14299160575946	499.73305375936746	50.226514632085646	77.85030492724677	95.20064111177896	59.14131829468248	139.40944828422457	384.13452774458386	176.04454588237041	49.58472494209894	0.9322831969575359
ENSDARG00000052207	0.19771563703860098	0.856012483019954	0.6428267741934498	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	3290	288	2342	2353	295	1982	2814	2845	2320	3039	1570	956	1943	2062	103	2196	1530	1107	2767	1284	1131	1674	900	3715.929864394997	231.07870552504951	2317.1886392710203	3204.860906533963	269.0660939912566	1901.488337749642	2823.232315943131	3096.58011144377	3039.87383569774	2192.4913468499853	1499.9777014144681	1214.2601360439319	2089.2350508603226	2465.102608615369	152.73740218758115	2121.1043486934627	1134.39015751131	1334.0140469713838	2727.400462023107	877.4594686124723	1213.5646672601238	1178.7942792283525	697.2851944982663	0.8986425790798263
ENSDARG00000094104	0.19920931953373477	0.857873881366856	1.4149344167923865	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	8	342	63	196	235	112	128	7	5	112	2	96	81	5	8	77	155	1	0	4	79	6	55	9.03569571889361	274.4059628109963	62.332572277572275	266.95823955829013	214.34078673879765	107.45040051864778	128.4199489839093	7.619002031671842	6.551452232107199	80.8025767842048	1.910799619636265	121.9340722387212	87.0962630569666	5.9774554040139884	11.86309919903543	74.37387743597297	114.92187870212618	1.2050714064782149	0	2.733518593808325	84.7671164576037	4.22506910117689	42.61187299711627	0.8579515782044741
ENSDARG00000023587	0.004894763299718746	0.18609738471590198	-1.271339204043239	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	664	500	850	345	55	66	731	396	685	535	50	345	687	669	496	707	1003	302	863	959	654	646	981	749.9627446681695	401.1783082032109	840.9950227926419	469.9009828959699	50.16486498142072	63.31898601991744	733.3983024002946	431.0178292202928	897.5489557986862	385.976594460264	47.76999049090663	438.20057210790435	738.705342223902	799.7835330570716	735.5121503401966	682.8874200939337	743.655769924081	363.93156475642087	850.649294805183	655.3610828655459	701.742964092061	454.8991065600452	760.0408620031102	0.8515161598404829
ENSDARG00000078069	0.8522543989260534	0.9944021696682189	0.12942351699275442	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	205	868	819	490	766	741	252	367	7	858	529	521	12	19	416	809	556	322	329	522	690	703	917	231.53970279664875	696.4455430407742	810.3234396084396	667.3955988957254	698.6597559230595	710.8995248599822	252.82677456207145	399.45339223193804	9.172033124950078	619.0054542932832	505.4064993937921	661.7463712122266	12.903150082513571	22.714330535253154	616.8811583498423	781.4086603337939	412.23590037665906	388.03299288598515	324.29156198250894	356.7241764919864	740.3710171613487	495.0372630212256	710.4561370610113	0.8373475518255201
ENSDARG00000115161	0.7359402825759049	0.9924819567101905	-0.2419087261590596	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	4	703	482	345	530	378	448	355	824	457	208	128	488	472	432	3	303	253	460	563	507	660	443	4.517847859446805	564.0567013337146	476.8936482188863	469.9009828959699	483.40688073005424	362.64510175043625	449.4698214436826	386.3922458919291	1079.6793278512664	329.7033713426928	198.72316044217158	162.5787629849616	524.7281033555519	564.2717901389206	640.6073567479132	2.8976835364664795	224.65373707576924	304.88306583898833	453.4167735925657	384.74274207852176	544.0117473924693	464.7576011294579	343.21926795859105	0.8250922578617096
ENSDARG00000103634	0.9122623250251316	0.9971407358574843	-0.27993550890059665	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	723	0	0	0	0	0	547	0	0	0	390	0	0	427	0	635	203	0	0	178	0	257	0	580.103833661843	0	0	0	0	0	595.3705873320711	0	0	0	495.3571684698049	0	0	633.192919748516	0	470.80898694096857	244.6294955150776	0	0	190.99426239814505	0	199.11366109561604	0.8114726279665654
ENSDARG00000103973	0.9800051216411708	0.9996254719044343	-0.032624089568028716	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	754	1	0	4	0	4	618	0	3	4	442	1	2	428	2	435	215	0	1	136	1	333	4.517847859446805	604.9768887704421	0.9894059091678139	0	3.648353816830598	0	4.013123405747166	672.6490365104569	0	2.1643547352912	3.82159923927253	561.4047909324455	1.075262506876131	2.3909821616055953	634.6758071483955	1.9317890243109863	322.5226918414509	259.09035239281616	0	0.6833796484520812	145.92820048397598	0.7041781835294817	257.99552196435855	0.7936806186491886
