Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000103634	0.912262325029283	0.9971419805250347	-0.2799355088872976	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	178	257	0	427	547	203	390	0	635	723	0	0	0	0	0	0	0	0	0	0	0	0	0	190.99426239814505	199.11366109561604	0	633.192919748516	595.3705873320711	244.6294955150776	495.3571684698049	0	470.80898694096857	580.103833661843	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1294101461036432
ENSDARG00000103973	0.9800051216411702	0.9996252315481121	-0.03262408956802979	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	136	333	4	428	618	215	442	3	435	754	1	0	4	1	0	0	2	2	1	0	4	1	4	145.92820048397598	257.99552196435855	3.648353816830598	634.6758071483955	672.6490365104569	259.09035239281616	561.4047909324455	2.1643547352912	322.5226918414509	604.9768887704421	0.7041781835294817	0	3.82159923927253	0.6833796484520812	0	0	2.3909821616055953	1.9317890243109863	1.075262506876131	0	4.013123405747166	0.9894059091678139	4.517847859446805	1.105879752889783
ENSDARG00000079946	0.8784265821603062	0.9963230303230163	-0.07071219149697472	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	1005	809	933	143	612	609	244	821	527	675	94	374	138	272	46	142	59	137	91	69	69	68	37	1078.3664815176166	626.7819137212193	850.978527775737	212.0528981827583	666.1184633404525	733.8884865452328	309.9157669400831	592.3117458913584	390.73438758722904	541.5907160743348	66.192749251771275	358.80758744619885	131.8451737549023	185.8792643789661	62.65346438612932	139.96778663074852	70.53397376736507	132.32754816530255	97.84888812572791	90.41004080307934	69.22637874913862	67.27960182341134	41.79009269988294	1.025338603284212
ENSDARG00000055876	0.7999586585362438	0.9939213577024072	-0.10387402173180135	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	2092	1393	1825	332	1464	1292	525	1460	1067	1300	356	691	292	448	143	363	179	310	290	215	248	173	128	2244.7190839152777	1079.2425288178722	1664.5614289289604	492.3186167599703	1593.4598534810825	1556.9522571698535	666.8269575555066	1053.319304508384	791.1073843559267	1043.0636013283483	250.68743333649547	662.9305960570144	278.97674446689473	306.1540825065324	194.77055233079332	357.80497568282897	213.99290346370077	299.4272987682029	311.826126994078	281.7124459806095	248.81365115632428	171.1672222860318	144.57113150229776	0.9909586796054174
ENSDARG00000042641	0.9459865317419758	0.9982151410537229	0.026807462668789424	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	2513	2089	2334	463	2200	1748	811	2153	1470	1773	427	1183	456	985	176	538	322	476	429	374	303	309	257	2696.452704531115	1618.476412563198	2128.814452120654	686.5768661441755	2394.5434956682934	2106.4648185239193	1030.0888811000302	1553.2852483606512	1089.9042689814548	1422.578280888586	300.6840843670887	1134.944855478217	435.66231327706845	673.1289537253	239.7176028686687	530.3004873756529	384.9481280185008	459.76578778601476	461.2876154498602	490.0486269616185	303.9940979853478	305.7264259328545	290.2717249694572	0.920113909622052
ENSDARG00000103025	0.90312990370435	0.9970051087054285	0.043122371995372354	10	6010570	6034397	1	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]	4234	3423	4177	685	2558	3133	1367	4326	2256	3235	958	2311	1009	1697	440	900	580	1005	765	634	727	721	536	4543.088241537899	2652.0080230750727	3809.793473225352	1015.7778689174087	2784.2010281452244	3775.488716496247	1736.2903828159572	3120.9995282899104	1672.6694087225592	2595.623654074775	674.6026998212435	2217.12388927317	963.9984081064957	1159.6952634231818	599.2940071716718	887.1197744202371	693.3848268656227	970.7239847162706	822.5758177602402	830.7241430311927	729.3851789945475	713.3616605099938	605.3916131658718	0.8305473796811048
ENSDARG00000020711	0.31424344199346754	0.9294454532112735	-1.230075254411637	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	11	4	5	2	351	361	9	7	540	14	14	11	5	491	7	395	584	15	681	480	303	10	255	11.803016215615704	3.0990453088811836	4.560442271038248	2.9657747997588575	382.03853044525954	435.03077773863555	11.431319272380113	5.0501610490128	400.37299676869765	11.232992629689907	9.858494569412743	10.553164336652907	4.776999049090663	335.53940738997187	9.534222841367505	389.34701210665963	698.1667911888338	14.488417682332397	732.2537671826452	628.9394142822911	303.9940979853478	9.89405909167814	288.0128010397338	0.7696903705973378
ENSDARG00000099525	0.971485578975194	0.9996252315481121	-0.015812761211534108	12	3220285	3237561	-1	protein_coding	si:ch1073-13h15.3	si:ch1073-13h15.3 [Source:ZFIN;Acc:ZDB-GENE-121214-245]	909	1080	872	519	516	295	599	1202	871	728	1465	596	1240	1356	353	159	238	258	113	57	98	263	273	975.358339999516	836.7422333979196	795.3411320690703	769.6185605374235	561.6292926203815	355.49606491107335	760.8178049061875	867.1847972733408	645.7868151583993	584.1156167438751	1031.6210388706907	571.7896313313756	1184.6957641744843	926.6628033010221	480.79723757181847	156.72449348090856	284.52687723106584	249.20078413611722	121.50466327700279	74.68655544602207	98.32152344080556	260.2137541111351	308.34311640724445	0.7592987949170843
ENSDARG00000052207	0.1977156370386012	0.8559524060283518	0.6428267741934506	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	1131	900	295	103	2845	1107	956	3039	1530	288	1674	1982	1570	1284	2353	2767	2062	2196	1943	2320	2814	2342	3290	1213.5646672601238	697.2851944982663	269.0660939912566	152.73740218758115	3096.58011144377	1334.0140469713838	1214.2601360439319	2192.4913468499853	1134.39015751131	231.07870552504951	1178.7942792283525	1901.488337749642	1499.9777014144681	877.4594686124723	3204.860906533963	2727.400462023107	2465.102608615369	2121.1043486934627	2089.2350508603226	3039.87383569774	2823.232315943131	2317.1886392710203	3715.929864394997	0.7513954291940453
ENSDARG00000101557	0.9205828811974375	0.9974594794917426	0.03742282921531678	10	44699734	44748270	1	protein_coding	scarb1	scavenger receptor class B, member 1 [Source:ZFIN;Acc:ZDB-GENE-031126-1]	634	776	767	514	567	130	509	840	521	544	1242	307	884	627	241	166	123	175	112	90	108	125	189	680.2829346091233	601.2147899229495	699.5718443772672	762.2041235380264	617.1391645654193	156.65928284216793	646.5046121823864	606.019325881536	386.2857987342435	436.4819993250935	874.5893039436163	294.529222850222	844.5734318792291	428.47903957945493	328.2496721099384	163.62431394862153	147.0454029387441	169.0315396272113	120.42940077012666	117.92614017792957	108.35433195517348	123.67573864597674	213.4683113588615	0.7409730028719441
