Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000068431	0.5330789885328433	0.980273533628338	-0.3310709340261689	2	43920461	43955410	1	protein_coding	si:ch211-195h23.3	si:ch211-195h23.3 [Source:ZFIN;Acc:ZDB-GENE-070912-174]	42	291	262	172	207	176	64	91	98	90	376	64	264	101	55	211	74	198	368	193	422	76	174	45.066061914169055	225.4555462211061	238.96717500240416	255.05663277926172	225.30477436515304	212.0925675401658	81.2893814924808	65.6520936371664	72.66028459876365	72.21209547657797	264.7709970070851	61.40022886779873	252.225549791987	69.02134449366021	74.91175089645897	207.98030266963337	88.46633997940702	191.24711340678763	395.6966025304162	252.88605615933787	423.384519306326	75.19484909675386	196.52638188593602	1.0712833101657362
ENSDARG00000096655	0.4958163475970952	0.9764722853673812	-0.35889887924803343	20	14657141	14661432	1	antisense	BX901920.1	NA	409	577	887	721	141	376	110	466	130	737	605	295	367	815	332	404	131	413	141	69	104	463	93	438.85760292607483	447.03728580611073	809.0224588821851	1069.161815313068	153.46846949510424	453.10684883580876	139.71612444020138	336.1964355485664	96.38609181468648	591.3368262915329	426.02780103533644	283.01667993750976	350.6317302032546	556.9544134884462	452.19456904771596	398.218209850862	156.6093315851665	398.91443352021867	151.61201346953447	90.41004080307934	104.34120854942631	458.09493594469785	105.0399627321382	0.796545507315642
ENSDARG00000102175	0.07236374722701967	0.6535500345195365	-1.1294880608270932	16	50289916	50292583	1	protein_coding	hamp	hepcidin antimicrobial peptide [Source:NCBI gene;Acc:402837]	60	46	24	132	11	40	42	105	214	10	74	26	104	13	4	42	8	10	6	36	14	6	25	64.38008844881294	35.63902105213361	21.890122900983588	195.74113678408457	11.972717478341467	48.20285625912859	53.34615660444053	75.752415735192	158.66633575648387	8.023566164064219	52.10918558118165	24.943842977543234	99.36158022108579	8.883935429877056	5.448127337924289	41.39892280627773	9.563928646422381	9.65894512155493	6.451575041256786	47.17045607117183	14.04593192011508	5.936435455006883	28.23654912154253	0.7642956478965468
ENSDARG00000043249	0.001858672011228242	0.09947793137357336	1.42047651854531	21	45626136	45633317	1	protein_coding	irf1b	interferon regulatory factor 1b [Source:ZFIN;Acc:ZDB-GENE-041114-13]	56	42	173	79	428	79	130	86	164	487	95	259	51	80	99	41	59	68	105	41	138	131	192	60.08808255222541	32.53997574325243	157.79130257792337	117.14810459047486	465.84755279364975	95.20064111177896	165.11905615660163	62.044835745014396	121.59476198160448	390.74767218992747	66.89692743530077	248.47905119937298	48.72539030072476	54.6703718761665	134.84115161362615	40.41323416803303	70.53397376736507	65.68082682657354	112.90256322199374	53.72190830327903	138.45275749827724	129.61217410098362	216.85669725344664	0.7639366521354428
ENSDARG00000090352	0.044955194124564495	0.552707242165348	0.8340881255891943	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	115	124	186	251	512	103	116	543	293	647	241	352	174	276	317	221	212	265	188	97	312	460	924	123.39516952689146	96.07040457531669	169.64845248262282	372.2047373697366	557.2755771737119	124.12235486725612	147.33700395512145	391.7482070877072	217.23942232079335	519.124730814955	169.70694223060508	337.701258772893	166.23956690835507	188.61278297277443	431.76409153049985	217.83718905208045	253.4441091301931	255.96204572120567	202.14935129271262	127.09817330287966	313.02362564827894	455.1267182171944	1043.6228555322118	0.7624046997671889
ENSDARG00000003244	0.41998410338811215	0.9575510447109491	-0.43568485708394017	2	43894368	43918874	1	protein_coding	gbp3	guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]	35	121	112	78	80	92	32	46	38	33	165	32	118	44	25	118	29	107	204	90	231	34	98	37.55505159514088	93.7461205936558	102.15390687125675	115.66521719059544	87.07430893339249	110.86656939599575	40.6446907462404	33.186772607798396	28.174396068908354	26.47776834141192	116.18940028236447	30.700114433899365	112.73717755853964	30.068704531891573	34.0507958620268	116.31125931287553	34.66924134328113	103.35071280063777	219.35355140273072	117.92614017792957	231.75787668189884	33.63980091170567	110.68727255644671	0.7562894682230439
ENSDARG00000069018	0.3510916828590957	0.9407898738366369	0.2774694041575279	2	22150134	22152797	-1	protein_coding	cyp7a1	cytochrome P450, family 7, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1296]	458	1803	1639	579	1150	1013	684	1450	620	1468	1900	1196	1221	926	607	818	285	783	856	831	979	309	792	491.4346751592721	1396.8946729781935	1494.9129764463376	858.5918045301892	1251.6931909175169	1220.7373347624316	868.7802647008886	1046.10478872408	459.6875148085047	1177.8595128846273	1337.9385487060151	1147.4167769669887	1166.5431677879399	632.8095544666272	826.7533235300108	806.2933060841711	340.71495802879735	756.2954030177511	920.4247058859681	1088.8513609762165	982.2119535566188	305.7264259328545	894.5338761704674	0.7440716054098622
ENSDARG00000100552	0.7668485142504361	0.9929141661946842	0.36662487242341274	KN150328.1	3117	12840	1	protein_coding	taco1	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:ZFIN;Acc:ZDB-GENE-070410-35]	1	99	92	48	77	49	58	116	0	1	137	80	58	116	0	0	4	4	0	4	5	0	1	1.0730014741468823	76.70137139480929	83.91213778710376	71.17859519421258	83.80902234839026	59.048498917432525	73.66850197756072	83.6883830979264	0	0.8023566164064219	96.47241114353899	76.75028608474841	55.41318896945169	79.27203922044143	0	0	4.781964323211191	3.8635780486219726	0	5.241161785685759	5.016404257183957	0	1.1294619648617013	0.7421846499235922
ENSDARG00000100131	0.839334305120397	0.9943998131610338	-0.11138052598553937	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	332	363	285	484	124	93	173	818	124	434	351	122	291	72	45	300	300	446	407	76	561	241	230	356.2364894167649	281.2383617809674	259.9452094491801	717.7175015416435	134.96517884675833	112.07164080247398	219.73535934686217	590.1473911560672	91.93750296170094	348.2227715203871	247.16654241884808	117.04418627924133	278.02134465707655	49.20333468854985	61.29143255164825	295.7065914734124	358.6473242408393	430.78895242134996	437.6318402985853	99.58207392802942	562.84055765604	238.44682410944316	259.7762519181913	0.7006849223539512
ENSDARG00000096508	0.9373482984577669	0.9982151410537229	-0.0654637652147271	20	12203762	12208117	1	lincRNA	BX322618.1	NA	36	834	693	568	567	644	455	39	1771	2013	61	595	40	1345	31	221	417	193	132	308	347	34	327	38.62805306928776	646.1509469017268	632.0772987659011	842.2800431315155	617.1391645654193	776.0659857719703	577.9166965481057	28.1366115587856	1313.0751431062288	1615.1438688261273	42.954869195298386	570.8302527553163	38.215992392725305	919.1456271680493	42.22298686891324	217.83718905208045	498.5197806947666	186.4176408460102	141.93465090764929	403.56945749780346	348.1384554485666	33.63980091170567	369.3340625097763	0.6680711097516304
