Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000032010	0.9981319619228162	0.9999772203270398	-0.0012063995691370389	9	37320222	37339656	1	protein_coding	slc15a2	solute carrier family 15 member 2 [Source:NCBI gene;Acc:556684]	299	373	304	206	287	250	199	597	53	49	691	251	500	335	160	440	220	219	37	392	249	187	186	320.8274407699178	288.98597505317036	277.27489007912544	305.4748043751623	312.37908329854554	301.2678516195537	252.7591705781825	430.7065923229488	39.29586820137218	39.315474203914675	486.58712481887187	240.80402259089814	477.6999049090663	228.9321822314472	217.92509351697154	433.70300082767153	263.0080377766155	211.530898162053	39.784712754416844	513.6338549972044	249.81693200776107	185.0189050143812	210.0799254642764	1.0518811354697808
ENSDARG00000040738	0.6909295160077225	0.9904123390665271	0.2518061971554367	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	234	267	166	208	152	51	167	635	45	37	480	203	475	32	177	424	178	104	49	340	231	194	78	251.08234495037044	206.861274367819	151.40668339846982	308.44057917492114	165.44118697344572	61.458641730388955	212.1144798319421	458.121752303304	33.36441639739147	29.68719480703761	338.0055280941512	194.7538509400491	453.814909663613	21.8681487504666	241.07963470314976	417.93198261575617	212.797412382898	100.45302926417129	52.687862836930414	445.4987517832895	231.75787668189884	191.9447463785559	88.0980332592127	1.0143466352553527
ENSDARG00000045835	0.5053117564379156	0.9766341178179344	-0.6544672094336029	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	2321	932	0	711	756	660	34	2128	185	897	1887	1038	755	2	651	142	631	581	806	82	1146	649	653	2490.4364214949137	722.0775569693158	0	1054.3329413142737	822.852219420559	795.3471282756218	43.18498391788042	1535.2489588998912	137.16482296705382	719.7138849165605	1328.7842323201319	995.8349619496106	721.3268564126901	1.3667592969041624	886.682724247178	139.96778663074852	754.3548719865653	561.1847115623415	866.6615805421616	107.44381660655806	1149.759855746563	642.1244350499112	737.5386630546909	0.9848331917181412
ENSDARG00000035438	0.8993955755165389	0.9970051087054285	0.07916827478183787	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	1023	1910	1026	756	1117	573	908	1504	615	1027	1761	1127	1261	1374	1188	35	574	32	19	607	794	710	681	1097.6805080522606	1479.794134990765	935.8027540170484	1121.062874308848	1215.7750384824926	690.505915912017	1153.2930999245714	1085.0631739593216	455.9803574310168	824.0202450493953	1240.0577811954172	1081.2196552188932	1204.759160180665	938.9636369731596	1618.0938193635138	34.49910233856478	686.2118803808058	30.90862438897578	20.429987630646487	795.3463009778139	796.6049960408125	702.4781955091479	769.1635980708185	0.8997505080775239
ENSDARG00000075600	0.12448015407543013	0.7709824208524402	0.7754187028356072	10	9105007	9115383	-1	protein_coding	si:dkeyp-41f9.3	si:dkeyp-41f9.3 [Source:ZFIN;Acc:ZDB-GENE-091118-56]	138	71	166	30	127	53	233	372	56	305	526	166	199	465	239	366	58	234	148	137	68	376	366	148.07420343226974	55.00805423264101	151.40668339846982	44.48662199638286	138.23046543176056	63.868784543345384	295.94415449606294	268.3799871761088	41.52016262786494	244.71876800395867	370.3977245365074	159.25684362585295	190.12456215380837	317.77153653021776	325.52560844097627	360.7620415975631	69.33848268656226	226.0193158443854	159.13885101766738	179.50979115973723	68.22309789770182	372.016621847098	413.38307913938263	0.7542643654451338
ENSDARG00000009153	0.01620438376433095	0.3446274424264946	-1.2243749063954426	8	39724138	39733667	1	protein_coding	pla2g1b	phospholipase A2, group IB (pancreas) [Source:ZFIN;Acc:ZDB-GENE-070117-1]	398	309	375	337	132	338	51	72	359	95	96	127	158	31	77	198	193	96	172	165	179	70	194	427.05458671045915	239.40125011107142	342.03317032786856	499.73305375936746	143.67260974009758	407.3141353896366	64.77747587682065	51.944513646988796	266.17389970363416	76.22387855861008	67.60110561883025	121.84107915953811	150.95316995126495	21.184769102014517	104.87645125504255	195.16635037245217	230.72977859493994	92.72587316692734	184.94515118269453	216.19792365953757	179.58727240718568	69.25841364174697	219.11562118317002	0.7277468876847931
ENSDARG00000076321	0.6312185066558255	0.9894778713865061	-0.23960662665330368	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	78	463	79	46	526	357	44	394	622	507	472	97	241	1051	294	653	293	371	330	283	333	462	304	83.69411498345681	358.71449450299696	72.0549878824043	68.21282039445371	572.5135812370555	430.21049211272265	55.88644977608055	284.2519219015776	461.1703777594999	406.7948045180559	332.3721026259154	93.05972187775745	230.25135416616993	718.2320105231373	400.4373593374352	643.6546807737943	350.2788866752197	358.346864009688	354.8366272691232	370.81219633726744	334.0925235284516	457.10553003553	343.35643731795716	0.7144408933151932
ENSDARG00000090352	0.044955194124564495	0.552707242165348	0.8340881255891943	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	115	124	186	251	512	103	116	543	293	647	241	352	174	276	317	221	212	265	188	97	312	460	924	123.39516952689146	96.07040457531669	169.64845248262282	372.2047373697366	557.2755771737119	124.12235486725612	147.33700395512145	391.7482070877072	217.23942232079335	519.124730814955	169.70694223060508	337.701258772893	166.23956690835507	188.61278297277443	431.76409153049985	217.83718905208045	253.4441091301931	255.96204572120567	202.14935129271262	127.09817330287966	313.02362564827894	455.1267182171944	1043.6228555322118	0.7040776421007646
ENSDARG00000069878	0.09207009546799286	0.7072148739626553	-1.0732552973152487	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	186	234	36	102	35	182	13	46	240	50	381	202	324	48	26	354	156	177	41	253	194	170	254	199.5782741913201	181.29415056954923	32.835184351475384	151.2545147877017	38.09501015835921	219.32299597903508	16.51190561566016	33.186772607798396	177.94355411942118	40.117830820321096	268.2918879247325	193.79447236398974	309.54953838107497	32.802223125699896	35.412827696507875	348.93377793862663	186.49660860523645	170.9633286515223	44.08576278192137	331.50348294462424	194.63648517873756	168.19900455852837	286.8833390748721	0.703154965610347
ENSDARG00000031776	0.23477357698092574	0.8839935681967171	-0.5504643979093268	3	32099507	32100999	1	protein_coding	fthl27	ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]	1398	1837	1381	944	487	1133	370	1923	708	1835	3503	483	1393	1794	474	2078	457	464	492	1741	481	478	1374	1500.0560608573414	1423.2365581036836	1259.594155260764	1399.8457054861806	530.0648556320267	1365.3459035398173	469.95423675340464	1387.351385321659	524.9334846522925	1472.3243911057841	2466.7361769037743	463.3798522366685	1330.8719350766587	1225.9830893230337	645.6030895440282	2048.260990272503	546.3394239268786	448.1750536401488	529.0291533830564	2281.2156672197266	482.5780895410967	472.93602458221505	1551.8807397199773	0.6611051976628424
