Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000055120	0.9656133268058458	0.9963007870541927	0.02277455319966592	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1300	490	1381	366	461	471	236	1282	1651	336	481	1477	1542.0562312799134	413.74296434070857	1436.6780565854065	523.8692578375831	442.06778186652593	474.76801772638436	298.92828678103234	1330.441753322311	1186.9782776313432	379.41596789737406	356.2835787523682	1204.3370446084732	1.2903533954553947
ENSDARG00000091801	0.6902044750595714	0.9526258412240631	0.321898983496805	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	357	236	319	412	39	172	121	359	634	15	30	469	423.4723650514839	199.27212160083107	331.86118758200195	589.7107492597929	37.39835898653907	173.3760064733293	153.2640792394276	372.56520237340845	455.8111617312366	16.938212852561342	22.221429028214235	382.41981985197964	1.1612449641013878
ENSDARG00000103285	0.8345428802181603	0.9780384334841402	-0.2550035805238776	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	87	191	6	1	1	144	4	87	207	1	140	184	103.19914778565574	161.27531875321498	6.2419032147085005	1.4313367700480413	0.9589322817061301	145.15200541953152	5.066581131881904	90.28738887600706	148.8216253601987	1.1292141901707562	103.70000213166644	150.03250928094724	1.0906246426594715
ENSDARG00000020711	0.1489852923526616	0.6497988422829067	-1.8303860433213823	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	255	14	10	7	5	11	361	395	491	11	14	4	302.4802607510599	11.821227552591674	10.403172024514168	10.019357390336289	4.79466140853065	11.088000413991992	457.2589471523418	409.92550121865276	353.00201957419114	12.421356091878318	10.370000213166643	3.261576288716244	1.0063656629206732
ENSDARG00000104773	0.6559055880455237	0.9442712165416822	-0.6164763290400248	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	310	332	0	282	2	271	222	517	519	0	385	684	367.72110130521014	280.3319676757454	0	403.6369691535476	1.9178645634122602	273.16801019925725	281.19525281944567	536.5354028608696	373.1324809755707	0	285.1750058620827	557.7295453704777	0.9934410359097565
ENSDARG00000087359	6.772750687945487e-4	0.02575304740914034	1.2804369766436543	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	2173	3485	1501	2727	3163	3937	258	1627	2472	1262	1819	1028	2577.6063004394246	2942.641287198713	1561.5161208795766	3903.255371921008	3033.102807036489	3968.496148171497	326.7944830063828	1688.4779505892354	1777.232163721793	1425.0683079954943	1347.3593134107232	838.2251062000747	0.8954652851517398
ENSDARG00000038805	0.3851383611841741	0.8525767606546764	0.4035303390593977	10	110868	116036	1	protein_coding	pigp	phosphatidylinositol glycan anchor biosynthesis, class P [Source:ZFIN;Acc:ZDB-GENE-030131-4041]	125	67	155	95	136	151	50	56	179	44	56	307	148.2746376230686	56.57301757311729	161.2491663799696	135.9769931545639	130.4147903120337	152.20800568298097	63.3322641485238	58.11602042593558	128.69116395881917	49.68542436751327	41.48000085266657	250.32598015897173	0.8427417680720464
ENSDARG00000093936	7.557626065588423e-14	2.1569638529719605e-11	2.646593744804273	18	7591381	7593581	1	protein_coding	si:dkeyp-1h4.6	si:dkeyp-1h4.6 [Source:ZFIN;Acc:ZDB-GENE-060503-841]	926	2311	630	878	846	743	249	200	220	108	210	104	1098.4185155116922	1951.3469195742398	655.3998375443925	1256.7136841021802	811.2567103233861	748.9440279632772	315.3946754596485	207.55721580691278	158.1679110108392	121.95513253844166	155.55000319749965	84.80098350662234	0.8332968941728931
ENSDARG00000040278	0.770328620360785	0.9697391900688705	0.20055351060541962	16	25245857	25250414	1	protein_coding	klhl38b	kelch-like family member 38b [Source:ZFIN;Acc:ZDB-GENE-120727-8]	140	54	149	247	41	14	103	95	182	47	291	53	166.06759413783683	45.59616341713931	155.0072631652611	353.5401822018662	39.31622354995133	14.112000526898898	130.46446414595903	98.58967750828357	130.84799910896697	53.07306693802554	215.5478615736781	43.21588582549023	0.804092367586547
ENSDARG00000113027	0.47215765784855374	0.8873979190670094	-0.8221976306232189	7	47143303	47148440	-1	protein_coding	BX005073.3	NA	40	80	1	0	49	55	0	115	129	51	61	88	47.447884039381954	67.54987172909527	1.0403172024514167	0	46.987681803600374	55.44000206995996	0	119.34539908897484	92.74391145635572	57.58992369870856	45.183572357368945	71.75467835175738	0.7829880755187165
