Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	% variance explained
ENSDARG00000100131	0.2895384565477212	0.9526343773129108	-0.5541429948974591	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	230	434	241	45	285	122	561	124	76	818	291	173	251.88863913860686	337.4481345152448	231.80885566423237	59.40993994323711	252.2628143920691	113.70621192728744	546.4018842104616	130.996890932014	96.79584008760584	572.1107518027073	270.43541858731663	213.37235782086265	1.1514044622569428
ENSDARG00000056498	0.6343923164724918	0.9997282156280697	0.27704073129889056	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	192	1351	626	365	131	499	193	186	244	590	238	881	210.27225528092399	1050.4433864748748	602.1259072440226	481.88062398403434	115.95238135214404	465.0770471452167	187.97783182285045	196.49533639802098	310.76559186020825	412.64711927090144	221.18085781368163	1086.5956487871674	0.9931831502148414
ENSDARG00000105265	0.7084209228496561	0.9997282156280697	-0.5672474034025479	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	175	279	0	0	336	373	311	279	248	0	323	282	191.65439934459218	216.9309436169431	0	0	297.4045811780183	347.6427626957231	302.9072834036606	294.7430045970315	315.86010975955594	0	300.1740213185679	347.80927691030786	0.9712552835997603
ENSDARG00000096655	0.015697652591470372	0.6628405786603598	1.1973708140586512	20	14657141	14661432	1	antisense	BX901920.1	NA	93	737	463	332	887	295	104	141	69	466	367	110	101.85062365169756	573.0398044648282	445.3423243673842	438.31333469232715	785.1126890026852	274.9453485127033	101.29375393562925	148.9561421081772	87.88043376374742	325.9212840343052	341.0646000740385	135.67028531962364	0.9621102318164811
ENSDARG00000076321	0.9139244650520499	0.9997282156280697	-0.06134605743295487	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	304	507	462	294	79	97	333	526	283	394	241	44	332.93107086146296	394.20784377702563	444.38046189574834	388.14494096248245	69.9254818841174	90.40575866349904	324.33480827465905	555.6803599212851	360.4371413788481	275.56434744531384	223.96885181973644	54.26811412784946	0.9413567335415661
ENSDARG00000031776	0.7634256372171743	0.9997282156280697	-0.14600699320589783	3	32099507	32100999	1	protein_coding	fthl27	ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]	1374	1835	478	474	1381	483	481	487	1741	1923	1393	370	1504.7608268541123	1426.7680341831203	459.7702614419215	625.7847007354309	1222.3682339489383	450.1647570563921	468.4836119522853	514.4797248700871	2217.388915691076	1344.9498480643108	1294.5585501447836	456.3455051660068	0.9275195759629666
ENSDARG00000052207	0.6860808821219345	0.9997282156280697	-0.25368726042599493	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	3290	288	2342	2353	295	1982	2814	2845	2320	3039	1570	956	3603.102707678333	223.9287159916832	2252.681908571088	3106.4797485874874	261.11414121284344	1847.2599347531452	2740.775226681353	3005.5335056579015	2954.8203816216524	2125.4823651936767	1459.0501965020173	1179.0981160505473	0.8680529238260636
ENSDARG00000096508	0.4565653225645339	0.9870981156539643	0.6956932656013534	20	12203762	12208117	1	lincRNA	BX322618.1	NA	327	2013	34	31	693	595	347	567	308	39	40	455	358.11993477532366	1565.1684211502022	32.70332403561785	40.926847516452234	613.3969486796627	554.5507876781642	337.9705059198399	598.9938480520317	392.27787824977105	27.276673985703653	37.173253414064135	561.1816347311706	0.8382407193273529
ENSDARG00000045015	0.9670527695933191	0.9997282156280697	0.013950911773278759	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	251	352	161	191	352	363	209	264	342	223	122	329	274.8871670599579	273.6906528787239	154.85985793336684	252.16218953685086	311.5667040912573	338.32258139020774	203.5614862744857	278.89660650041685	435.5812803942263	155.96662304645935	113.37842291289562	405.7774897286925	0.8097666082210287
ENSDARG00000045835	0.8980217618839438	0.9997282156280697	-0.13807335049538003	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	653	897	649	651	0	1038	1146	756	82	2128	755	34	715.1447015543926	697.44464668243	624.2487440916465	859.4637978454969	0	967.4348195124949	1116.1792500983763	798.6584640693756	104.43761693662736	1488.3272369635224	701.6451581904606	41.93445182606549	0.7966465535264662
ENSDARG00000092379	0.6519503639967169	0.9997282156280697	0.30277938103274404	8	2478862	2481965	1	protein_coding	si:dkeyp-51b9.3	si:dkeyp-51b9.3 [Source:ZFIN;Acc:ZDB-GENE-081104-469]	86	247	70	138	98	1	93	77	62	128	91	65	94.18444767791387	192.04997517342272	67.33037301450733	182.19048249259382	86.74300284358867	0.9320181305515365	90.57999150013	81.34484356262159	78.96502743988898	89.52344282487353	84.56915151699592	80.16880496159578	0.7320271796818625
ENSDARG00000090352	0.09606655213505931	0.8703358425786482	0.7943926247091618	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	924	647	460	317	186	352	312	512	97	543	174	116	1011.9352285394467	503.06208071742714	442.4567369524767	418.51002137791477	164.634678866403	328.0703819541408	303.8812618068878	540.8903883644448	123.54205905918114	379.77523010864314	161.703652351179	143.07048270069401	0.714355045222855
ENSDARG00000007769	0.4077897654491531	0.9791648353691318	-0.3524472002783888	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	328	360	137	111	326	105	364	246	82	611	154	304	359.2151027715785	279.910894989604	131.7751586141072	146.54451852665156	288.55325435724393	97.86190370791132	354.52813877470237	259.88092878447935	104.43761693662736	427.33455910935726	143.11702564414693	374.9433339742326	0.6865868624525923
ENSDARG00000096242	0.6952014733123613	0.9997282156280697	-0.250882800724578	3	28822065	28828569	-1	protein_coding	si:ch211-76l23.4	si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]	145	209	32	34	207	68	28	46	170	373	177	39	158.7993594569478	162.50382514674232	30.779599092346206	44.887510179334704	183.22246519002914	63.377232877504476	27.27139529036172	48.59562082961809	216.51701072227624	260.876907606858	164.4916463572338	48.10128297695747	0.66302823749919
ENSDARG00000103277	0.06743606062322904	0.8225280319112659	-1.1495296950345866	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	38	44	45	126	118	37	60	416	49	281	139	43	41.61638385768287	34.211331609840485	43.283811223611856	166.3478318410639	104.44565648513738	34.48467083040685	58.43870419363226	439.4734405461114	62.40784426700903	196.53193307648016	129.17705561387288	53.03474789767106	0.6014413565008415
ENSDARG00000041645	0.5678593802906693	0.9994806069878877	-0.16140479604066818	15	21137046	21155657	-1	protein_coding	sb:cb37	sb:cb37 [Source:ZFIN;Acc:ZDB-GENE-030131-9800]	1045	1005	595	459	673	344	796	1083	614	943	541	513	1144.450556086279	781.4179151793111	572.3081706233123	605.9813874210186	595.6942950381141	320.61423690972856	775.2868089688546	1144.1099425755738	782.0084975498683	659.535988936373	502.7682524252175	632.7168760815175	0.5829641710875493
ENSDARG00000056587	0.5599623924791279	0.9988273634363329	0.21946596607330135	7	27455321	27697234	1	protein_coding	cyp2r1	cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-110114-1]	198	279	105	204	103	205	190	87	230	144	95	142	216.84326325845285	216.9309436169431	100.995559521761	269.32506107600824	91.16866625397586	191.06371676306497	185.05589661316884	91.90910896036465	292.9347792124914	100.71387317798272	88.28647685840232	175.13800468533233	0.5824704996997366
ENSDARG00000068431	0.09975783848900914	0.8771121226051551	-0.856036595476363	2	43920461	43955410	1	protein_coding	si:ch211-195h23.3	si:ch211-195h23.3 [Source:ZFIN;Acc:ZDB-GENE-070912-174]	174	90	76	55	262	64	422	207	193	91	264	64	190.55923134833736	69.977723747401	73.10154784432224	72.61214881951203	231.9047627042881	59.649160355298335	411.01888616188023	218.68029373328142	245.81048864352536	63.645572633308525	245.3434725328233	78.93543873141739	0.5644539471541866
ENSDARG00000043722	0.8962955567624461	0.9997282156280697	0.06661497165590616	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	804	556	472	333	1186	1924	1837	450	937	700	592	263	880.5150689888692	432.30682670616613	453.99908661210657	439.63355557995465	1049.7673609438384	1793.202883181156	1789.1983267283745	475.39194289843783	1193.390817922193	489.58132794852713	550.1641505281492	324.3753185369183	0.563894823478272
ENSDARG00000091847	0.9422721100121625	0.9997282156280697	-0.08592415033525949	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	171	155	0	283	130	285	0	310	144	423	180	124	187.27372735957292	120.51719089830172	0	373.62251119858007	115.0672486700666	265.62516720718787	0	327.49222733003495	183.40264437651635	295.84700246032423	167.27964036328862	152.9374125421212	0.5606160058008665
