Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	% variance explained
ENSDARG00000089382	0.19108411635936406	0.8589657014052305	0.8250799126934959	5	824709	825920	-1	protein_coding	zgc:158463	zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]	93	145	1126	209	90	401	90	165	196	269	274	143	102.6197506868284	113.7229595499566	1089.0596910466686	278.61546029340667	80.12992509281095	375.9222166634182	94.53118853117178	192.7613677679544	283.8600269582029	218.34400622144037	259.00173770121006	103.47561512458982	1.0521026174869834
ENSDARG00000104773	0.7302748348292392	0.9801310474101005	0.6751332396329979	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	310	332	0	282	2	271	0	0	0	336	274	333	342.0658356227613	260.3863625557627	0	375.9309081470846	1.7806650020624657	254.05217136106322	0	0	0	272.727085837933	259.00173770121006	240.9606981572616	0.9678924238852391
ENSDARG00000058225	0.24921859132211413	0.8892405379758439	-1.8426019571619248	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	316	4	1	2	8	1	2	307	2	640	442	3	348.6864646993309	3.1371850910332855	0.9671933313025477	2.6661766535254228	7.122660008249863	0.9374618869411926	2.100693078470484	358.6529691197697	2.8965308873286015	519.4801635008247	417.80572286107605	2.1708171005158703	0.940075469147694
ENSDARG00000115161	0.9605712602624995	0.9971883205043852	-0.046443544427406565	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	4	703	482	345	530	378	488	472	432	582	3	303	4.4137527177130496	551.3602797490998	466.187185687828	459.9154727331354	471.8762255465534	354.3605932637708	512.56911114679815	551.4143368877241	625.650671662978	472.40227368356244	2.8357854492833217	219.25252715210289	0.9171340118527693
ENSDARG00000115978	0.2946710217198496	0.9052802947796345	0.7282050932556161	4	77561226	77561679	-1	protein_coding	AL935186.10	NA	41	88	553	71	28	228	29	78	107	152	142	82	45.24096535655875	69.01807200273228	534.8579122103089	94.6492712001525	24.92931002887452	213.74131022259192	30.460049637822017	91.1235556721239	154.9644024720802	123.37653883144586	134.2271779327439	59.335667414100456	0.8679440226068473
ENSDARG00000096508	0.9473687295802178	0.9959409562638903	-0.055782236838290165	20	12203762	12208117	1	lincRNA	BX322618.1	NA	327	2013	34	31	693	595	132	417	568	496	193	1771	360.8242846730418	1578.7883970625007	32.88457326428662	41.32573812964405	617.0004232146443	557.7898227300096	138.64574317905195	487.1605476317393	822.6147720013229	402.5971267131391	182.43553057056036	1281.5056950045355	0.8537274046498391
ENSDARG00000056909	0.4758412654768734	0.9502996108190519	0.4254327428375406	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	224	112	447	350	507	533	271	279	316	59	64	623	247.17015219193075	87.84118254893198	432.3354190922388	466.58091436694895	451.39857802283507	499.6671857396557	284.6439121327506	325.9419491349047	457.65188019791907	47.88957757273228	60.496756251377526	450.80635120712907	0.778728696873681
ENSDARG00000103973	0.5734496713366223	0.9670117737267873	-1.0990320410857695	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	754	1	0	4	0	1	2	428	427	2	435	4.4137527177130496	591.3593896597743	0.9671933313025477	0	3.5613300041249314	0	1.050346539235242	2.336501427490356	619.8576098883208	346.59067158570645	1.8905236328555477	314.7684795748012	0.7745285791840338
ENSDARG00000040738	0.7062479294674902	0.9767093268210613	0.23126456969563505	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	78	37	194	177	166	203	49	178	208	70	104	45	86.06817799540445	29.01896209205789	187.63550627269424	235.9566338369999	147.79519517118464	190.3047630490621	51.46698042252686	207.94862704664172	301.23921228217455	56.8181428829027	98.30722890848848	32.562256507738056	0.7636969372853712
ENSDARG00000103634	0.6402131057181485	0.9695377108480284	-1.3490372623103322	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	723	0	0	0	0	0	0	427	452	0	635	0	567.0462052042664	0	0	0	0	0	0	618.4093444446564	366.8828654724574	0	459.4896196091925	0.7616496685837658
ENSDARG00000020711	0.06255425677710388	0.6592278745002866	-2.474215468287974	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	255	14	10	7	5	11	681	584	2	7	15	540	281.3767357542069	10.980147818616498	9.671933313025477	9.33161828733898	4.451662505156165	10.312080756353119	715.2859932191998	682.2584168271841	2.8965308873286015	5.68181428829027	14.178927246416608	390.74707809285667	0.7218464901627393
ENSDARG00000114910	0.37074703198976566	0.9268603821567755	0.39651457992932854	7	7653	7987	1	pseudogene	FO704772.2	NA	1487	1866	6604	2040	1115	2877	1181	1458	1967	3821	1923	1891	1640.8125728098262	1463.4968449670275	6387.344759922025	2719.500186595931	992.7207386498246	2697.077848729811	1240.459262836821	1703.3095406404698	2848.7381276876795	3101.458913651017	1817.7384729906091	1368.3383790251703	0.7186466521033451
ENSDARG00000045089	0.06918368097064169	0.6677112183935777	0.5288905152790209	13	20379392	20381485	-1	protein_coding	si:ch211-270n8.1	si:ch211-270n8.1 [Source:ZFIN;Acc:ZDB-GENE-081107-34]	848	1078	2488	1605	1125	2176	896	1215	889	1200	949	1347	935.7155761551664	845.4713820334704	2406.3770082807387	2139.6067644541517	1001.6240636601369	2039.9170659840352	941.1104991547769	1419.4246172003914	1287.5079794175633	974.0253065640462	897.0534637899574	974.6968781316258	0.6967525645258467
ENSDARG00000115988	0.399090396442063	0.9342370559320533	0.5111440757055221	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	50	64	337	76	30	146	31	50	101	161	86	55	55.17190897141312	50.19496145653257	325.94415264895855	101.31471283396606	26.709975030936985	136.86943549341413	32.5607427162925	58.41253568725891	146.27480981009438	130.68172863067622	81.29251621278856	39.79831350945762	0.6513403757831935
