Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	% variance explained
ENSDARG00000055120	0.7745731369984329	0.9828062705071566	0.14730437958633347	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1300	490	1381	366	461	471	1342	307	247	496	435	1544	1434.469633256741	384.30517365157743	1335.6939905288184	487.91032759515235	410.44328297539835	441.5445487493017	1409.5650556536948	358.6529691197697	357.72156458508226	402.5971267131391	411.18889014608163	1117.2472010655013	1.499486871123548
ENSDARG00000058225	0.24921859132211413	0.8892405379758439	-1.8426019571619248	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	316	4	1	2	8	1	2	307	2	640	442	3	348.6864646993309	3.1371850910332855	0.9671933313025477	2.6661766535254228	7.122660008249863	0.9374618869411926	2.100693078470484	358.6529691197697	2.8965308873286015	519.4801635008247	417.80572286107605	2.1708171005158703	1.2770530678029195
ENSDARG00000097973	0.9129249220193023	0.9931937438044443	0.13323656008833001	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	179	252	0	411	448	374	0	208	288	311	194	618	197.51543411765897	197.64266073509697	0	547.8993022994744	398.86896046199234	350.610745716006	0	242.99614845899706	417.1004477753186	252.43489195118198	183.38079238698813	447.1883227062693	1.0763575266456837
ENSDARG00000088885	0.542280902850736	0.9628138917433751	0.43361921379575996	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	333	398	29	774	698	582	33	247	434	465	319	720	367.4449137496114	312.1499165578119	28.048606607773884	1031.8103649143386	621.4520857198005	545.6028181997741	34.66143579476299	288.557926295059	628.5472025503066	377.43480629356793	301.5385194404599	520.9961041238089	1.0251516057572072
ENSDARG00000043093	0.007509283797827006	0.2577713848208491	1.4056380226001604	8	19356072	19359834	1	protein_coding	mpeg1.2	macrophage expressed 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050522-305]	899	1265	703	600	944	978	555	65	483	104	165	516	991.9909233060079	992.1347850392765	679.936911905691	799.8529960576268	840.4738809734838	916.8377254284864	582.9423292755594	75.93629639343658	699.5122092898573	84.415526568884	155.9681997105827	373.3805412887297	0.9507965897796862
ENSDARG00000091847	0.9398622269933321	0.9959409562638903	0.08939775998833284	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	171	155	0	283	130	285	0	147	235	135	151	334	188.68792868223287	121.56592227753981	0	377.2639964738473	115.74322513406027	267.1766377782399	0	171.7328549205412	340.3423792611107	109.5778469884552	142.73453428059386	241.68430385743355	0.9311612740440636
ENSDARG00000036767	0.15222510802504266	0.8287974541074165	0.7727215716022797	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]	485	850	518	383	650	764	586	51	380	90	229	745	535.1675170227072	666.6518318445732	501.0061456147197	510.5728291501184	578.7161256703014	716.2208816230711	615.5030719918518	59.58078640100408	550.3408685924343	73.05189799230347	216.46495596196021	539.0862466281078	0.9017929094432102
ENSDARG00000117485	0.01990509241507731	0.4162026378865505	1.032667101329873	1	40693323	40705186	1	lincRNA	FO681323.1	NA	160	316	121	441	224	232	92	195	72	72	200	110	176.55010870852198	247.83762219162955	117.03039308760827	587.8919521023557	199.43448023099617	217.4911577703567	96.63188160964226	227.80888918030973	104.27511194382966	58.44151839384278	189.05236328555478	79.59662701891524	0.8799829921409374
ENSDARG00000092788	0.7283236002749983	0.9800184447140099	0.32733642239950406	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	361	502	170	228	38	133	290	272	98	26	365	1	398.3411827736027	393.7167289246773	164.4228663214331	303.9441385018982	33.83263503918685	124.68243096317862	304.60049637822016	317.7641941386885	141.93001347910146	21.103881642221	345.02056299613747	0.7236057001719568	0.8749546504330973
ENSDARG00000068621	0.7677621381777059	0.9820709182336177	0.34896089923493573	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	196	285	0	307	191	335	0	134	199	161	154	450	216.2738831679394	223.52443773612157	0	409.2581163161524	170.05350769696548	314.04973212529956	0	156.54559564185388	288.2048232891959	130.68172863067622	145.57031972987718	325.62256507738056	0.874141111574704
