Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000020574	7.77156117238e-16	2.98194802184e-11	3	26081343	26157066	1	protein_coding	atp2a1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:ZFIN;Acc:ZDB-GENE-020905-1]
ENSDARG00000037870	2.22044604925e-15	4.25992574549e-11	3	40526107	40529804	-1	protein_coding	actb2	actin, beta 2 [Source:NCBI gene;Acc:57935]
ENSDARG00000043701	2.42250663973e-13	3.09838599221e-09	8	7033049	7052493	1	protein_coding	gpd1a	glycerol-3-phosphate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-050417-209]
ENSDARG00000010160	1.6582735185e-11	1.56519895711e-07	3	26345732	26351656	1	protein_coding	rps15a	ribosomal protein S15a [Source:NCBI gene;Acc:336764]
ENSDARG00000003695	2.039612923e-11	1.56519895711e-07	8	2412583	2434287	-1	protein_coding	vdac3	voltage-dependent anion channel 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2380]
ENSDARG00000077291	3.15215298308e-10	2.01580183268e-06	3	18398876	18403179	1	protein_coding	rps2	ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]
ENSDARG00000033832	3.93622456851e-09	2.15761338134e-05	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000016337	1.07779687397e-08	5.16938325678e-05	18	19463425	19484919	-1	protein_coding	lctlb	lactase-like b [Source:ZFIN;Acc:ZDB-GENE-060503-93]
ENSDARG00000060081	1.79362131814e-08	7.646805553e-05	8	2878756	2906214	1	protein_coding	crb2b	crumbs cell polarity complex component 2b [Source:ZFIN;Acc:ZDB-GENE-060610-1]
ENSDARG00000033832	2.13600734877e-08	8.19586019723e-05	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000053457	2.37758738253e-08	8.29345707888e-05	3	33423986	33427803	-1	protein_coding	rpl23	ribosomal protein L23 [Source:NCBI gene;Acc:336812]
ENSDARG00000016337	2.6837902678e-08	8.58141938129e-05	18	19463425	19484919	-1	protein_coding	lctlb	lactase-like b [Source:ZFIN;Acc:ZDB-GENE-060503-93]
ENSDARG00000092730	3.51223323758e-08	0.000103664914866	1	43901966	43905263	-1	protein_coding	enam	enamelin [Source:ZFIN;Acc:ZDB-GENE-071005-4]
ENSDARG00000076055	4.82653464973e-08	0.00013228152465	24	7748751	7777389	-1	protein_coding	rpgrip1	RPGR interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-091204-394]
ENSDARG00000010977	6.25133432797e-08	0.000155422691397	21	26062452	26071773	-1	protein_coding	rab34b	RAB34, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-091118-61]
ENSDARG00000092730	6.48100876299e-08	0.000155422691397	1	43901966	43905263	-1	protein_coding	enam	enamelin [Source:ZFIN;Acc:ZDB-GENE-071005-4]
ENSDARG00000078835	7.78871671603e-08	0.000175795917879	12	47439	49920	1	protein_coding	mrpl58	mitochondrial ribosomal protein L58 [Source:ZFIN;Acc:ZDB-GENE-121214-202]
ENSDARG00000069009	1.39705268465e-07	0.000297805063945	8	22283564	22288261	-1	protein_coding	si:ch211-147a11.3	si:ch211-147a11.3 [Source:NCBI gene;Acc:795658]
ENSDARG00000078835	1.76894216164e-07	0.000357233214432	12	47439	49920	1	protein_coding	mrpl58	mitochondrial ribosomal protein L58 [Source:ZFIN;Acc:ZDB-GENE-121214-202]
ENSDARG00000061180	2.37359063848e-07	0.000455373363992	19	42397287	42416696	-1	protein_coding	vps45	vacuolar protein sorting 45 homolog [Source:ZFIN;Acc:ZDB-GENE-060503-526]
ENSDARG00000010977	4.56702043072e-07	0.000834459875842	21	26062452	26071773	-1	protein_coding	rab34b	RAB34, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-091118-61]
ENSDARG00000117601	4.78586455466e-07	0.000834698286192	25	23230158	23244411	1	lincRNA	CR354549.7	
ENSDARG00000090618	6.27615356796e-07	0.00104702614088	7	41632928	41693004	-1	protein_coding	malrd1	MAM and LDL receptor class A domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-140106-257]
ENSDARG00000060808	7.6573574137e-07	0.00122222538365	15	35372907	35410860	-1	protein_coding	mecom	MDS1 and EVI1 complex locus [Source:ZFIN;Acc:ZDB-GENE-050208-123]
ENSDARG00000043313	7.96341792841e-07	0.00122222538365	7	57886148	58130703	-1	protein_coding	ank2b	ankyrin 2b, neuronal [Source:ZFIN;Acc:ZDB-GENE-041010-165]
ENSDARG00000077291	9.29792197679e-07	0.00137215871634	3	18398876	18403179	1	protein_coding	rps2	ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]
ENSDARG00000021590	1.1247816929e-06	0.00159843976135	4	22755465	23083187	-1	protein_coding	magi2a	membrane associated guanylate kinase, WW and PDZ domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-050810-4]
ENSDARG00000056950	1.31618136767e-06	0.00180363853848	4	16317296	16334362	-1	protein_coding	epyc	epiphycan [Source:ZFIN;Acc:ZDB-GENE-041008-9]
ENSDARG00000028663	1.6442080002e-06	0.00217545727475	5	480119	496781	1	protein_coding	tek	TEK tyrosine kinase, endothelial [Source:NCBI gene;Acc:30747]
ENSDARG00000038288	1.72834328194e-06	0.0022105510576	25	3809733	3830272	-1	protein_coding	cd151	CD151 molecule [Source:ZFIN;Acc:ZDB-GENE-041010-137]
ENSDARG00000076729	1.95620040244e-06	0.00242127127231	7	56889879	57086457	1	protein_coding	myo9aa	myosin IXAa [Source:NCBI gene;Acc:100006612]
ENSDARG00000094732	2.15801245562e-06	0.00258759181007	4	9724192	9764769	-1	protein_coding	mical3b	Danio rerio microtubule associated monooxygenase, calponin and LIM domain containing 3b (mical3b), mRNA. [Source:RefSeq mRNA;Acc:NM_001353875]
