Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000033832	0	0.0	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000006257	1.34022792864e-10	4.87172852061e-07	10	15255012	15305767	1	protein_coding	vldlr	very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000057353	3.54872820019e-09	7.47596175577e-06	7	17992455	18074041	1	protein_coding	ehbp1l1a	EH domain binding protein 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-080917-27]
ENSDARG00000006257	4.11332146122e-09	7.47596175577e-06	10	15255012	15305767	1	protein_coding	vldlr	very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000053272	5.80505243875e-09	8.44054624594e-06	6	47869397	47953829	-1	protein_coding	RAP1GAP	si:dkey-166d12.2 [Source:ZFIN;Acc:ZDB-GENE-131119-39]
ENSDARG00000006257	2.35262674897e-08	2.55414012405e-05	10	15255012	15305767	1	protein_coding	vldlr	very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000068457	2.45928210019e-08	2.55414012405e-05	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	2.93252759853e-08	2.66493445516e-05	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	4.02771516139e-08	3.25349880259e-05	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	4.7732108488e-08	3.47012428708e-05	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000052063	1.58167350217e-07	0.000104534239643	7	51103232	51194430	1	protein_coding	col4a5	collagen, type IV, alpha 5 (Alport syndrome) [Source:ZFIN;Acc:ZDB-GENE-030131-2281]
ENSDARG00000078645	1.80549968198e-07	0.000104945162203	21	13353263	13376867	1	protein_coding	si:ch73-62l21.1	si:ch73-62l21.1 [Source:ZFIN;Acc:ZDB-GENE-120215-179]
ENSDARG00000068457	1.87659849882e-07	0.000104945162203	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	2.20297998954e-07	0.000114397603743	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	2.41866521145e-07	0.000117224640582	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000078645	5.8523340718e-07	0.000265915429387	21	13353263	13376867	1	protein_coding	si:ch73-62l21.1	si:ch73-62l21.1 [Source:ZFIN;Acc:ZDB-GENE-120215-179]
ENSDARG00000016337	6.95296711761e-07	0.000290871816806	18	19463425	19484919	-1	protein_coding	lctlb	lactase-like b [Source:ZFIN;Acc:ZDB-GENE-060503-93]
ENSDARG00000068457	7.20177813274e-07	0.000290871816806	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	8.3721582822e-07	0.000320345214272	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000061603	8.95854226024e-07	0.00032564301116	14	29807097	29906209	-1	protein_coding	sorbs2b	sorbin and SH3 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-070308-3]
ENSDARG00000069356	9.51640968694e-07	0.000329449040115	11	7432533	7737642	1	protein_coding	adgrl2a	adhesion G protein-coupled receptor L2a [Source:ZFIN;Acc:ZDB-GENE-000607-49]
ENSDARG00000061603	1.37499998931e-06	0.000454374996467	14	29807097	29906209	-1	protein_coding	sorbs2b	sorbin and SH3 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-070308-3]
ENSDARG00000109276	2.26572262685e-06	0.000716165369443	12	45339637	45349849	-1	protein_coding	CABZ01068367.1	uncharacterized LOC100332446 [Source:NCBI gene;Acc:100332446]
ENSDARG00000078645	2.88552451022e-06	0.000874073466221	21	13353263	13376867	1	protein_coding	si:ch73-62l21.1	si:ch73-62l21.1 [Source:ZFIN;Acc:ZDB-GENE-120215-179]
ENSDARG00000051756	3.82058040838e-06	0.00107510613394	25	37428187	37435076	-1	protein_coding	pdhx	pyruvate dehydrogenase complex, component X [Source:ZFIN;Acc:ZDB-GENE-040426-1539]
ENSDARG00000063229	3.84494628369e-06	0.00107510613394	17	23964132	23988404	1	protein_coding	xpo1b	exportin 1 (CRM1 homolog, yeast) b [Source:ZFIN;Acc:ZDB-GENE-070530-6]
ENSDARG00000052978	4.55143942046e-06	0.00122551720692	2	47708853	47829287	1	protein_coding	mbnl1	muscleblind-like splicing regulator 1 [Source:ZFIN;Acc:ZDB-GENE-060929-704]
ENSDARG00000013539	6.40028015819e-06	0.00166178702679	13	15957508	15994472	-1	protein_coding	ikzf1	IKAROS family zinc finger 1 (Ikaros) [Source:ZFIN;Acc:ZDB-GENE-980526-304]
ENSDARG00000074843	1.21154254773e-05	0.00303721183517	24	25092316	25166720	-1	protein_coding	phldb2b	pleckstrin homology-like domain, family B, member 2b [Source:ZFIN;Acc:ZDB-GENE-030131-3235]
ENSDARG00000021633	1.27003211796e-05	0.00307771116586	15	5923851	5958803	1	protein_coding	sh3bgr	SH3 domain binding glutamate-rich protein [Source:ZFIN;Acc:ZDB-GENE-040801-27]
ENSDARG00000117259	1.91169866982e-05	0.00448324171922	19	28803429	28824314	1	lincRNA	BX957317.3	
ENSDARG00000086075	3.13065109405e-05	0.00711244795429	10	81897	108952	-1	protein_coding	ttc3	tetratricopeptide repeat domain 3 [Source:ZFIN;Acc:ZDB-GENE-090313-3]
ENSDARG00000031888	3.38684050515e-05	0.00746131226438	13	31147518	31167461	-1	protein_coding	mapk8a	mitogen-activated protein kinase 8a [Source:ZFIN;Acc:ZDB-GENE-080218-17]
ENSDARG00000020850	4.08815629244e-05	0.00874144007236	19	43119014	43137740	1	protein_coding	eef1a1l1	eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]
ENSDARG00000030514	4.40003064444e-05	0.00913949222431	1	17537451	17587552	-1	protein_coding	acsl1a	acyl-CoA synthetase long chain family member 1a [Source:ZFIN;Acc:ZDB-GENE-050809-115]
ENSDARG00000102216	4.83679721152e-05	0.00962991265241	2	4900213	5074812	-1	protein_coding	dlg1l	discs, large (Drosophila) homolog 1, like [Source:NCBI gene;Acc:497648]
ENSDARG00000020850	4.9010559579e-05	0.00962991265241	19	43119014	43137740	1	protein_coding	eef1a1l1	eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]
ENSDARG00000034700	5.96202044251e-05	0.0113831164116	4	5568688	5597802	-1	protein_coding	vegfab	vascular endothelial growth factor Ab [Source:ZFIN;Acc:ZDB-GENE-030131-4605]
ENSDARG00000068457	6.10648610802e-05	0.0113831164116	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000095427	6.48698491434e-05	0.0117777915205	19	27463934	27469262	-1	processed_transcript	FP101887.1	
ENSDARG00000068457	6.79590021365e-05	0.0117777915205	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000020850	6.80422618791e-05	0.0117777915205	19	43119014	43137740	1	protein_coding	eef1a1l1	eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]
ENSDARG00000069356	9.0354189194e-05	0.0151349848309	11	7432533	7737642	1	protein_coding	adgrl2a	adhesion G protein-coupled receptor L2a [Source:ZFIN;Acc:ZDB-GENE-000607-49]
ENSDARG00000039302	9.16867502109e-05	0.0151349848309	4	77973876	77996958	1	protein_coding	terfa	telomeric repeat binding factor a [Source:ZFIN;Acc:ZDB-GENE-020419-38]
ENSDARG00000053535	9.36828497098e-05	0.0151349848309	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]
ENSDARG00000053535	0.000102238793273	0.0161581745021	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]
ENSDARG00000062304	0.000131350817865	0.0203174562953	3	45283391	45308394	-1	protein_coding	pdpk1a	3-phosphoinositide dependent protein kinase 1a [Source:ZFIN;Acc:ZDB-GENE-061013-109]
ENSDARG00000068457	0.000137312124276	0.0207970654893	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000033683	0.000144541140161	0.0213086089649	7	29951997	29962080	1	protein_coding	tpma	alpha-tropomyosin [Source:NCBI gene;Acc:30324]
ENSDARG00000095170	0.000148779102674	0.0213086089649	6	15526769	15604417	-1	protein_coding	lrrfip1b	leucine rich repeat (in FLII) interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-050208-324]
ENSDARG00000069356	0.00014948267637	0.0213086089649	11	7432533	7737642	1	protein_coding	adgrl2a	adhesion G protein-coupled receptor L2a [Source:ZFIN;Acc:ZDB-GENE-000607-49]
ENSDARG00000015947	0.000156143924497	0.0218301217518	6	52790049	52846194	1	protein_coding	matn4	matrilin 4 [Source:ZFIN;Acc:ZDB-GENE-050208-64]
ENSDARG00000034700	0.000163121836355	0.0223753915151	4	5568688	5597802	-1	protein_coding	vegfab	vascular endothelial growth factor Ab [Source:ZFIN;Acc:ZDB-GENE-030131-4605]
ENSDARG00000077492	0.000196857846238	0.026417045869	24	21371279	21512425	-1	protein_coding	atp8a2	ATPase phospholipid transporting 8A2 [Source:ZFIN;Acc:ZDB-GENE-100209-2]
ENSDARG00000101777	0.00019985385458	0.026417045869	5	7722017	7844265	-1	protein_coding	pdlim5a	PDZ and LIM domain 5a [Source:NCBI gene;Acc:436927]
ENSDARG00000068457	0.000204717222492	0.0265766822771	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000078058	0.000212192571475	0.0270638595548	9	584940	695000	-1	protein_coding	dip2a	disco-interacting protein 2 homolog A [Source:ZFIN;Acc:ZDB-GENE-091204-2]
ENSDARG00000014430	0.000220627464436	0.0276545114905	10	32854901	32880298	-1	protein_coding	rabgef1	RAB guanine nucleotide exchange factor (GEF) 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1486]
ENSDARG00000056781	0.000238728605085	0.0289611474066	7	26326462	26365420	1	protein_coding	zanl	zonadhesin, like [Source:ZFIN;Acc:ZDB-GENE-060131-2]
ENSDARG00000069356	0.000239019098266	0.0289611474066	11	7432533	7737642	1	protein_coding	adgrl2a	adhesion G protein-coupled receptor L2a [Source:ZFIN;Acc:ZDB-GENE-000607-49]
