Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000005916	0	0.0	8	8291492	8339372	1	protein_coding	srpk3	SRSF protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-101025-2]
ENSDARG00000059549	1.62576174745e-10	1.94961348754e-06	5	62009765	62043299	1	protein_coding	akap10	A kinase (PRKA) anchor protein 10 [Source:ZFIN;Acc:ZDB-GENE-030131-2535]
ENSDARG00000010400	4.20863510708e-09	3.36466348027e-05	13	42621205	42674001	-1	protein_coding	lrrfip2	leucine rich repeat (in FLII) interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7781]
ENSDARG00000002295	1.59557888013e-08	9.56709096526e-05	8	14855471	14883692	1	protein_coding	si:dkey-21p1.3	si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]
ENSDARG00000098786	2.72945560598e-08	0.000130926526508	5	54280135	54294086	1	protein_coding	rangrf	RAN guanine nucleotide release factor [Source:NCBI gene;Acc:559102]
ENSDARG00000093199	1.34897358617e-07	0.000539229708178	15	20991821	21014270	-1	protein_coding	si:ch211-212c13.10	si:ch211-212c13.10 [Source:ZFIN;Acc:ZDB-GENE-131118-12]
ENSDARG00000002483	3.96523466284e-07	0.00106619868555	23	4414164	4433220	1	protein_coding	wnt7ab	wingless-type MMTV integration site family, member 7Ab [Source:ZFIN;Acc:ZDB-GENE-100922-44]
ENSDARG00000086786	4.2992355509e-07	0.00106619868555	5	66220601	66236676	1	protein_coding	mfsd10	major facilitator superfamily domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-050417-154]
ENSDARG00000003217	4.90306261036e-07	0.00106619868555	13	24231327	24263682	-1	protein_coding	urb2	URB2 ribosome biogenesis homolog [Source:ZFIN;Acc:ZDB-GENE-030131-2621]
ENSDARG00000096614	4.97911677888e-07	0.00106619868555	15	23534126	23542144	1	protein_coding	si:dkey-182i3.10	si:dkey-182i3.10 [Source:ZFIN;Acc:ZDB-GENE-121214-231]
