Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000033832	0	0.0	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000033832	0	0.0	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000068457	1.42497125211e-12	2.0321259675e-08	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000063292	1.83819626187e-12	2.0321259675e-08	8	7311478	7352278	1	protein_coding	ssuh2rs1	ssu-2 homolog, related sequence 1 [Source:NCBI gene;Acc:767720]
ENSDARG00000057035	5.2028381603e-12	4.60139006897e-08	10	24641229	24648231	-1	protein_coding	stoml3b	stomatin (EPB72)-like 3b [Source:ZFIN;Acc:ZDB-GENE-050417-366]
ENSDARG00000068457	1.04005692947e-11	7.66521957019e-08	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	1.69291247687e-11	1.0694369961e-07	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000069334	2.84677836859e-11	1.57355674324e-07	7	20109968	20142734	1	protein_coding	zgc:114045	zgc:114045 [Source:ZFIN;Acc:ZDB-GENE-050913-119]
ENSDARG00000003081	4.35559144307e-10	2.09654425021e-06	6	55032439	55082533	1	protein_coding	mybphb	myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794]
ENSDARG00000003081	4.74116745863e-10	2.09654425021e-06	6	55032439	55082533	1	protein_coding	mybphb	myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794]
ENSDARG00000031658	5.90490212282e-10	2.37377065337e-06	2	29795833	29896572	1	protein_coding	si:ch211-207d6.2	si:ch211-207d6.2 [Source:ZFIN;Acc:ZDB-GENE-070912-185]
ENSDARG00000034677	1.15369136466e-09	4.25135267877e-06	9	17306162	17334658	1	protein_coding	scel	sciellin [Source:ZFIN;Acc:ZDB-GENE-030616-15]
ENSDARG00000069334	2.17135043279e-09	7.38593201061e-06	7	20109968	20142734	1	protein_coding	zgc:114045	zgc:114045 [Source:ZFIN;Acc:ZDB-GENE-050913-119]
ENSDARG00000033832	2.392838927e-09	7.557952668e-06	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000029874	5.21314180713e-09	1.53683420474e-05	17	12408188	12423175	1	protein_coding	khk	ketohexokinase [Source:ZFIN;Acc:ZDB-GENE-040718-381]
ENSDARG00000074758	2.65545613276e-08	7.33901688692e-05	8	22521729	22542545	-1	protein_coding	csde1	cold shock domain containing E1, RNA-binding [Source:ZFIN;Acc:ZDB-GENE-030131-8623]
ENSDARG00000013310	3.12059175167e-08	8.11720983876e-05	24	25913162	25989500	1	protein_coding	map3k15	mitogen-activated protein kinase kinase kinase 15 [Source:ZFIN;Acc:ZDB-GENE-091204-246]
ENSDARG00000092870	3.32718893548e-08	8.1737941515e-05	9	30245637	30248034	-1	lincRNA	BX936337.1	
ENSDARG00000078087	3.66615493519e-08	8.39682494502e-05	13	40462366	40499296	-1	protein_coding	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:NCBI gene;Acc:562504]
ENSDARG00000026875	3.98348006803e-08	8.39682494502e-05	3	21044154	21062778	-1	protein_coding	tlcd3ba	TLC domain containing 3Ba [Source:ZFIN;Acc:ZDB-GENE-030131-2046]
ENSDARG00000034043	4.05368794087e-08	8.39682494502e-05	7	35706765	35710263	-1	protein_coding	irx5a	iroquois homeobox 5a [Source:ZFIN;Acc:ZDB-GENE-010716-2]
ENSDARG00000056722	4.17752484827e-08	8.39682494502e-05	7	25878553	25895472	-1	protein_coding	cd99l2	CD99 molecule-like 2 [Source:NCBI gene;Acc:323266]
ENSDARG00000087788	4.60189304441e-08	8.84763958364e-05	4	39158005	39186901	-1	protein_coding	si:ch211-22k7.9	si:ch211-22k7.9 [Source:ZFIN;Acc:ZDB-GENE-070424-160]
ENSDARG00000034693	4.91666494185e-08	9.05895515536e-05	20	9093366	9123296	-1	protein_coding	mysm1	Myb-like, SWIRM and MPN domains 1 [Source:NCBI gene;Acc:561225]
ENSDARG00000068993	5.23672860631e-08	9.26272555884e-05	8	22355909	22369796	1	protein_coding	zgc:153631	zgc:153631 [Source:ZFIN;Acc:ZDB-GENE-060825-208]
ENSDARG00000056722	5.96260727459e-08	0.000101410189878	7	25878553	25895472	-1	protein_coding	cd99l2	CD99 molecule-like 2 [Source:NCBI gene;Acc:323266]
ENSDARG00000063332	6.43224995489e-08	0.000105345960372	18	7663802	8030073	-1	protein_coding	shank3a	SH3 and multiple ankyrin repeat domains 3a [Source:ZFIN;Acc:ZDB-GENE-060503-369]
ENSDARG00000056985	7.20218527039e-08	0.000113743083092	10	24690534	24707956	1	protein_coding	tpte	transmembrane phosphatase with tensin homology [Source:ZFIN;Acc:ZDB-GENE-030131-5503]
ENSDARG00000029234	8.22108380261e-08	0.000125357353707	17	7229384	7351488	-1	protein_coding	stxbp5b	syntaxin binding protein 5b (tomosyn) [Source:ZFIN;Acc:ZDB-GENE-090821-5]
ENSDARG00000056985	9.52829899425e-08	0.000140447127175	10	24690534	24707956	1	protein_coding	tpte	transmembrane phosphatase with tensin homology [Source:ZFIN;Acc:ZDB-GENE-030131-5503]
ENSDARG00000068457	1.06692695345e-07	0.00015219196736	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000068457	1.1539311473e-07	0.000159458860418	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000030215	1.29316267916e-07	0.000173283799007	19	43314700	43338280	1	protein_coding	matn1	matrilin 1 [Source:ZFIN;Acc:ZDB-GENE-050307-3]
ENSDARG00000068457	1.63321311031e-07	0.0002124137757	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000035918	1.78702033837e-07	0.000225777255322	19	31007901	31042709	-1	protein_coding	bzw2	basic leucine zipper and W2 domains 2 [Source:NCBI gene;Acc:393892]
ENSDARG00000104936	2.39145398817e-07	0.00029375026488	23	35402697	35469859	1	protein_coding	si:ch211-225h24.2	si:ch211-225h24.2 [Source:ZFIN;Acc:ZDB-GENE-030131-1581]
ENSDARG00000028131	2.95479188561e-07	0.00035313755995	2	14998612	15033163	-1	protein_coding	hccsa.1	holocytochrome c synthase a [Source:ZFIN;Acc:ZDB-GENE-040718-202]
ENSDARG00000068457	3.59514502724e-07	0.000418361350275	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000092870	3.69809972534e-07	0.000419307615012	9	30245637	30248034	-1	lincRNA	BX936337.1	
ENSDARG00000061099	3.9416213915e-07	0.00043574624483	11	23704410	23884805	1	protein_coding	nfasca	neurofascin homolog (chicken) a [Source:ZFIN;Acc:ZDB-GENE-080229-6]
ENSDARG00000076404	4.56489621548e-07	0.000492340757679	5	50442112	50748081	-1	protein_coding	mctp1a	multiple C2 domains, transmembrane 1a [Source:ZFIN;Acc:ZDB-GENE-110125-3]
ENSDARG00000079895	5.46794903133e-07	0.000571105331065	10	26871486	26925511	1	protein_coding	ehbp1l1b	EH domain binding protein 1-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-238]
ENSDARG00000038024	5.55348919851e-07	0.000571105331065	3	28831450	28853935	1	protein_coding	flr	fleer [Source:NCBI gene;Acc:797829]
ENSDARG00000002710	5.88724634598e-07	0.000591668257771	22	36673312	36690751	-1	protein_coding	ncl	nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]
ENSDARG00000023903	6.06739584019e-07	0.000596222764563	9	2343096	2382588	1	protein_coding	atf2	activating transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-030911-8]
ENSDARG00000059460	6.92346888154e-07	0.000665556073786	7	66884291	67171468	1	protein_coding	sbf2	SET binding factor 2 [Source:ZFIN;Acc:ZDB-GENE-030911-10]
ENSDARG00000063040	7.20389920938e-07	0.000677779623487	18	14956165	15104858	-1	protein_coding	btbd11b	BTB (POZ) domain containing 11b [Source:NCBI gene;Acc:100034519]
ENSDARG00000038005	1.02198782082e-06	0.00094150627993	3	30454353	30488100	-1	protein_coding	med25	mediator complex subunit 25 [Source:NCBI gene;Acc:406793]
ENSDARG00000023903	1.130097394e-06	0.000998707187268	9	2343096	2382588	1	protein_coding	atf2	activating transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-030911-8]
ENSDARG00000101766	1.13556832215e-06	0.000998707187268	2	5131964	5135125	-1	protein_coding	ptmab	prothymosin alpha b [Source:NCBI gene;Acc:559194]
ENSDARG00000011921	1.15183325533e-06	0.000998707187268	21	917593	929448	-1	protein_coding	txnl1	thioredoxin-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-701]
ENSDARG00000099499	1.34914143968e-06	0.00114728912428	3	20947560	20957083	-1	protein_coding	ndufa4l	NADH:ubiquinone oxidoreductase subunit A4, like [Source:ZFIN;Acc:ZDB-GENE-040426-2756]
ENSDARG00000056268	1.48799511601e-06	0.00122013245835	8	25091407	25106682	1	protein_coding	atxn7l2b	ataxin 7-like 2b [Source:ZFIN;Acc:ZDB-GENE-040718-403]
ENSDARG00000059483	1.48998536298e-06	0.00122013245835	7	65813301	65924821	1	protein_coding	tead1b	TEA domain family member 1b [Source:ZFIN;Acc:ZDB-GENE-091013-5]
ENSDARG00000059923	1.5214017578e-06	0.00122320701327	20	53628534	53641863	1	protein_coding	slc25a47a	solute carrier family 25 member 47a [Source:NCBI gene;Acc:724009]
ENSDARG00000036135	1.5708253972e-06	0.00123533473085	7	34296789	34315291	1	protein_coding	bbox1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:ZFIN;Acc:ZDB-GENE-050417-218]
ENSDARG00000059923	1.59298922731e-06	0.00123533473085	20	53628534	53641863	1	protein_coding	slc25a47a	solute carrier family 25 member 47a [Source:NCBI gene;Acc:724009]
ENSDARG00000002710	1.63172933298e-06	0.00123533473085	22	36673312	36690751	-1	protein_coding	ncl	nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]
ENSDARG00000031278	1.64823041882e-06	0.00123533473085	13	3327417	3351708	-1	protein_coding	si:ch73-193i2.2	si:ch73-193i2.2 [Source:ZFIN;Acc:ZDB-GENE-141215-32]
ENSDARG00000014746	1.68671309686e-06	0.00124310755239	3	27982269	28428198	-1	protein_coding	rbfox1	RNA binding fox-1 homolog 1 [Source:NCBI gene;Acc:449554]
ENSDARG00000021184	1.73130300951e-06	0.00125505277181	16	31900127	31919568	-1	protein_coding	rbfox1l	RNA binding fox-1 homolog 1, like [Source:NCBI gene;Acc:407613]
ENSDARG00000003307	1.76471550783e-06	0.00125864064123	6	49722970	49740750	1	protein_coding	stx16	syntaxin 16 [Source:ZFIN;Acc:ZDB-GENE-060810-113]
ENSDARG00000026875	1.85234618177e-06	0.00130017060568	3	21044154	21062778	-1	protein_coding	tlcd3ba	TLC domain containing 3Ba [Source:ZFIN;Acc:ZDB-GENE-030131-2046]
ENSDARG00000059965	1.97931159973e-06	0.00136758060844	2	45300512	45376408	1	protein_coding	camsap2b	calmodulin regulated spectrin-associated protein family, member 2b [Source:ZFIN;Acc:ZDB-GENE-070912-80]
ENSDARG00000062423	2.06161528049e-06	0.0014025327339	9	24208533	24212884	1	protein_coding	zgc:153901	zgc:153901 [Source:ZFIN;Acc:ZDB-GENE-060929-820]
ENSDARG00000115222	2.24398573756e-06	0.00150347044417	6	31684	43059	1	protein_coding	MARF1	meiosis regulator and mRNA stability factor 1 [Source:NCBI gene;Acc:100005105]
ENSDARG00000099499	2.33686757833e-06	0.0015423326017	3	20947560	20957083	-1	protein_coding	ndufa4l	NADH:ubiquinone oxidoreductase subunit A4, like [Source:ZFIN;Acc:ZDB-GENE-040426-2756]
ENSDARG00000035918	2.40271492224e-06	0.00155897279198	19	31007901	31042709	-1	protein_coding	bzw2	basic leucine zipper and W2 domains 2 [Source:NCBI gene;Acc:393892]
ENSDARG00000077791	2.43258983823e-06	0.00155897279198	7	49324103	49595067	-1	protein_coding	brsk2b	BR serine/threonine kinase 2b [Source:ZFIN;Acc:ZDB-GENE-100422-3]
ENSDARG00000038787	2.73340478973e-06	0.00167082681024	2	32561183	32574944	-1	protein_coding	tmub1	transmembrane and ubiquitin-like domain containing 1 [Source:NCBI gene;Acc:406589]
ENSDARG00000038787	2.74147795731e-06	0.00167082681024	2	32561183	32574944	-1	protein_coding	tmub1	transmembrane and ubiquitin-like domain containing 1 [Source:NCBI gene;Acc:406589]
ENSDARG00000000651	2.77307437191e-06	0.00167082681024	9	41040294	41045873	1	protein_coding	osgepl1	O-sialoglycoprotein endopeptidase-like 1 [Source:NCBI gene;Acc:368635]
