Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000005916	0	0.0	8	8291492	8339372	1	protein_coding	srpk3	SRSF protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-101025-2]
ENSDARG00000033832	1.29589672326e-11	1.56719270227e-07	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000058892	7.4043993159e-10	5.96967354179e-06	6	6445065	6487876	-1	protein_coding	cep170ab	centrosomal protein 170Ab [Source:ZFIN;Acc:ZDB-GENE-050309-106]
ENSDARG00000075295	2.50214801101e-08	0.000151298634856	23	5465806	5498539	1	protein_coding	tulp1a	TUB like protein 1a [Source:ZFIN;Acc:ZDB-GENE-110411-122]
ENSDARG00000091607	4.70880304748e-08	0.000227783638619	15	35004547	35031523	-1	protein_coding	arhgef28b	Rho guanine nucleotide exchange factor (GEF) 28b [Source:ZFIN;Acc:ZDB-GENE-131121-157]
ENSDARG00000026842	6.18584994339e-08	0.000249361920968	7	24069421	24097070	1	protein_coding	acin1b	apoptotic chromatin condensation inducer 1b [Source:ZFIN;Acc:ZDB-GENE-030826-12]
ENSDARG00000019874	9.08519484089e-08	0.000313919439452	15	31564137	31588162	-1	protein_coding	hsph1	heat shock 105/110 protein 1 [Source:ZFIN;Acc:ZDB-GENE-120410-4]
ENSDARG00000060569	1.51052712449e-07	0.0004566889945	17	37624704	37649828	1	protein_coding	tmem229b	transmembrane protein 229B [Source:NCBI gene;Acc:767735]
ENSDARG00000103505	2.06420520787e-07	0.000554743681808	9	16867458	16877567	-1	protein_coding	fbxl3a	F-box and leucine-rich repeat protein 3a [Source:ZFIN;Acc:ZDB-GENE-030912-5]
ENSDARG00000077339	3.82050610037e-07	0.00086134436904	10	28306749	28309317	1	protein_coding	ptrh2	peptidyl-tRNA hydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-163]
ENSDARG00000071213	4.33681056733e-07	0.00086134436904	6	8210115	8244474	-1	protein_coding	rgl3a	ral guanine nucleotide dissociation stimulator-like 3a [Source:ZFIN;Acc:ZDB-GENE-101130-1]
ENSDARG00000056722	4.80701608185e-07	0.00086134436904	7	25878553	25895472	-1	protein_coding	cd99l2	CD99 molecule-like 2 [Source:NCBI gene;Acc:323266]
ENSDARG00000063054	5.30852184211e-07	0.00086134436904	4	9555280	9586713	-1	protein_coding	shank3b	SH3 and multiple ankyrin repeat domains 3b [Source:ZFIN;Acc:ZDB-GENE-041210-74]
ENSDARG00000037917	5.56406489993e-07	0.00086134436904	3	34846201	34917041	1	protein_coding	itga3a	integrin, alpha 3a [Source:ZFIN;Acc:ZDB-GENE-090805-3]
ENSDARG00000001733	5.59826337065e-07	0.00086134436904	9	42546504	42650623	1	protein_coding	gulp1a	GULP PTB domain containing engulfment adaptor 1a [Source:NCBI gene;Acc:368404]
ENSDARG00000052341	5.69789965876e-07	0.00086134436904	20	23173710	23181762	1	protein_coding	sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein) [Source:ZFIN;Acc:ZDB-GENE-030131-6695]
ENSDARG00000086416	6.06409548132e-07	0.000862778102392	10	22912251	22916096	1	protein_coding	med11	mediator complex subunit 11 [Source:NCBI gene;Acc:100148504]
ENSDARG00000000837	6.73329370926e-07	0.000904767638588	17	33158294	33201840	1	protein_coding	snx9a	sorting nexin 9a [Source:ZFIN;Acc:ZDB-GENE-030616-66]
ENSDARG00000033832	1.1348780472e-06	0.00144469975409	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000062221	1.94400469888e-06	0.00224438281699	5	23888314	23909934	-1	protein_coding	arap1a	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1a [Source:ZFIN;Acc:ZDB-GENE-030131-6226]
ENSDARG00000098786	1.94865172021e-06	0.00224438281699	5	54280135	54294086	1	protein_coding	rangrf	RAN guanine nucleotide release factor [Source:NCBI gene;Acc:559102]
ENSDARG00000037867	2.42331370515e-06	0.00266421311757	3	40296785	40301467	-1	protein_coding	atp5mf	ATP synthase membrane subunit f [Source:ZFIN;Acc:ZDB-GENE-050309-87]
ENSDARG00000111246	2.56883120686e-06	0.0027014052348	8	24799688	24803111	-1	protein_coding	BX324132.3	
ENSDARG00000027234	2.73561411224e-06	0.00272077870144	9	21365043	21383489	-1	protein_coding	ift88	intraflagellar transport 88 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-574]
ENSDARG00000014329	2.83966610393e-06	0.00272077870144	10	22034477	22045119	1	protein_coding	npm1a	nucleophosmin 1a [Source:ZFIN;Acc:ZDB-GENE-021028-1]
ENSDARG00000043182	2.92472180252e-06	0.00272077870144	10	35417099	35437624	1	protein_coding	hhla2a.1	HERV-H LTR-associating 2a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050327-45]
ENSDARG00000019293	3.64761052474e-06	0.00326758354674	9	34950942	34968429	1	protein_coding	tfdp1a	transcription factor Dp-1, a [Source:ZFIN;Acc:ZDB-GENE-040426-2883]
ENSDARG00000089781	4.77309814129e-06	0.00412310445512	5	1239657	1274811	-1	protein_coding	ciz1a	cdkn1a interacting zinc finger protein 1a [Source:ZFIN;Acc:ZDB-GENE-100922-222]
