Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000052779	1.366162487978872e-4	0.057421051335650154	3.336739813058229	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1378	599	1160	1006	1339	98	152	39	214	35	213	1531.0309288696562	740.1620667436646	1780.655787262282	1004.0745909244738	1027.852739407453	122.14911932477287	155.27869601399615	27.58146072145073	237.5119119471597	25.50629139343494	171.165082460229	1.1158920367155574
ENSDARG00000031588	7.916689525797747e-6	0.006536075420280947	2.657633775194271	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	3940	1384	3392	2880	4907	659	609	244	800	503	957	4377.548519409612	1710.1574296715055	5206.883129649707	2874.4878944955112	3766.7463721227573	821.3905064798503	622.1363544244977	172.56093374446095	887.8949979333072	366.56184488279354	769.037483166381	1.0589661038754532
ENSDARG00000079227	1.491358113139484e-4	0.05944090603697492	3.5747283930932454	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	350	38	459	129	351	44	12	8	61	14	39	388.86852329780817	46.95518954300377	704.5870744425754	128.75310360761145	269.43712586408964	54.842461737653124	12.25884442215759	5.657735532605278	67.70199359241468	10.202516557373976	31.340085520886998	0.815445926381056
ENSDARG00000036767	2.040271625017206e-4	0.0736952486805043	3.218966112421701	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]	586	51	380	229	745	76	25	42	71	24	72	651.0770132929017	63.018807018241894	583.3182751376442	228.56171105537226	571.8822187143783	94.72788845594631	25.539259212828313	29.703111546177706	78.80068106658102	17.49002838406967	57.858619423175995	0.8036611574507105
ENSDARG00000103199	6.237777922650009e-7	9.012419514868766e-4	2.3102496437435067	16	23339062	23346095	-1	protein_coding	si:dkey-247k7.2	si:dkey-247k7.2 [Source:ZFIN;Acc:ZDB-GENE-031118-45]	1852	908	1580	1299	2140	338	485	215	361	427	631	2057.6700147072593	1121.9818975012479	2425.3759860986256	1296.513810746413	1642.7220779178115	421.28981971197175	495.4616287288693	152.05164243876683	400.66261781740485	311.1767549999063	507.06651188922297	0.7850845732756092
ENSDARG00000043093	5.554820277823257e-6	0.005350449181768344	3.594046771374782	8	19356072	19359834	1	protein_coding	mpeg1.2	macrophage expressed 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050522-305]	555	65	483	165	516	31	62	48	60	81	30	616.634372657953	80.31808737619065	741.4282286617951	164.68420228880535	396.0956038343882	38.63900713334652	63.33736284781422	33.94641319563166	66.59212484499804	59.028845796235146	24.10775809299	0.742829813250982
ENSDARG00000052578	0.17555784730333399	0.9998677203561913	1.1355249081530583	7	38635538	38638809	-1	protein_coding	c6ast4	six-cysteine containing astacin protease 4 [Source:ZFIN;Acc:ZDB-GENE-050626-100]	3755	2009	4212	2017	3713	1717	2041	1142	4217	1071	1095	4172.003728523628	2482.4467313656464	6465.622565473045	2013.1396122213357	2850.1995679013244	2140.1024273534185	2085.0251221353033	807.6417472794034	4680.316507855946	780.4925166391091	879.933170394135	0.7275108156427758
ENSDARG00000013856	0.28203777251168355	0.9998677203561913	0.954003299000918	2	15612755	15626972	1	protein_coding	amy2a	amylase alpha 2A [Source:ZFIN;Acc:ZDB-GENE-040426-2393]	2228	1295	2754	1366	2071	1114	1070	1034	3271	545	734	2475.4259140214763	1600.18343311026	4227.522446655453	1363.3855777364126	1589.7558053120504	1388.5114176305815	1093.0802943090519	731.2623175892321	3630.38067279981	397.16939455491547	589.8364813418219	0.6822597247436464
ENSDARG00000104919	4.6861400925930114e-5	0.027776795005249395	3.38889506958926	14	11430796	11438060	1	protein_coding	si:ch211-153b23.3	si:ch211-153b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-408]	617	42	495	268	384	35	55	70	39	98	53	685.5196539278504	51.897841073846266	759.8488057714048	267.48706795999897	294.7688214581494	43.62468547313317	56.18637026822229	49.50518591029618	43.284881149248726	71.41761590161784	42.590372630949	0.6784576476537612
ENSDARG00000093844	0.2668498803407579	0.9998677203561913	0.7633863950995458	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	6419	3713	4847	4039	7236	4235	3385	1601	5742	1782	2939	7131.848717281802	4588.016283504552	7440.378104189897	4031.2696548150593	5554.549979352002	5278.586942249113	3458.0156974169536	1132.2543234626312	6372.866347666312	1298.6346075171732	2361.756701176587	0.6777312708681241
ENSDARG00000062788	4.210180090489218e-5	0.026304522473470066	2.9652390041156296	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	970	109	780	437	659	110	104	175	70	180	112	1077.7213359967827	134.68725421545818	1197.337512124638	436.16361454671477	505.8662847419803	137.10615434413282	106.24331832536578	123.76296477574044	77.69081231916438	131.17521288052254	90.00229688049599	0.6756738251757427
ENSDARG00000104773	0.7364891367350954	0.9998677203561913	-1.1140474678601437	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	0	0	274	333	222	517	519	0	385	684	0	0	0	273.47558440686464	255.6198373582389	276.70514785815897	528.1518805212895	367.0455926777674	0	280.56920532778435	549.656884520172	0.672328661344993
ENSDARG00000045442	0.13895293217344917	0.9998677203561913	1.189433514803191	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	4255	1992	7452	2419	6325	3343	1919	3352	6907	1302	1877	4727.53019037764	2461.440462359566	11439.178385067695	2414.370214161334	4855.241655528111	4166.780672476691	1960.3935371767013	2370.591188161611	7665.863438406691	948.8340398357798	1508.342064684741	0.6532194235853039
ENSDARG00000041433	0.4394754771919292	0.9998677203561913	0.7026571306031326	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	830	437	291	657	1108	171	276	44	584	164	764	922.1739266776594	539.9846797445433	446.698994908038	655.7425509317885	850.5308702490352	213.1377490258792	281.9534217096246	31.117545429329027	648.1633484913143	119.51519395780943	613.944239434812	0.632575219213026
ENSDARG00000007276	0.2905872054088178	0.9998677203561913	0.76077403740274685	5	26111596	26118855	-1	protein_coding	ela3l	elastase 3 like [Source:ZFIN;Acc:ZDB-GENE-060710-2]	10740	5199	6987	6688	9883	5549	6299	3426	9062	2462	3543	11932.708400624171	6424.211327212542	10725.381022070314	6675.199666106243	7586.459016851276	6916.382276869027	6434.8717512642215	2422.9252418382102	10057.630589089536	1794.1854117324806	2847.126230782119	0.6286072110242281
ENSDARG00000097157	5.540206879060243e-7	8.538197494882377e-4	2.028541067100163	15	29593547	29598679	-1	protein_coding	si:ch211-207n23.2	si:ch211-207n23.2 [Source:ZFIN;Acc:ZDB-GENE-131121-310]	752	325	628	561	774	119	166	125	202	209	296	835.5117986284336	401.59043688095323	964.0102020695803	559.9262877819382	594.1434057515822	148.32393060865277	169.58068117318	88.40211769695746	224.19348697816008	152.30899717794006	237.863213184168	0.6273216675113645
ENSDARG00000069381	0.14405209256585308	0.9998677203561913	1.4388356767021904	9	33061564	33063083	-1	protein_coding	si:ch211-125e6.5	si:ch211-125e6.5 [Source:ZFIN;Acc:ZDB-GENE-070912-39]	199	133	376	109	244	37	51	29	325	38	161	221.09953181789666	164.3431634005132	577.1780827677742	108.79138211805929	187.30102196819908	46.11752464302649	52.10008879416976	20.50929130569413	360.70734291040606	27.69254494144365	129.378301765713	0.6169577128354929
ENSDARG00000103634	0.49339188940127826	0.9998677203561913	1.7985565251656388	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	0	635	203	0	0	178	0	257	0	0	655.4655354836159	0	487.44323340084594	253.02317574417236	0	0	197.55663704016087	0	206.523127663281	0.6141071586984882
ENSDARG00000100106	6.908283992000466e-4	0.1794368551045784	2.5158742278557193	12	43852970	43982343	-1	protein_coding	CR385054.1	NA	292	110	265	206	298	47	58	14	76	30	72	324.4274537227428	135.9229170981688	406.7877445038834	205.6057313423873	228.75288748575133	58.58172049249311	59.251081373761686	9.901037182059236	84.35002480366418	21.86253548008709	57.858619423175995	0.6021193011954991
ENSDARG00000006588	0.004591238965757407	0.6099751216747931	1.9988765564316253	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1528	659	3376	2748	1814	914	994	1131	1158	476	646	1697.6888674258596	814.3018397063022	5182.3223601702275	2742.740532664467	1392.4756305340702	1139.227500641249	1015.4409463020537	799.862360922071	1285.2280095084623	346.88556295071515	519.120390935718	0.5976182287902301
ENSDARG00000009443	0.15073453819061994	0.9998677203561913	1.083287244391133	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	4605	2945	5409	2826	4943	1267	2538	2684	6329	1628	2027	5116.398713675448	3639.027189582792	8303.075132156624	2820.5912464737207	3794.380949134459	1579.2136141274207	2592.74559528633	1898.1702711890705	7024.3593023998765	1186.4069253860594	1628.880855149691	0.5949558966614827
ENSDARG00000029822	0.27887335664465307	0.9998677203561913	0.9749124527498568	21	11385031	11393979	1	protein_coding	cel.2	carboxyl ester lipase, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-061110-10]	1659	848	2004	1263	1645	867	698	1359	2475	381	386	1843.2368004316108	1047.8421245386103	3076.236377304839	1260.582712065219	1262.7466440069159	1080.6457801487559	713.0561172221664	961.1078236013215	2746.9251498561694	277.65420059710607	310.186487463138	0.59315100752679
ENSDARG00000056744	0.2132490699039696	0.9998677203561913	0.7962805635408249	8	21376290	21381734	1	protein_coding	ela2	elastase 2 [Source:ZFIN;Acc:ZDB-GENE-041117-1]	8537	5692	9080	7719	10974	6386	4907	5545	11475	2634	3907	9485.058809695396	7033.39312838888	13938.236679604759	7704.226408892657	8423.940225733675	7959.635469469383	5012.845798293942	3921.517941037033	12735.743876605875	1919.5306151516465	3139.633695643731	0.5762809659327439
ENSDARG00000017490	0.2624826062885889	0.9998677203561913	0.9994539439403775	21	11401247	11411365	1	protein_coding	cel.1	carboxyl ester lipase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1201]	1279	807	2101	949	1304	629	704	1037	2497	518	367	1421.036689422562	997.1799463474747	3225.136042274185	947.1836846792501	1000.9857895349655	783.9979189314504	719.1855394332453	733.3839684139591	2771.3422622993353	377.4931126228371	294.91824067091096	0.5743939297322092
ENSDARG00000113076	2.403561496584218e-5	0.01634209738721687	2.2243172767179495	12	43848634	44024244	-1	protein_coding	si:ch211-182p11.1	si:ch211-182p11.1 [Source:ZFIN;Acc:ZDB-GENE-131127-323]	423	145	263	235	340	69	67	49	83	50	88	469.9753867284939	179.1711179930407	403.7176483189484	234.5502275022379	260.9932273327364	86.00295136131967	68.44521469037988	34.65363013720732	92.11910603558063	36.43755913347849	70.716090406104	0.5742472037597601
ENSDARG00000088641	1.9519717419428693e-4	0.07162496945792589	2.812336738811084	19	40196462	40199098	-1	protein_coding	grn2	granulin 2 [Source:ZFIN;Acc:ZDB-GENE-050522-264]	301	235	165	219	416	57	70	12	37	25	42	334.42693003611504	290.380777436997	253.28293525713494	218.5808503105962	319.33288991299514	71.04591634195972	71.50992579591927	8.486603298907916	41.06514365441546	18.218779566739244	33.750861330186	0.570968376226984
ENSDARG00000017314	0.1999269535117499	0.9998677203561913	0.9159678864591556	22	7439186	7447391	1	protein_coding	cela1.6	chymotrypsin like elastase family member 1, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-040808-55]	25882	16308	30530	19221	27153	13807	16796	15205	34556	11140	10066	28756.271771411062	20151.19029124488	46865.0182630323	19184.212437534105	20843.379711075857	17209.315209358563	17158.295909546574	10753.233596657905	38352.6244357292	8118.288174939006	8088.956432134578	0.564902235875794
ENSDARG00000103973	0.06531783399590567	0.9998677203561913	1.528453134333005	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	1	2	428	2	435	215	0	1	136	1	333	1.1110529237080233	2.4713257654212506	657.0005835760834	1.9961721489552162	333.9178055580598	267.98021076353234	0	0.7072169415756597	150.94214964866222	0.7287511826695697	267.596114832189	0.553947987805729
ENSDARG00000030915	0.506456860176907	0.9998677203561913	0.6358318046400092	25	18448186	18454016	-1	protein_coding	cpa1	carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]	345	251	383	131	329	160	190	107	637	93	134	383.3132586792681	310.151383560367	587.9234194150466	130.74927575656667	252.54932880138318	199.42713359146592	194.09837001749517	75.67221274859558	706.9863921043958	67.77385998826998	107.68131948202199	0.5474264301813531
ENSDARG00000079274	0.17287729989279424	0.9998677203561913	0.9348341890782114	16	26012569	26013851	1	protein_coding	prss59.1	serine protease 59, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1173]	16939	10567	20870	12936	19574	10487	9225	13020	22789	6506	7630	18820.12547469021	13057.249681603178	32036.453689796403	12911.241459442339	15025.533622973478	13071.202187335644	9423.986649533648	9207.964579315088	25292.798884877673	4741.25519444822	6131.40647498379	0.5413085173961352
ENSDARG00000039393	0.04180113044205986	0.9998677203561913	1.3458795605033527	4	8042805	8043964	-1	protein_coding	si:ch211-240l19.5	si:ch211-240l19.5 [Source:ZFIN;Acc:ZDB-GENE-041210-327]	632	306	806	341	764	316	325	317	627	212	238	702.1854477834707	378.1128421094514	1237.2487625287924	340.3473513968644	586.467134359443	393.8685888431452	332.01036976676806	224.18777047948413	695.8877046302296	154.49525072594878	191.25488087105398	0.5391439498902776
ENSDARG00000113315	2.626311483646223e-7	6.071244256744974e-4	2.9538713885169585	12	46098784	46112892	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	333	69	278	193	275	33	53	41	32	55	59	369.98062359477177	85.26073890703316	426.7433697059607	192.63061237417838	211.0974632838309	41.13184630323985	54.14322953119603	28.995894604602046	35.51579991733229	40.08131504682633	47.411924249547	0.5386691159697784
ENSDARG00000073742	0.19462927525088838	0.9998677203561913	0.929905986138796	16	26017360	26018694	1	protein_coding	prss59.2	serine protease 59, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110408-10]	19167	11455	23458	14734	21470	11300	11208	15207	26675	7509	7393	21295.551388711683	14154.518321450214	36009.15815310225	14705.800221353078	16480.95467892309	14084.54130989728	11449.76069029519	10754.648030541057	29605.748837338713	5472.192630665799	5940.955186049168	0.5349607312987025
ENSDARG00000045835	0.3596448369823585	0.9998677203561913	-1.1633565541640198	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	806	631	711	581	185	660	142	2	2321	1887	932	895.5086565086668	779.7032789904047	1091.4191937443816	579.8880092714903	142.01102075457717	822.6369260647969	145.06299232886482	1.4144338831513195	2576.0053627540074	1375.153481697478	748.947684755556	0.5309802465797282
ENSDARG00000003902	0.7422089105394842	0.9998677203561913	-0.16334600563619162	17	27456804	27461321	1	protein_coding	ctsl.1	cathepsin L.1 [Source:ZFIN;Acc:ZDB-GENE-040718-61]	2323	2420	1755	2105	2166	1870	1008	424	3166	2108	2956	2580.975941773738	2990.3041761597133	2694.0094022804356	2100.971186775365	1662.6803835373737	2330.804623850258	1029.7429314612375	299.8599832280797	3513.844454321063	1536.207493067453	2375.417764095948	0.5225592153221065
ENSDARG00000021339	0.21027111935474085	0.9998677203561913	0.8302157579589795	25	18459924	18470695	-1	protein_coding	cpa5	carboxypeptidase A5 [Source:ZFIN;Acc:ZDB-GENE-020514-1]	12925	8196	14006	9840	13695	7439	7432	9964	17104	4831	5270	14360.359038926203	10127.492986696287	21499.88358309959	9821.166972859664	10512.65367153478	9272.115292418219	7592.310978789601	7046.709605859873	18983.195055814107	3520.596963476691	4234.92950500191	0.5152226604582808
ENSDARG00000007080	0.8395513400496968	0.9998677203561913	0.18007841035318378	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	712	997	776	818	1018	847	588	35	815	1099	897	791.0696816801127	1231.9558940624936	1191.197319754768	816.4344089226835	781.4444277197814	1055.7173884498227	600.6833766857219	24.75259295514809	904.5430291445567	800.8975497538571	720.8219669804009	0.5127064508019588
ENSDARG00000068680	0.12385457651156201	0.9998677203561913	0.9477968669944272	15	37820258	37829160	-1	protein_coding	ctrl	chymotrypsin-like [Source:ZFIN;Acc:ZDB-GENE-040912-147]	8842	6085	9749	7017	10240	5259	6070	6361	10383	3603	3687	9823.929951426342	7519.0086412941555	14965.183853465507	7003.569984609377	7860.501905550649	6554.920597234495	6200.932136874714	4498.606965362771	11523.767204426911	2625.6905111584597	2962.8434696284708	0.5050116821299857
ENSDARG00000056765	0.18919957246140168	0.9998677203561913	0.7271151957438939	8	21366771	21372485	-1	protein_coding	ela2l	elastase 2 like [Source:ZFIN;Acc:ZDB-GENE-040511-1]	10582	6420	9581	8213	12062	6950	6333	6510	11671	3887	5611	11757.162038678303	7932.955707002215	14707.29577393097	8197.280929684595	9259.11855319843	8662.6161153793	6469.6051437936685	4603.982289657544	12953.278151099536	2832.6558470366176	4508.954355325563	0.5031913797948153
ENSDARG00000090428	0.2140713895483852	0.9998677203561913	0.8307058217981242	7	35075847	35079299	1	protein_coding	ctrb1	chymotrypsinogen B1 [Source:ZFIN;Acc:ZDB-GENE-030131-1171]	19308	13277	23427	15771	22186	11751	11523	15772	27944	8786	9366	21452.209850954514	16405.896093748972	35961.57166223576	15740.815480586358	17030.575710600264	14646.676542708225	11771.555356376826	11154.225602531304	31014.17227781042	6402.80789093484	7526.442076631478	0.5001719847178017
ENSDARG00000073820	0.002276437429211136	0.3986697276596502	3.2442765901661463	14	11504504	11507426	-1	protein_coding	zgc:174917	zgc:174917 [Source:ZFIN;Acc:ZDB-GENE-070928-42]	303	15	191	130	89	10	24	36	36	23	9	336.6490358835311	18.53494324065938	293.19418566128957	129.75118968208906	68.31881539003983	12.46419584946662	24.51768884431518	25.459809896723748	39.955274906998824	16.7612772014001	7.232327427896999	0.4970705055901214
ENSDARG00000018263	0.27013406508034293	0.9998677203561913	0.8729735521787496	1	9954489	9966195	1	protein_coding	pdia2	protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]	1740	889	1921	1148	1721	1213	831	1659	2144	445	557	1933.2320872519606	1098.504302729746	2948.827385630038	1145.8028135002942	1321.0863065871745	1511.9069565403008	848.9249762344132	1173.2729060740194	2379.5585944612635	324.2942762879585	447.60070859318097	0.4958850054402621
ENSDARG00000039730	0.2181126876825702	0.9998677203561913	0.8240562043076606	7	35062132	35066457	-1	protein_coding	zgc:112160	zgc:112160 [Source:ZFIN;Acc:ZDB-GENE-050417-229]	6889	3823	7962	5280	7385	4848	3923	6042	9012	2453	2961	7654.043591424573	4723.939200602721	12222.052912226112	5269.894473241771	5668.9264230948775	6042.642147821417	4007.6205556770187	4273.004761000136	10002.137151718705	1787.6266510884545	2379.435723778113	0.4943327192128258
ENSDARG00000043171	0.4261031969052798	0.9998677203561913	0.8927677832276176	22	7486867	7492548	1	protein_coding	cela1.4	chymotrypsin like elastase family member 1, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-050626-127]	185	64	259	117	169	80	44	115	377	30	35	205.54479088598433	79.08242449348002	397.5774559490785	116.77607071388015	129.72898652715426	99.71356679573296	44.94909621457783	81.32994828120086	418.420517776071	21.86253548008709	28.125717775155	0.47376985080194106
ENSDARG00000007769	5.338035138203812e-4	0.15008279740089733	2.610867925494617	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	244	50	190	99	107	40	12	13	13	41	35	271.0969133847577	61.78314413553127	291.6591375688221	98.81052137328321	82.13610389589057	49.85678339786648	12.25884442215759	9.193820240483575	14.428293716416242	29.878798489452358	28.125717775155	0.4712994933978752
ENSDARG00000009153	0.6457869129465198	0.9998677203561913	0.4249349943990597	8	39724138	39733667	1	protein_coding	pla2g1b	phospholipase A2, group IB (pancreas) [Source:ZFIN;Acc:ZDB-GENE-070117-1]	172	193	337	96	359	338	198	31	398	96	309	191.10110287778002	238.4829363631507	517.3112071615423	95.81626314985039	275.57814297780106	421.28981971197175	202.27093296560025	21.92372518884545	441.7277614718203	69.96011353627868	248.30990835779699	0.46681407323207574
ENSDARG00000093936	3.550575565562234e-5	0.02345104438545776	2.1763263119907394	18	7591381	7593581	1	protein_coding	si:dkeyp-1h4.6	si:dkeyp-1h4.6 [Source:ZFIN;Acc:ZDB-GENE-060503-841]	411	228	618	495	724	249	200	220	108	210	104	456.6427516439976	281.7311372580226	948.6597211449055	494.052606866416	555.7620487908857	310.35847665171883	204.3140737026265	155.58772714664514	119.86582472099647	153.03774836060964	83.573561389032	0.46491837631905886
