Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000035438	0.7157863713066372	0.9998677203561913	-0.5158609609903883	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	19	574	756	32	615	573	35	1374	1023	1761	1910	21.110005550452446	709.2704946758989	1160.4963579054183	31.93875438328346	472.0906906165673	714.1984221744373	35.754962897959636	971.7160777249564	1135.3957286072166	1283.3308326811123	1534.86059858703	1.0444246681799665
ENSDARG00000058225	0.5033331935824293	0.9998677203561913	1.671859980815569	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	2	307	2	442	3	0	1	618	0	0	4	2.2221058474160467	379.348504992162	3.070096184934969	441.1540449191028	2.302881417641792	0	1.0215703685131325	437.06006989375766	0	0	3.214367745732	0.8524796238457703
ENSDARG00000103634	0.49339188940127826	0.9998677203561913	1.7985565251656388	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	0	635	203	0	0	178	0	257	0	0	655.4655354836159	0	487.44323340084594	253.02317574417236	0	0	197.55663704016087	0	206.523127663281	0.7837315610411556
ENSDARG00000020711	NA	NA	0.8146101897493203	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	681	584	2	15	540	361	395	491	11	14	4	756.6270410451639	721.6271235030052	3.070096184934969	14.971291117164123	414.51865517552255	449.95747016574495	403.52029556268735	347.2435183136489	12.208556221582974	10.202516557373976	3.214367745732	0.7820511452620823
ENSDARG00000103973	0.06531783399590567	0.9998677203561913	1.528453134333005	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	1	2	428	2	435	215	0	1	136	1	333	1.1110529237080233	2.4713257654212506	657.0005835760834	1.9961721489552162	333.9178055580598	267.98021076353234	0	0.7072169415756597	150.94214964866222	0.7287511826695697	267.596114832189	0.7617886992999343
ENSDARG00000055876	0.14935564451857564	0.9998677203561913	-0.9980213170381967	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	290	179	332	310	1067	1292	363	448	2092	356	1393	322.20534787532677	221.18365600520195	509.63596669920486	309.4066830880585	819.058157541264	1610.3741037510872	370.8300437702671	316.83318982589554	2321.8454195955983	259.4354210303668	1119.403567451169	0.6853657653155513
ENSDARG00000045835	0.3596448369823585	0.9998677203561913	-1.1633565541640198	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	806	631	711	581	185	660	142	2	2321	1887	932	895.5086565086668	779.7032789904047	1091.4191937443816	579.8880092714903	142.01102075457717	822.6369260647969	145.06299232886482	1.4144338831513195	2576.0053627540074	1375.153481697478	748.947684755556	0.6753253604372093
ENSDARG00000079946	0.2095421676177472	0.9998677203561913	-1.0533310001413816	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	91	59	143	137	527	609	142	272	1005	94	809	101.10581605743013	72.9041100799269	219.5118772228503	136.73779220343232	404.53950236574144	759.0695272325171	145.06299232886482	192.36300810857944	1115.4180911537171	68.50261117093955	650.105876574297	0.6542818998515627
ENSDARG00000087390	0.8044226577725414	0.9998677203561913	0.17902910071492026	3	55131289	55132052	1	protein_coding	hbbe1.3	hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]	545	343	74	651	284	192	187	319	59	55	302	605.5238434208727	423.8323687697445	113.59355884259385	649.7540344849228	218.0061075367563	239.3125603097591	191.03365891195577	225.60220436263543	65.48225609758141	40.08131504682633	242.68476480276598	0.6302467711822934
ENSDARG00000103659	0.9356309583499604	0.9998677203561913	0.039408842548161356	7	65240227	65252938	1	protein_coding	bco1l	beta-carotene oxygenase 1, like [Source:ZFIN;Acc:ZDB-GENE-040426-1191]	72	136	316	117	562	137	162	197	422	847	653	79.99581050697768	168.05015204864506	485.0751972197251	116.77607071388015	431.406452238229	170.75948313769268	165.49439969912746	139.32173749040496	468.36461140981953	617.2522517211255	524.7455344907489	0.621309618474736
