Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000067990	2.14691708855e-10	2.92951497336e-06	5	32298624	32309129	-1	protein_coding	myhz1.1	myosin, heavy polypeptide 1.1, skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-000322-5]
ENSDARG00000006299	4.6699466516e-10	2.92951497336e-06	9	21535885	21570566	1	protein_coding	arhgef7a	Rho guanine nucleotide exchange factor (GEF) 7a [Source:ZFIN;Acc:ZDB-GENE-060322-11]
ENSDARG00000041689	6.73119782135e-10	2.92951497336e-06	15	21252532	21262567	1	protein_coding	usf1	upstream transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1072]
ENSDARG00000069415	7.62168217427e-10	2.92951497336e-06	1	49568335	49605854	1	protein_coding	col17a1a	collagen, type XVII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090313-107]
ENSDARG00000069102	8.67028226992e-10	2.92951497336e-06	8	21052473	21071754	-1	protein_coding	zgc:112962	zgc:112962 [Source:ZFIN;Acc:ZDB-GENE-050410-15]
ENSDARG00000104177	3.03423242087e-09	8.54338708636e-06	24	31374324	31404622	1	protein_coding	cpne3	copine III [Source:ZFIN;Acc:ZDB-GENE-040426-763]
ENSDARG00000116430	1.68093915454e-08	4.0568265824e-05	12	44064620	44151296	-1	protein_coding	si:ch73-329n5.2	si:ch73-329n5.2 [Source:ZFIN;Acc:ZDB-GENE-131121-66]
ENSDARG00000096979	4.55678783595e-08	9.62279671257e-05	17	43021662	43022468	-1	protein_coding	NPC2	zgc:193725 [Source:ZFIN;Acc:ZDB-GENE-080723-11]
ENSDARG00000002295	1.41216007998e-07	0.00026507813768	8	14855471	14883692	1	protein_coding	si:dkey-21p1.3	si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]
ENSDARG00000062592	2.12066166516e-07	0.000338317140924	10	33171501	33179988	1	protein_coding	myl10	myosin, light chain 10, regulatory [Source:ZFIN;Acc:ZDB-GENE-050417-421]
ENSDARG00000068755	2.20284630648e-07	0.000338317140924	10	35002786	35011502	1	protein_coding	exosc8	exosome component 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1736]
ENSDARG00000067990	4.15355155381e-07	0.000584750832917	5	32298624	32309129	-1	protein_coding	myhz1.1	myosin, heavy polypeptide 1.1, skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-000322-5]
ENSDARG00000104347	5.46926968492e-07	0.000710752631208	13	216320	226393	-1	protein_coding	rtn4b	reticulon 4b [Source:ZFIN;Acc:ZDB-GENE-030710-2]
