Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000103634	0.652838408317407	0.9501585953845896	1.2159550821941674	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	452	0	635	203	0	0	178	0	257	0	0	661.8106676613966	388.29456875701726	0	492.1824022095371	255.94705811800733	0	0	199.68282016878447	0	208.37452204642383	0.9994882362273725
ENSDARG00000103973	0.559711705555135	0.9305847948169044	0.9822233251799226	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	1	2	428	427	2	435	215	0	1	136	1	333	1.1227421179448063	2.494615859552295	663.3605755481914	366.81809924612025	2.017270992922176	337.16432277346246	271.0769334747368	0	0.7159194337611455	152.56664911772296	0.7377328554098787	269.99500327416007	0.9395428139342694
ENSDARG00000035438	0.42776944995904514	0.8962386631644885	-0.7277325374597365	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	19	574	756	1219	32	615	573	35	1374	1023	1761	1910	21.33210024095132	715.9547516915087	1171.7303624168987	1047.1926533513363	32.276335886754815	476.68059426592964	722.4515482838335	36.09922679095801	983.6733019878139	1147.6153091722838	1299.1475583767963	1548.6199887496869	0.7427695191795904
ENSDARG00000035602	0.8695259740766549	0.982140863594199	-0.16525467928841273	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	6	84	218	425	8	171	30	4	428	153	469	252	6.736452707668838	104.7738661011964	337.87991932127505	365.0999816852485	8.069083971688704	132.54045791784387	37.82468839182374	4.125625918966629	306.4135176497703	171.63748025743834	345.9967091872331	204.32054301828327	0.7229860561935729
ENSDARG00000045835	0.5117805635638584	0.9205472582775811	-0.6753106193815377	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	806	631	711	77	581	185	660	142	2	2321	1887	932	904.9301470635139	787.0513036887492	1101.984507511131	66.14752609356267	586.0172234438921	143.39172347836907	832.1431446201224	146.45972012331535	1.431838867522291	2603.729357369375	1392.1018981584411	755.661690845397	0.6946089039112252
ENSDARG00000092788	0.9765342651852267	0.9980802591672585	0.029065042741109146	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	290	272	98	26	365	1	248	73	16	216	327	371	325.59521420399386	339.26775689911216	151.8909729058943	22.33552829133285	368.1519562082971	0.7750903971803734	312.68409070574296	75.29267302114098	11.454710940178328	242.3117368340306	241.23864371903034	300.80524388802814	0.6900944302810058
ENSDARG00000075016	0.9545676597379906	0.9961921040992732	0.04184914907416259	20	53439665	53470252	1	protein_coding	apobb.2	apolipoprotein Bb, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070705-554]	101	534	38	42	171	87	147	408	121	205	144	66	113.39695391242545	666.0624345004628	58.89649969820391	36.08046877830691	172.47666989484603	67.43286455469249	185.34097311993634	420.8138437345962	86.6262514850986	229.9717872730383	106.23353117902253	53.51252317145514	0.6405429348945719
ENSDARG00000079361	0.9085079792970389	0.9888688815426464	0.06684333493705605	1	8673061	8691969	-1	protein_coding	abcg2b	ATP-binding cassette, sub-family G (WHITE), member 2b [Source:ZFIN;Acc:ZDB-GENE-050517-36]	557	270	52	84	290	254	304	470	127	219	149	269	625.3673596952572	336.77314103955985	80.59521011333166	72.16093755661382	292.5042939737155	196.87296088381484	383.29017570381393	484.761045478579	90.92176808766548	245.67717762339214	109.92219545607192	218.10407171396113	0.6298788265840966
ENSDARG00000020711	0.6307779737179063	0.9475993678935115	0.6428080881863891	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	681	584	2	7	15	540	361	395	491	11	14	4	764.5873823204131	728.4278309892702	3.0998157735896794	6.013411463051152	15.129532446916318	418.54881447740166	455.157083648279	407.40555949795464	351.51644197672243	12.339949560992299	10.328259975738302	3.243183222512433	0.6297975885233106
ENSDARG00000058225	0.43243633477728505	0.8978111570615789	1.6329715802519202	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	2	307	2	640	442	3	0	1	618	0	0	4	2.2454842358896125	382.9235344412773	3.0998157735896794	549.7976194789625	445.8168894358009	2.32527119154112	0	1.0314064797416573	442.43821006438793	0	0	3.243183222512433	0.6274338260167354
ENSDARG00000078069	0.8762286017386626	0.9829898340712653	-0.12515566382320725	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	12	19	416	1122	809	556	322	329	522	690	703	917	13.472905415337676	23.698850665746804	644.7616809066533	963.863951649056	815.9861166370201	430.9502608322876	405.98498873890816	339.3327318350053	373.70994442331795	774.0513815531533	518.6261973531447	743.4997537609753	0.5988186878020728
ENSDARG00000052207	0.6989548635350085	0.9605768718752269	0.20897068322157672	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	1943	2062	103	1626	2196	1530	1107	2767	1284	1131	1674	900	2181.4879351667587	2571.9489511984166	159.64051233986848	1396.829576988739	2214.963550228549	1185.8883076859713	1395.731001658296	2853.901729445166	919.2405529493109	1268.7711775892992	1234.9647999561369	729.7162250652974	0.5925689850289436
ENSDARG00000096508	0.65655617103739	0.9506799055234448	0.3576378601671968	20	12203762	12208117	1	lincRNA	BX322618.1	NA	132	417	568	496	193	1771	644	221	1345	36	61	834	148.20195956871444	520.1274067166536	880.3476796994689	426.0931550961959	194.66665081698997	1372.6850934064414	811.9699774778163	227.94083202290628	962.9116384087407	40.385289472338435	45.0017041800026	676.2037018938423	0.5804779406869934
ENSDARG00000071644	0.6974809381069265	0.9603783428075786	-0.44865197411011287	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	120	0	204	212	132	149	225	0	412	219	155	326	134.72905415337678	0	316.1812089061473	182.12046145240632	133.13988553286362	115.48846917987564	283.68516293867805	0	294.95880670959195	245.67717762339214	114.34859258853119	264.3194326347633	0.5599525226652139
ENSDARG00000094077	0.75573823403015306	0.9684480840488562	-0.2738605048276705	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	181	155	70	23	261	4	175	55	15	189	249	336	203.21632334800995	193.3327291153029	108.49355207563877	19.758351950025215	263.253864576344	3.1003615887214937	220.64401561897182	56.727356385791154	10.738791506417183	212.02276972977677	183.6954809970598	272.42739069104437	0.5550418984949316
ENSDARG00000045442	0.17881252050021335	0.7956054378283279	0.7307243129041542	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	4255	1992	7452	5918	2419	6325	3343	1919	3352	6907	1302	1877	4777.267711855151	2484.637396114086	11549.913572395146	5083.909862619531	2439.889265939372	4902.446762165861	4214.931109795559	1979.2690346242405	2399.7619419673597	7748.36651070671	960.528177743662	1521.8637271639593	0.5544039545313436
ENSDARG00000101557	0.5854572027925377	0.9378968094344206	-0.32591131206805607	10	44699734	44748270	1	protein_coding	scarb1	scavenger receptor class B, member 1 [Source:ZFIN;Acc:ZDB-GENE-031126-1]	112	123	514	897	175	521	130	166	627	634	1242	776	125.74711720981831	153.41887536246617	796.6526538125476	770.5757260509833	176.51121188069038	403.82209693097457	163.90698303123622	171.21347563711512	448.8814849682382	711.229820151738	916.2642064190693	629.1775451674121	0.5512975176765321
ENSDARG00000026764	0.7993416438909472	0.9740782590330184	-0.1549305575247335	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	397	552	359	159	236	707	340	585	36	686	672	723	445.7286208240881	688.5139772364334	556.4169313593475	136.59034608930475	238.03797716481674	547.988910806524	428.6798017740024	603.3727906488696	25.77309961540124	769.5641271673379	495.7564788354385	586.2053674691223	0.5474330756474391
