Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000068006	NA	NA	0.009025095299766606	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	24	789	13	28	13	23	65	44	75	779	19	13	26.945810830675352	984.1259565933805	20.148802528332915	24.053645852204607	13.112261453994144	17.827079135148587	81.95349151561811	45.38188510863292	53.69395753208592	873.8927916375455	14.016924252787694	10.540345473165408	1.1082298959861596
ENSDARG00000104773	0.47692811646122113	0.9092358825431905	-1.2971378295376939	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	0	0	336	274	333	222	517	519	0	385	684	0	0	0	288.64375022645527	276.3661260303381	258.10510226106436	279.9026940994957	533.2371500264369	371.5621861220345	0	284.0271493328033	554.584331049626	0.8811310029619563
ENSDARG00000103973	0.559711705555135	0.9305847948169044	0.9822233251799226	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	1	2	428	427	2	435	215	0	1	136	1	333	1.1227421179448063	2.494615859552295	663.3605755481914	366.81809924612025	2.017270992922176	337.16432277346246	271.0769334747368	0	0.7159194337611455	152.56664911772296	0.7377328554098787	269.99500327416007	0.7875112967570643
ENSDARG00000056909	0.9576409511289572	0.9967029007560437	-0.03512619984882842	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	271	279	316	59	64	623	55	343	358	522	576	114	304.26311396304254	347.9989124075452	489.7708922271693	50.684468045716855	64.55267177350963	482.8813174433726	69.34526205167685	353.7724225513885	256.29915728649013	585.5866973489073	424.93412471609014	92.43072184160434	0.7553434552604644
ENSDARG00000103634	0.652838408317407	0.9501585953845896	1.2159550821941674	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	452	0	635	203	0	0	178	0	257	0	0	661.8106676613966	388.29456875701726	0	492.1824022095371	255.94705811800733	0	0	199.68282016878447	0	208.37452204642383	0.7270026360767976
ENSDARG00000105265	0.9775815542656783	0.9982723888916843	0.05323633082381249	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	246	234	0	352	0	825	222	0	328	0	899	342	276.1945610144224	291.8700555676185	0	302.38869071342936	0	639.4495776738081	279.9026940994957	0	234.82157427365573	0	663.2218370134809	277.292165524813	0.6917672889560382
ENSDARG00000091783	0.5225460643783342	0.9236928540172324	0.4006434158014167	3	30998362	31019832	-1	protein_coding	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN;Acc:ZDB-GENE-131121-547]	241	328	244	59	177	72	140	32	458	197	239	100	270.5808504246983	409.1170009665764	378.17752437794087	50.684468045716855	178.52848287361257	55.80650859698689	176.51521249517745	33.005007351733035	327.89110066260463	220.99727850140755	176.318152442961	81.07958056281083	0.6846376398773317
ENSDARG00000104572	0.8356074437070662	0.9776068430712795	0.09074502606998427	14	13036560	13048355	-1	protein_coding	si:dkey-35h6.1	si:dkey-35h6.1 [Source:ZFIN;Acc:ZDB-GENE-141216-112]	1010	1091	382	866	1251	448	345	952	1530	847	1861	335	1133.9695391242544	1360.812951385777	592.0648127556287	743.9449038574711	1261.803006072821	347.2404979368073	434.983916505973	981.8989687140578	1095.3567336545527	950.1761161964071	1372.9208439177842	271.61659488541625	0.614369700732795
ENSDARG00000017490	0.26616540418128876	0.8354151169463669	0.6143204296597701	21	11401247	11411365	1	protein_coding	cel.1	carboxyl ester lipase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1201]	1279	807	2101	1308	949	1304	629	704	1037	2497	518	367	1435.9871688514074	1006.5774993293511	3256.356470155958	1123.6488848101296	957.1950861415725	1010.717877923207	793.0576332819045	726.1101617381267	742.408452810308	2801.168550345252	382.14561910231714	297.56206066551573	0.6050938931557398
ENSDARG00000044685	0.7480300886937756	0.966625625199791	0.12991906430222624	16	54875530	54880550	1	protein_coding	nr0b2a	nuclear receptor subfamily 0, group B, member 2a [Source:ZFIN;Acc:ZDB-GENE-080403-1]	382	438	190	241	289	353	134	333	475	550	403	122	428.88748905491605	546.3208732419527	294.48249849101956	207.03316608504682	291.49565847725444	273.6069102046718	168.9502748168127	343.4583577539719	340.06173103654413	616.997478049615	297.3063407301811	98.91708828662921	0.5906238296414427
