Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	% variance explained
ENSDARG00000055120	0.31142010355330096	0.9997058626494543	0.6445591964018231	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	336	1477	1198	236	962	578	481	407	1651	1282	306	1424	374.4162703114958	1188.6371547169513	1354.5223349967073	295.2766999003422	1265.537957572211	432.87241043946386	351.3915194211054	403.47120998611024	1172.4736972216524	1312.3438909642434	415.1855116140793	1481.4636218241312	1.1100480154686951
ENSDARG00000056498	0.997591400773778	0.9997058626494543	0.001994355046351835	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	160	1030	186	590	881	590	408	238	211	235	244	193	178.29346205309324	828.907426782979	210.30146436509813	738.1917497508554	1158.9801877558398	441.85938089841466	298.0618293634324	235.93648151521927	149.84370085631053	240.562257704054	331.06295697331814	200.78825773318633	0.9793208356179732
ENSDARG00000105422	0.01624268888727998	0.4099422233527458	1.6641264297869722	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	64	67	179	43	14	241	95	389	225	246	112	387	71.3173848212373	53.919220965494745	202.38689312555144	53.8004156598081	18.417392313940702	180.4883233839287	69.40165144491687	385.62727440932895	159.78593693208467	251.82261870296713	151.96332451234275	402.61686913338394	0.9736344680331417
ENSDARG00000104773	0.4289059746724364	0.9997058626494543	-1.7541270695103388	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	684	0	222	0	1	385	331	519	517	237	292	0	550.4589125432598	0	277.7602854994744	0	0.7489142049125672	281.2593242767683	328.1301486619226	368.572894523342	529.2369669489187	321.5652491912967	303.7832707673078	0.9347313015251983
ENSDARG00000093936	8.928325415633637e-7	1.6715153358706512e-4	2.2394448509194937	18	7591381	7593581	1	protein_coding	si:dkeyp-1h4.6	si:dkeyp-1h4.6 [Source:ZFIN;Acc:ZDB-GENE-060503-841]	108	104	839	249	868	629	210	597	220	200	488	1172	120.34808688583794	83.6955071703202	948.6178957113835	311.54194184400507	1141.8783234643236	471.0670348900048	153.41417687823727	591.8238632965795	156.2351383335939	204.73383634387574	662.1259139466363	1219.2944977372765	0.8937713699282596
ENSDARG00000117485	0.11897488771186601	0.9212434574334858	0.6957288380240172	1	40693323	40705186	1	lincRNA	FO681323.1	NA	94	302	230	71	157	128	152	330	182	150	141	105	104.74740895619227	243.03887659073752	260.0501978708203	88.83324446154361	206.53789952062073	95.8610182288086	111.04264231186697	327.13881890765697	129.24906898506404	153.5503772579068	191.31097103786007	109.23713503618944	0.857203242188909
ENSDARG00000105265	0.8981583966788339	0.9997058626494543	-0.26545490659294785	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	0	342	279	222	282	0	899	323	328	0	248	311	0	275.2294562716299	315.4521965476472	277.7602854994744	370.9789023236627	0	656.7587857787396	320.19951062779757	232.93238806099455	0	336.49021856304466	323.549990440523	0.7498595958309955
ENSDARG00000099351	0.7327000505272152	0.9997058626494543	-0.12762293885013123	20	6808774	6812688	-1	protein_coding	igfbp1a	insulin-like growth factor binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-021231-1]	651	624	640	279	218	419	569	504	915	317	278	350	725.4315237285231	502.1730430219212	723.6179419014129	349.0771155601503	286.7851088885052	313.79505185836564	415.679364970081	499.6301961498761	649.796143523811	324.50313060504305	377.1946804859936	364.12378345396485	0.7299472920039043
ENSDARG00000076321	0.9071919077387285	0.9997058626494543	-0.07603285633524247	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	78	463	526	357	44	394	472	241	1051	653	283	333	86.91806275088295	372.6059598063294	594.7234960002237	446.66856722212776	57.88323298667078	295.0721967355515	344.81662612632374	238.91047077801616	746.37786540276	668.4559756627542	383.97875747315175	346.43777111477226	0.7289290877260695
ENSDARG00000007769	5.769790090648878e-11	1.894247172803899e-8	3.398082088213204	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	13	35	246	40	304	611	41	154	13	12	82	364	14.486343791813825	28.166757220780838	278.1406464183556	50.04689828819359	399.9205188169981	457.58657920157856	29.952291676227276	152.6647821569066	9.232076356076004	12.284030180632543	111.2588625893938	378.6887347921234	0.7214219819896749
