Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000105265	0.8981583966788345	0.9997058626486705	-0.26545490659294546	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	311	279	248	0	323	282	222	0	328	0	899	342	323.549990440523	315.4521965476472	336.49021856304466	0	320.19951062779757	370.9789023236627	277.7602854994744	0	232.93238806099455	0	656.7587857787396	275.2294562716299	1.4065067431795957
ENSDARG00000035438	0.9472826303095895	0.9997058626486705	0.046388041961339284	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	794	1117	607	1504	1261	908	573	35	1374	1023	1761	1910	826.0408116069945	1262.9394392248098	823.5869462410004	1126.366964188501	1250.066820128956	1194.4994443612968	716.9218179783732	35.828421360178254	975.7594548652638	1139.963823001965	1286.4874546789326	1537.1001797626116	1.0139974417843522
ENSDARG00000104773	0.4289059746575167	0.9997058626486705	-1.7541270695670552	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	292	0	237	1	331	0	222	517	519	0	385	684	303.7832707673078	0	321.5652491912967	0.7489142049125672	328.1301486619226	0	277.7602854994744	529.2369669489187	368.572894523342	0	281.2593242767683	550.4589125432598	0.943311668866877
ENSDARG00000092788	0.14992375493962562	0.9630624588791755	-0.9874622030483496	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	356	35	275	196	308	43	248	73	16	216	327	371	370.3659054560328	39.57285619773352	373.1242342936987	146.78718416286318	305.3295643138132	56.56770496424644	310.29076938680026	74.72785026551465	11.362555515170467	240.6961737716759	238.88778971039804	298.5676265402769	0.8889334595686742
ENSDARG00000007708	0.5590238036013514	0.9997058626486705	-0.2682754081521311	21	3789839	3796461	-1	protein_coding	nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]	4064	3673	5256	4678	880	3176	2784	6631	4765	3218	5423	5308	4227.9973027340375	4152.888594693578	7131.421728900656	3503.4206505809893	872.3701837537519	4178.11699921969	3483.2641208582736	6787.9503439812	3383.9110643617046	3585.927255542838	3961.7384819556223	4271.6899236544195	0.8827537369781348
ENSDARG00000095147	0.8643292891321583	0.9997058626486705	0.09279622387734016	22	11775269	11779560	1	protein_coding	krt96	keratin 96 [Source:ZFIN;Acc:ZDB-GENE-030131-221]	261	406	133	268	456	256	355	59	611	217	366	503	271.53230708995665	459.0451318937088	180.45644785840702	200.709006916568	452.046367945126	336.77517374062995	444.1662223077181	60.39648172144334	433.9075887355722	241.81050790950772	267.37899398778495	404.79653948722176	0.7761918845638522
ENSDARG00000090600	NA	NA	1.3024167622288045	22	8979955	8996337	1	protein_coding	si:ch211-213a13.1	si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]	263	142	192	173	18	101	12	241	17	14	192	9	273.6130144239793	160.552730859376	260.5085563068733	129.56215744987412	17.843935576781288	132.86833026485792	15.014069486458077	246.70427279437024	12.072715234868621	15.60067792964566	140.26439028867406	7.242880428200787	0.7481978836723923
ENSDARG00000094077	0.2265018225809029	0.9997058626486705	-0.7455618696338838	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	187	44	164	183	283	44	175	55	15	189	249	336	194.54613573111834	49.748733505722136	222.5177251787876	137.0512994989998	280.5463204571725	57.88323298667078	218.95518001084693	56.30180499456583	10.652395795472312	210.60915205021638	181.90538115562418	270.40086931949605	0.7228602400608306
ENSDARG00000023587	0.15739461929386722	0.9692890805871981	-0.809295904279602	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	731	396	685	535	50	345	302	863	959	654	646	981	760.4985305852808	447.73860155149924	929.4185472406676	400.6690996282235	49.56648771328136	453.85716773639587	377.8540820758616	883.4265038238237	681.0431711905298	728.7745261420187	471.9312298254346	789.4739666738858	0.694355679407065
ENSDARG00000068621	0.9549367206670947	0.9997058626486705	-0.05819352630560824	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	0	398	132	468	163	149	254	194	214	340	501	178	0	449.99990761994115	179.09963246097539	350.49184789908145	161.58674994529724	196.01367534122605	317.79780413002925	198.59182125355946	151.97418001540498	378.8736068628231	366.0023934095089	143.24807957997112	0.6826103937676047
ENSDARG00000075600	0.4348626995961901	0.9997058626486705	0.48295159783313546	10	9105007	9115383	-1	protein_coding	si:dkeyp-41f9.3	si:dkeyp-41f9.3 [Source:ZFIN;Acc:ZDB-GENE-091118-56]	68	127	137	372	199	233	53	366	465	138	526	71	70.7440493567703	143.59293534606164	185.88370944813354	278.596084227475	197.2746210988598	306.51802922487025	66.3121402318565	374.6629205092926	330.22426965964166	153.77811102079292	384.26598589501333	57.13827893358398	0.6693196213187768
ENSDARG00000071644	0.809328603888646	0.9997058626486705	-0.29612479556263765	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	0	113	0	189	308	121	225	0	412	219	155	326	0	127.76379286696822	0	141.5447847284752	305.3295643138132	159.17889071334463	281.5138028710889	0	292.5858045156395	244.03917618517139	113.23427341012751	262.35322439927296	0.6601584333992186
ENSDARG00000052734	0.5811641484272254	0.9997058626486705	-0.2837511532640005	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	434	1244	353	1746	470	728	1232	881	609	1669	516	1566	451.5134914829164	1406.5323745708713	478.95583529336596	1307.6042017773423	465.92498450484476	957.7044003249165	1541.4444672763625	901.8525490947726	432.48726929617584	1859.8236760413288	376.9605489008116	1260.2611945069368	0.6227898768661221
ENSDARG00000053448	0.16986189688897316	0.9846165686350842	-0.3853781484849429	10	8058850	8079830	-1	protein_coding	si:ch211-251f6.6	si:ch211-251f6.6 [Source:ZFIN;Acc:ZDB-GENE-030131-3219]	336	168	163	129	214	76	158	85	194	150	188	347	349.55883211580624	189.9497097491209	221.16090978135597	96.60993243372117	212.14456741284422	99.98012970424952	197.68524823836466	87.01188044614719	137.7709856214419	167.1501206747749	137.34221549099337	279.25327873174143	0.6171115008225363
ENSDARG00000003132	0.658624939935113	0.9997058626486705	0.4529939777107191	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	5	8	150	3	5	2	5	190	241	2	2	5	5.201768335056641	9.045224273767662	203.52230961474476	2.2467426147377014	4.956648771328136	2.6310560448486715	6.255862286024199	194.49714452668195	171.14849244725514	2.2286682756636655	1.461087398840355	4.023822460111548	0.6038360567110233
ENSDARG00000058794	0.5069825203337976	0.9997058626486705	-0.47322766780239645	22	6073628	6082447	-1	protein_coding	si:dkey-19a16.2	si:dkey-19a16.2 [Source:ZFIN;Acc:ZDB-GENE-050208-493]	10	140	16	210	319	131	236	13	438	293	262	377	10.403536670113281	158.2914247909341	21.709046358906107	157.2719830316391	316.2341916107351	172.334170937588	295.2766999003422	13.307699362351922	311.0499572277915	326.499902384727	191.4024492480865	303.39621349241077	0.5881568536113335
ENSDARG00000003523	0.06781602320842237	0.7926916273170236	1.258662253772428	14	16345003	16352209	1	protein_coding	itln3	intelectin 3 [Source:ZFIN;Acc:ZDB-GENE-090527-4]	182	243	101	616	30	95	78	107	112	45	206	92	189.3443673960617	274.74868731569273	137.0383551405948	461.3311502261414	29.739892627968814	124.9751621303119	97.59145166197749	109.53260244397352	79.53788860619326	50.14503620243247	150.49200208055655	74.03833326605249	0.5814949805968104
ENSDARG00000079145	NA	NA	1.0603492547784765	22	8313513	8326972	1	protein_coding	CABZ01077217.1	uncharacterized LOC100007503 [Source:NCBI gene;Acc:100007503]	130	48	81	82	0	35	0	149	0	0	106	0	135.24597671147265	54.27134564260597	109.90204719196217	61.41096480283051	0	46.04348078485175	0	152.52670807618742	0	0	77.43763213853882	0	0.5748976421804614
ENSDARG00000042641	0.634112884846433	0.9997058626486705	-0.31288312847292726	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	303	2200	374	2153	456	811	1748	538	985	2513	427	2089	315.2271611044324	2487.436675286107	507.44895863943026	1612.4122831767572	452.046367945126	1066.8932261861364	2187.0494551940596	550.7340197650257	699.5073239026818	2800.321688371396	311.9421596524158	1681.153023834605	0.570712844973265
ENSDARG00000057590	0.5585343353383783	0.9997058626486705	-0.42753927881040066	22	15643174	15693085	-1	protein_coding	si:ch1073-396h14.1	si:ch1073-396h14.1 [Source:ZFIN;Acc:ZDB-GENE-070705-6]	63	17	37	32	135	101	87	41	247	40	197	147	65.54228102171366	19.22110158175628	50.20216970497037	23.96525455720215	133.82951682585966	132.86833026485792	108.85200377682105	41.970436450494525	175.40945076544406	44.57336551327331	143.91710878577496	118.30038032727953	0.565574967325804
ENSDARG00000097973	0.8251633066260612	0.9997058626486705	-0.22713155744425226	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	0	359	175	593	196	173	305	201	305	379	594	312	0	405.9044392853238	237.44269455053555	444.10612351315234	194.30063183606293	227.58634787941008	381.6075994474761	205.7575055255951	216.59871450793702	422.3326382382646	433.94295745558543	251.0865215109606	0.565552138727341
ENSDARG00000091847	0.9462377395178333	0.9997058626486705	-0.06943312073596325	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	0	310	144	423	180	124	207	169	167	279	494	159	0	350.5024406084969	195.38141723015497	316.7907086780159	178.43935576781288	163.12547478061765	258.99269864140183	173.000091710575	118.59667318959174	310.8992244550813	360.8885875135677	127.95755423154723	0.5638587911076701
ENSDARG00000055876	0.4300381013209563	0.9997058626486705	-0.514827041075097	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	248	1464	215	1460	292	525	1292	363	448	2092	356	1393	258.0077094188094	1655.276042099482	291.7153104478008	1093.4147391723482	289.46828824556314	690.6522117727762	1616.514814708653	371.59191296413445	318.15155442477305	2331.187016344194	260.07355699358317	1121.0369373870774	0.5505133250657128
ENSDARG00000038424	1.7756871664841126e-4	0.015471015916294078	1.09978708094378	16	16665203	16701718	-1	protein_coding	c4b	complement 4B (Chido blood group) [Source:ZFIN;Acc:ZDB-GENE-100805-2]	706	1055	742	1915	840	561	390	1026	1161	433	938	377	734.4896889099977	1192.8389511031103	1006.7570248942707	1434.1707024075663	832.7169935831269	738.0112205800524	487.9572583098875	1050.2845804440824	824.4954345695569	482.5066816811836	685.2499900561264	303.39621349241077	0.5388390476546919
ENSDARG00000068431	0.6878673576344678	0.9997058626486705	-0.26082142570219885	2	43920461	43955410	1	protein_coding	si:ch211-195h23.3	si:ch211-195h23.3 [Source:ZFIN;Acc:ZDB-GENE-070912-174]	422	207	193	91	264	64	176	211	101	42	376	291	439.02924747878046	234.04517808373825	261.8653717043049	68.15119264704362	261.7110551261256	84.19379343515749	220.2063524680518	215.99419734278888	71.726131689513565	46.802033788936974	274.68443098198674	234.1864671784921	0.538328747593929
