Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	% variance explained
ENSDARG00000035438	0.9472826303095903	0.9997058626494543	0.046388041961338694	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	1023	1910	1117	573	908	1504	1761	1261	1374	35	607	794	1139.963823001965	1537.1001797626116	1262.9394392248098	716.9218179783732	1194.4994443612968	1126.366964188501	1286.4874546789326	1250.066820128956	975.7594548652638	35.828421360178254	823.5869462410004	826.0408116069945	1.1802687156105836
ENSDARG00000023587	0.15739461929386867	0.9692890805910578	-0.809295904279602	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	654	981	396	302	345	535	646	50	959	863	685	731	728.7745261420187	789.4739666738858	447.73860155149924	377.8540820758616	453.85716773639587	400.6690996282235	471.9312298254346	49.56648771328136	681.0431711905298	883.4265038238237	929.4185472406676	760.4985305852808	1.1757207857924967
ENSDARG00000035602	0.7553306001309887	0.9997058626494543	0.3341225276035533	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	153	252	187	30	232	329	469	189	428	4	93	7	170.4931230882704	202.80065198962203	211.43211739931908	37.53517371614519	305.2025012024459	246.3927734162346	342.6249950280632	187.36132355620353	303.94836003080997	4.094676726877514	126.18383196114175	7.282475669079297	1.042047646430723
ENSDARG00000007708	0.5590238036013454	0.9997058626494543	-0.2682754081521343	21	3789839	3796461	-1	protein_coding	nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]	3218	5308	3673	2784	3176	4678	5423	880	4765	6631	5256	4064	3585.927255542838	4271.6899236544195	4152.888594693578	3483.2641208582736	4178.11699921969	3503.4206505809893	3961.7384819556223	872.3701837537519	3383.9110643617046	6787.9503439812	7131.421728900656	4227.9973027340375	0.8763833085476868
ENSDARG00000105422	0.01624268888727998	0.4099422233527458	1.6641264297869722	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	64	67	179	43	14	241	95	389	225	246	112	387	71.3173848212373	53.919220965494745	202.38689312555144	53.8004156598081	18.417392313940702	180.4883233839287	69.40165144491687	385.62727440932895	159.78593693208467	251.82261870296713	151.96332451234275	402.61686913338394	0.8575728942858218
ENSDARG00000024278	0.451196610708757	0.9997058626494543	-0.27242543886412707	13	12633223	12646752	-1	protein_coding	adh8b	alcohol dehydrogenase 8b [Source:ZFIN;Acc:ZDB-GENE-030529-2]	2790	2112	1464	750	1191	3159	3639	1383	2564	1695	1856	1610	3108.992244550813	1699.662607151118	1655.276042099482	938.3793429036298	1566.793874707384	2365.8199733188	2658.448522190026	1371.0090501493623	1820.8495213060671	1735.1192630143469	2518.2493776331085	1674.9694038882383	0.8534793377569756
ENSDARG00000039099	0.8479787370072444	0.9997058626494543	-0.0693128264342024	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	1007	1176	545	1058	992	1491	1166	1015	2622	1738	229	958	1122.1344767966557	946.4030426182362	616.205903650422	1323.7404597227203	1305.0037982449412	1116.6310795246377	851.8139535239269	1006.1997005796115	1862.0387850485602	1779.13703782828	310.71072601184363	996.6588129968522	0.8078498902640091
ENSDARG00000115161	0.08928711560910008	0.8630419577074278	-0.6203286156114235	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	507	443	355	253	128	457	660	208	563	460	824	448	564.9674078807392	356.51066996588315	401.38182714844	316.54663167282445	168.38758687031498	342.25379164504324	482.15884161731714	206.19658888725044	399.81992219006077	470.8878235909142	1118.0158874836645	466.078442821075	0.7959368623564479
ENSDARG00000101621	0.40995913845956605	0.9997058626494543	-0.9728060317751482	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	125	53	31	55	21	120	73	2	119	2	101	7	139.2917672289791	42.652518077182414	35.050244060849685	68.81448514626618	27.626088470911053	89.86970458950806	53.329690057672956	1.9826595085312544	84.50900664408034	2.047338363438757	137.0383551405948	7.282475669079297	0.7915867676743303
ENSDARG00000057881	0.8747267456125556	0.9997058626494543	0.05263869936645459	13	9313777	9318891	-1	protein_coding	si:dkey-33c12.3	si:dkey-33c12.3 [Source:ZFIN;Acc:ZDB-GENE-030131-7320]	1020	2482	1749	2104	1483	1501	1596	2156	2364	1814	801	1711	1136.6208205884693	1997.4254691993726	1977.512156852455	2632.4668499589825	1950.92805725529	1124.1202215737633	1165.9477442746033	2137.306950196692	1678.8175773664364	1856.9358956389528	1086.809133342737	1780.0451242563825	0.7667844586932709
