Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000041433	0.17062185276793282	0.8274762284895505	0.9255626273671445	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	1144	399	170	783	199	743	171	276	44	584	164	764	1190.1645950609593	451.13056065416214	230.6586175633774	586.3998224465402	197.2746210988598	977.4373206612815	213.95049018202758	282.5326941545485	31.247027666718783	650.7711364937903	119.8091667049091	614.8400719050446	1.508097416344696
ENSDARG00000055120	0.7210047649551719	0.984909207426626	0.1890375346533607	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1424	1198	306	578	407	962	236	1282	1651	336	481	1477	1481.4636218241312	1354.5223349967073	415.1855116140793	432.87241043946386	403.47120998611024	1265.537957572211	295.2766999003422	1312.3438909642434	1172.4736972216524	374.4162703114958	351.3915194211054	1188.6371547169513	1.1104149828123135
ENSDARG00000100131	0.374582862725164	0.9438718200779753	0.49057412384743515	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	561	124	76	818	291	173	93	300	72	332	351	363	583.6384071933551	140.20097624339874	103.11797020480401	612.61181961848	288.4769584912975	227.58634787941008	116.35903852005009	307.1007545158136	51.131499818267095	369.95893376016846	256.4208384964823	292.1295106040984	1.057969961604152
ENSDARG00000020711	0.8955453640517452	0.996602748179683	0.17106490524355947	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	303	351	480	7	5	9	361	395	491	11	14	4	315.2271611044324	396.85921501155616	651.2713907671832	5.242399434387971	4.956648771328136	11.839752201819023	451.67325705094714	404.3493267791546	348.68842237179365	12.25767551615016	10.227611791882484	3.219057968089239	1.0537216025325014
ENSDARG00000094104	0.2945965650552274	0.9146363341732313	1.3564282930267615	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	128	7	5	112	2	96	1	0	4	79	6	55	133.16526937745	7.914571239546704	6.7840769871581585	83.87839095020753	1.9826595085312544	126.29069015273623	1.2511724572048397	0	2.8406388787926167	88.03239688871479	4.3832621965210645	44.26204706122703	1.0183438190086411
ENSDARG00000097973	0.6778361206778724	0.9817113508805163	-0.34037022916283677	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	0	359	175	593	196	173	305	201	305	379	594	312	0	405.9044392853238	237.44269455053555	444.10612351315234	194.30063183606293	227.58634787941008	381.6075994474761	205.7575055255951	216.59871450793702	422.3326382382646	433.94295745558543	251.0865215109606	0.9680141660236299
ENSDARG00000091847	0.8404917989968689	0.9933120254750936	-0.1648555385860935	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	0	310	144	423	180	124	207	169	167	279	494	159	0	350.5024406084969	195.38141723015497	316.7907086780159	178.43935576781288	163.12547478061765	258.99269864140183	173.000091710575	118.59667318959174	310.8992244550813	360.8885875135677	127.95755423154723	0.9525390430951859
ENSDARG00000068621	0.793733842858939	0.992880156517376	-0.2187386496132032	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	0	398	132	468	163	149	254	194	214	340	501	178	0	449.99990761994115	179.09963246097539	350.49184789908145	161.58674994529724	196.01367534122605	317.79780413002925	198.59182125355946	151.97418001540498	378.8736068628231	366.0023934095089	143.24807957997112	0.9242698263527885
ENSDARG00000099099	0.8248087485146067	0.9932238588663227	0.11271768138208148	4	76838989	76891899	1	lincRNA	CABZ01015815.1	NA	46	208	153	224	178	29	131	31	178	153	212	199	47.85626868252109	235.1758311179592	207.59275580703965	167.75678190041506	176.45669625928164	38.150312650305736	163.903591893834	31.733744633300738	126.40843010627144	170.4931230882704	154.87526427707763	160.14813391243962	0.9106672032812476
ENSDARG00000031776	0.13158685925048666	0.7806695542436164	-0.6318565430697074	3	32099507	32100999	1	protein_coding	fthl27	ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]	481	487	1741	1923	1393	370	1133	2078	1794	1398	3503	1837	500.4101138324488	550.6280276656064	2362.2156069284706	1440.1620160468667	1380.9223476920185	486.74536829700423	1417.5783940130834	2127.1845596128687	1274.0265371384885	1557.839124688902	2559.0945790688816	1478.3523718449828	0.8920107445918541
