Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000096508	0.6607517065346185	0.9809909892422722	-0.3944719251767677	20	12203762	12208117	1	lincRNA	BX322618.1	NA	347	567	308	39	40	455	644	221	1345	36	61	834	361.00272245293087	641.080270403283	417.89914240894257	29.20765399159012	39.65319017062509	598.5652502030728	805.7550624399167	226.23088915998267	955.1648229940173	40.11602896194598	44.56316566463082	671.1735863466063	1.559078789293521
ENSDARG00000045835	0.764410912388964	0.9888352548818189	-0.32326041539433537	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	1146	756	82	2128	755	34	660	142	2	2321	1887	932	1192.245302394982	854.773693871044	111.2588625893938	1593.689428053943	748.4539644705485	44.727952762427414	825.7738217551941	145.36102380415176	1.4203194393963083	2586.369533907684	1378.535960805875	750.0405065647926	1.095447140037651
ENSDARG00000020711	0.8955453640517452	0.996602748179683	0.17106490524355947	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	303	351	480	7	5	9	361	395	491	11	14	4	315.2271611044324	396.85921501155616	651.2713907671832	5.242399434387971	4.956648771328136	11.839752201819023	451.67325705094714	404.3493267791546	348.68842237179365	12.25767551615016	10.227611791882484	3.219057968089239	1.0492259519322151
ENSDARG00000103973	0.6305160886726693	0.9809909892422722	0.9034922957714921	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	618	0	3	4	442	215	0	1	136	1	333	4.161414668045312	698.7435751485518	0	2.2467426147377014	3.9653190170625088	581.4633859115564	269.00207829904053	0	0.7101597196981542	151.54944274512926	0.7305436994201775	267.98657584342914	1.0419986337967495
ENSDARG00000103634	0.7870269685884718	0.9925048899712966	0.7797804078383804	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	547	0	0	0	390	203	0	0	178	0	257	0	618.4672097188638	0	0	0	513.055928745491	253.98800881258245	0	0	198.35147653406622	0	206.82447444973357	0.972319901532615
ENSDARG00000091801	0.769732769058905	0.9897334828437182	-0.22797702355066213	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	182	246	110	243	31	269	121	359	634	15	30	469	189.3443673960617	278.1406464183556	149.2496937174795	181.98615179375383	30.731222382234442	353.87703803214634	151.3918673217856	367.4972362372569	450.24126228862974	16.715012067477492	21.916310982605324	377.4345467584632	0.8529030334049458
ENSDARG00000104436	0.6478552380765493	0.9809909892422722	0.26593255196338655	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	1594	2964	337	2508	1821	2697	1520	440	5238	1693	641	2651	1658.323745216057	3351.2555934309185	457.24678893445986	1878.2768259207185	1805.211482517707	3547.979076478434	1901.7821349513563	450.4144399565266	3719.8166117789315	1886.5676953492928	468.27851132833376	2133.4306683511427	0.8022762972360172
ENSDARG00000087390	0.33158273513339065	0.9321444814307921	0.5648538983935467	3	55131289	55132052	1	protein_coding	hbbe1.3	hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]	255	485	206	101	71	191	192	187	319	59	55	302	265.2901850878887	548.3667215971644	279.50397187091613	75.64033469616929	70.38441255285953	251.26585228304813	240.22511178332923	191.4261369815238	226.54095058371118	65.74571413207813	40.179903468109764	243.03887659073752	0.7899911009479949
ENSDARG00000040738	0.3150048257105542	0.9259758135366972	0.5988938208924737	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	231	152	340	635	475	167	51	424	32	234	480	267	240.3216970796168	171.85926120158558	461.3172351267548	475.5605201194802	470.8816332761729	219.69317974486407	63.80979531744682	434.0357330490165	22.725111030340933	260.7541882526489	350.6609757216852	214.8721193699567	0.7723492234341967
ENSDARG00000117625	0.7419174238304548	0.9869165064988026	0.5843570351524248	3	58210305	58212028	-1	lincRNA	CABZ01038493.1	NA	98	207	0	242	0	161	83	0	298	81	0	100	101.95465936711015	234.04517808373825	0	181.23723758884125	0	211.80001161031805	103.8473139480017	0	211.62759647004992	90.26106516437845	0	80.47644920223097	0.6984346056871348
ENSDARG00000088330	0.3405148851532169	0.9357117239994909	0.6692018527543238	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	138	324	29	50	59	109	93	41	196	58	11	156	143.56880604756327	366.3315830875903	39.34764652551732	37.44571024562836	58.488455501672	143.3925544442526	116.35903852005009	41.970436450494525	139.1913050608382	64.6313799942463	8.035980693621953	125.5432607554803	0.6818959244900346
ENSDARG00000089124	0.44806773419182055	0.9602767100427697	0.4047823835116384	3	55138413	55139127	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	761	757	774	210	222	301	460	679	553	192	198	745	791.7091405956206	855.904346905265	1050.1751176120829	157.2719830316391	220.07520544696922	395.97393474972506	575.5393303142263	695.0713743874581	392.71832499307925	213.95215446371188	144.64765248519515	599.5495465566207	0.6790840141460811
ENSDARG00000115405	0.4282995629724499	0.956417844359744	0.836863361083877	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	64	240	1	30	16	92	60	5	124	23	2	104	66.582634688725	271.35672821302984	1.3568153974316317	22.467426147377015	15.861276068250035	121.02857806303889	75.07034743229038	5.118345908596893	88.05980524257112	25.629685170132152	1.461087398840355	83.6955071703202	0.675911105199251
ENSDARG00000090901	0.47411508885324605	0.9621115102460797	0.5636760697682819	3	58197025	58205045	-1	protein_coding	si:ch211-256e16.11	si:ch211-256e16.11 [Source:ZFIN;Acc:ZDB-GENE-131127-41]	141	297	19	350	19	226	114	18	381	120	34	180	146.68986704859725	335.80395116362445	25.779492551201002	262.1199717193985	18.835265331046916	297.3093330678999	142.6336601213517	18.426045270948816	270.5708532049967	133.72009653981993	24.838485780286035	144.85760856401575	0.6756083073399682
ENSDARG00000099101	0.7354664585872325	0.9866535480147767	0.1825933514157435	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	2915	1389	2188	768	587	1084	1418	2917	1893	529	750	2119	3032.6309393380216	1570.4770645329102	2968.71208958041	575.1661093728516	581.9105657539232	1426.03237630798	1774.1625443164626	2986.0430030754274	1344.3323493886057	589.4827589130396	547.9077745651331	1705.2959585952742	0.6678959245345609
ENSDARG00000115701	0.6616600863374684	0.9809909892422722	-0.21403179135518052	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	831	677	163	267	268	632	547	267	1098	834	366	891	864.5338972864137	765.4521041675883	221.16090978135597	199.96009271165545	265.67637414318807	831.4137101721802	684.3913340910473	273.3196715190741	779.7553722285733	929.3546709517485	267.37899398778495	717.0451623918779	0.6509710881561446
ENSDARG00000100311	0.15732895409282338	0.812604528625695	2.24904334943863	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	125	4	81	289	191	0	0	74	2	3	77	0	130.044208376416	4.522612136883831	109.90204719196217	216.43620521973193	189.3439830647348	0	0	75.75151944723402	1.4203194393963083	3.343002413495498	56.251864855353666	0	0.6483939927451027
ENSDARG00000055120	0.7210047649551719	0.984909207426626	0.1890375346533607	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1424	1198	306	578	407	962	236	1282	1651	336	481	1477	1481.4636218241312	1354.5223349967073	415.1855116140793	432.87241043946386	403.47120998611024	1265.537957572211	295.2766999003422	1312.3438909642434	1172.4736972216524	374.4162703114958	351.3915194211054	1188.6371547169513	0.627385051287933
ENSDARG00000098223	0.2755040602225418	0.9037332887613186	1.4585603309717174	16	35821321	35824708	-1	processed_transcript	AL773558.1	NA	67	4	61	201	139	1	4	71	2	0	113	1	69.70369568975899	4.522612136883831	82.76573924332953	150.531755187426	137.79483584292217	1.3155280224243358	5.004689828819359	72.68051190207588	1.4203194393963083	0	82.55143803448006	0.8047644920223097	0.5982678071441402
