Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000078674	3.730526581939272e-57	2.3646875371267564e-53	4.855833795918717	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	1072	1949	570	2881	1277	1316	35	37	104	39	57	96	1115.2591310361438	2203.6427636966464	773.38477653603	2157.621824353106	1265.9280961972058	1731.2348775104258	43.791036002169385	37.87575972361701	73.85661084860803	43.45903137544148	41.64099086695012	77.25739123414172	1.3391219893123292
ENSDARG00000052779	8.444965121296443e-14	2.933179323979059e-11	3.6725718815003097	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1772	1395	959	2443	1459	1093	98	152	39	214	35	213	1843.5066979440733	1577.260982738236	1301.1859661369347	1829.5974026014017	1446.35011147355	1437.872128509799	122.61490080607429	155.59771562134554	27.69622906822801	238.46750549601222	25.569029479706213	171.41483680075197	1.2578362842474988
ENSDARG00000031588	4.05171385096226e-19	2.0546240938229622e-16	3.029488656755237	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	5318	5047	2993	6523	4290	4065	659	609	244	800	503	957	5532.6008011662425	5706.405863713174	4060.9484845128736	4885.167358644676	4252.804645799541	5347.621411154925	824.5226492979893	623.4145316671016	173.27897160634961	891.4673102654662	367.4634808083493	770.1596188653504	1.1892221191175625
ENSDARG00000043093	1.0158810816537419e-56	5.151532965066125e-53	4.217893130850387	8	19356072	19359834	1	protein_coding	mpeg1.2	macrophage expressed 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050522-305]	892	1143	628	1245	623	523	31	62	48	60	81	30	927.9954709741046	1292.3364181145546	852.0800695870647	932.3981851161461	617.5984369074857	688.0211557279276	38.78634617335003	63.467489266601476	34.0876665455114	66.86004826990997	59.17403965303438	24.14293476066929	1.1545999246469245
ENSDARG00000002204	5.708228858852586e-104	7.236607135810365e-100	3.569594251985358	21	20383837	20384878	1	protein_coding	hspb11	heat shock protein, alpha-crystallin-related, b11 [Source:NCBI gene;Acc:796767]	1309	1895	1061	3162	1483	1442	115	146	183	126	159	273	1361.8229501178284	2142.5874998487147	1439.5811366749613	2368.0667159335376	1470.1420255759251	1896.9914083358922	143.88483257855657	149.4557005310293	129.9592287047622	140.40610136681093	116.15644820780822	219.70070632209053	1.1282482559561209
ENSDARG00000007344	4.472893043194945e-115	1.1341020311020783e-110	3.3926219088421097	3	21240594	21242460	-1	protein_coding	tcap	titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]	1893	2984	1373	3956	2652	1886	208	270	386	153	296	319	1969.3894916524441	3373.868654115338	1862.9075406736301	2962.704594634116	2629.006508312443	2481.0858502922974	260.24387109860663	276.39067906423224	274.1216518034875	170.4931230882704	216.24093502837252	256.7198729551168	1.1005020592076644
ENSDARG00000079227	7.882520477511167e-16	3.387479774699926e-13	4.3960471549670554	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	408	878	405	943	638	383	44	12	8	61	14	39	424.46429614062185	992.7133640460008	549.5102359598109	706.2260952325508	632.4683832214702	503.8472325885206	55.05158811701295	12.284030180632543	5.681277757585233	67.9743824077418	10.227611791882484	31.385815188870076	1.0936582290018868
ENSDARG00000062788	6.2155474048175194e-40	1.2122708034549863e-36	3.4905683684619655	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	923	1961	984	1522	728	865	110	104	175	70	180	112	960.2464346514558	2217.210600107298	1335.1063510727256	1139.8474198769272	721.6880611053766	1137.9317393970505	137.62897029253236	106.46159489881538	124.27795094717698	78.00338964822829	131.49786589563195	90.13362310649869	1.0482725073343537
ENSDARG00000104919	3.974574591248077e-40	8.397944896757916e-37	3.86427928836701	14	11430796	11438060	1	protein_coding	si:ch211-153b23.3	si:ch211-153b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-408]	512	1242	555	866	413	566	35	55	70	39	98	53	532.6610775098	1404.2710685024294	753.0325455745556	648.5597014542832	409.419188511704	744.5888606921741	43.791036002169385	56.30180499456583	49.711180378870786	43.45903137544148	71.5932825431774	42.652518077182414	1.01297362704352
ENSDARG00000103199	3.750053447431552e-24	2.7166458617036286e-21	2.52383906616326	16	23339062	23346095	-1	protein_coding	si:dkey-247k7.2	si:dkey-247k7.2 [Source:ZFIN;Acc:ZDB-GENE-031118-45]	2472	1985	1449	3195	1856	1646	338	485	215	361	427	631	2571.754264852003	2244.346272928601	1966.0255108784343	2392.7808846956523	1839.9080239170041	2165.3591249104566	422.8962905352358	496.47955313389866	152.68433973510315	402.27462375729164	311.9421596524158	507.8063944660774	0.9252241040611656
