Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000101621	0.8665543992921416	0.9820127961038551	-0.10488682735359428	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	72	90	4	59	114	136	7	31	101	120	2	21	3	89	129	5	80	82	55	2	119	125	73	53	81.79527684396726	72.70413419982724	3.980657033728396	81.01630964628838	104.6236804519075	131.22808768972905	7.073305451617264	33.958623343103376	133.36770359899478	87.16038421830963	1.9251145107134475	26.874594882616996	3.2473167041888087	107.03894791690371	192.5599371424716	4.152730408061693	77.74313772238946	61.19538051362318	66.71204896684189	1.9836001130261391	81.81416795714924	134.97412743205587	51.79241740435508	41.286149766915344	1.0224554820088403
ENSDARG00000096508	0.7500728883462304	0.9600619848136309	-0.1924726029285462	20	12203762	12208117	1	lincRNA	BX322618.1	NA	327	2013	34	31	693	595	347	567	308	39	40	455	132	417	568	496	193	1771	644	221	1345	36	61	834	371.48688233301795	1626.1491349361359	33.83558478669136	42.567891509066776	636.0018469576482	574.1228836425646	350.63385595874155	621.1141753399876	406.705472361291	28.32712487095063	38.50229021426895	582.2828891233682	142.88193498430758	501.5195649589758	847.8608085032857	411.9508564797199	187.55531975526458	1321.6709620686177	781.137446084476	219.1878124893884	924.7063521207205	38.87254870043209	43.27859536528301	649.672620860517	0.877493267202988
ENSDARG00000101890	0.7883242668152777	0.9674121821848914	-0.10479511992953643	2	51613453	51634431	-1	protein_coding	pigr	polymeric immunoglobulin receptor [Source:ZFIN;Acc:ZDB-GENE-060503-327]	136	131	15	81	138	109	25	101	79	169	34	73	24	151	86	11	119	174	84	27	163	95	191	156	154.50218959416037	105.8249064464152	14.927463876481486	111.22578103981964	126.64971844178277	105.17545263367991	25.261805184347374	110.63938573075616	104.31731271604542	122.75087444078606	32.726946682128606	93.42121078243052	25.97853363351047	181.6054060163198	128.3732914283144	9.136006897735724	115.64291736205432	129.85361230939552	101.88749296754034	26.778601525852878	112.06478468080107	102.58033684836246	135.5116674552304	121.52149742714705	0.8416547407093236
ENSDARG00000111240	0.054700442218378983	0.4142702712068804	-0.39527083579642325	10	36784756	36793412	-1	protein_coding	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040912-69]	318	624	436	557	540	665	792	280	573	840	461	321	1049	767	708	889	772	797	732	378	707	292	722	1048	361.26247272752204	504.0819971188022	433.8916166763952	764.8488893725869	495.58585477219344	641.6667523063958	800.2939882401248	306.7230495506111	756.6306352695447	610.1226895281674	443.73889471944966	410.79737892000264	1135.4784075646867	922.4592477782601	1056.8405852470535	738.355466553369	750.2212790210583	594.7892471872888	887.876724431423	374.9004213619403	486.07240962776905	315.2995616812825	512.2482926841694	816.375187843911	0.8201318725255692
ENSDARG00000026403	0.05592702154288112	0.41825333267545506	-1.1029482701535354	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	10	28	24	19	26	190	318	164	97	221	22	12	301	308	225	220	34	205	298	20	22	144	242	356	11.360455117217674	22.619063973279584	23.883942202370378	26.08999802168609	23.861541155698202	183.33335780182736	321.3301619448986	179.65207187964367	128.08581434754944	160.52037426872022	21.176259617847922	15.356911361495428	325.8141093202771	370.42692088097016	335.8603554810551	182.7201379547145	33.04083353201552	152.98845128405796	361.4580107657979	19.83600113026139	15.12530836182591	155.49019480172836	171.6954111212867	277.3182890004125	0.7877625057844047
ENSDARG00000007708	0.6866488510198322	0.9451233532287135	-0.11159081005992007	21	3789839	3796461	-1	protein_coding	nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]	3392	5078	3826	675	4202	3689	4064	3673	5256	4678	880	3176	3519	3184	4513	1381	3265	4828	2784	6631	4765	3218	5423	5308	3853.4663757602348	4102.1288162969195	3807.498452761211	926.8815086651637	3856.392151393994	3559.561878583901	4106.559050767509	4023.5491464264096	6940.402476399174	3397.80231144377	847.050384713917	4064.462540342456	3809.1024940134726	3829.348428847432	6736.612374604452	1146.9841387066397	3172.89180829502	3603.0645990216185	3376.8426240670515	6576.626174738165	3276.0042883682027	3474.7739366108467	3847.5380764906517	4134.846848354465	0.7706942290246053
ENSDARG00000097973	0.8850315472536291	0.9850240095918621	-0.10089961168030442	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	179	252	0	411	448	374	0	359	175	593	196	173	0	208	288	311	194	618	305	201	305	379	594	312	203.35214659819636	203.57157575951626	0	564.3678519427885	411.15270914433825	360.8772411467549	0	393.2627671023907	231.08265475073352	430.71756534548007	188.66122204991785	221.39547212822575	0	250.15844007546036	429.9012550157505	258.2998313814373	188.52710897679444	461.2042092368186	369.9486351797596	199.351811359127	209.69177501622283	409.24155437399344	421.4341909340673	243.0429948542941	0.7535467166350788
ENSDARG00000117609	0.3681435208840547	0.8353074167780835	-0.2085959064876313	KN150127.1	27702	32057	-1	lincRNA	CABZ01079281.1	NA	223	273	237	216	141	185	132	148	303	347	119	168	430	262	169	250	236	166	185	258	481	148	132	430	253.33814911395413	220.53587373947596	235.85392924840747	296.6020827728524	129.40297319051717	178.50879575441087	133.38233137335413	162.1250404767516	400.1031107969843	252.03877769794533	114.54431338745013	214.99675906093597	465.4487276003959	315.1034197104357	252.26844478354806	207.63652040308463	229.34225628104892	123.8833312836762	224.3950737975591	255.88441458037195	330.6942419108301	159.80936687955415	93.65204242979274	334.96310188252073	0.7439272328456892
ENSDARG00000089781	0.3480382819759106	0.8254936036016187	0.24500397948609307	5	1239657	1274811	-1	protein_coding	ciz1a	cdkn1a interacting zinc finger protein 1a [Source:ZFIN;Acc:ZDB-GENE-100922-222]	120	182	133	131	67	156	76	133	136	380	61	121	115	83	105	46	107	194	61	171	313	73	99	202	136.32546140661208	147.0239158263173	132.35684637146917	179.8836705705725	61.48935605506844	150.5263358793951	76.79588776041601	145.69344853654027	179.58423454914148	276.00788335798046	58.71599257676015	154.84885622841222	124.480473660571	99.82283906857313	156.7348325578257	38.205119754167576	103.98144670369591	144.77931487369386	73.98972703595192	169.5978096637349	215.1918871477959	78.82489042032063	70.23903182234456	157.3547594889981	0.73998413130032
ENSDARG00000055120	0.6286254329132963	0.9312387752125524	0.17090535392892034	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1300	490	1381	366	461	471	1424	1198	306	578	407	962	1342	307	247	496	435	1544	236	1282	1651	336	481	1477	1476.8591652382977	395.83361953239273	1374.3218408947287	502.57575136511093	423.08347972218735	454.47374486663523	1438.9124233004263	1312.3364762915432	404.06452773556833	419.8225173181914	391.76080293018657	1231.11239414655	1452.6330056737938	369.22423607291506	368.7000346836472	411.9508564797199	422.7283113654927	1152.2642379638316	286.2553373849943	1271.4876724497553	1135.0856411533898	362.8104545373662	341.2623667328054	1150.5593057685653	0.7392210912403231
