Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000020711	0.35615900957492325	0.8289128316164903	-0.8630801320363516	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	255	14	10	7	5	11	303	351	480	7	5	9	681	584	2	7	15	540	361	395	491	11	14	4	289.6916054890507	11.309531986639792	9.95164258432099	9.6121045343054	4.5887579145573465	10.61403650431632	306.17307883429015	384.4992514009447	633.8267101734406	5.084355746068062	4.812786276783619	11.51768352112157	737.1408918508596	702.3679279041772	2.985425382053823	5.81382257128637	14.576838322948024	402.9939692360551	437.8736304914531	391.7610223226625	337.56938207529646	11.877723214020918	9.932792378917412	3.115935831465309	2.177951010404831
ENSDARG00000078069	0.8216194281522279	0.9734185523086182	0.11458308195576064	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	205	868	819	490	766	741	252	367	7	858	529	521	12	19	416	1122	809	556	322	329	522	690	703	917	232.88932990296232	701.1909831716672	815.0395276558891	672.8473174013781	702.9977125101855	715.0000954271268	254.6389962582215	402.02628280383675	9.24330619002934	623.1967471609138	509.1927880837069	666.7459016115931	12.989266816755235	22.85101135304686	620.9684794671953	931.8727035690439	786.1774802176634	414.93453128749377	390.568723042238	326.3022185927999	358.88231658514206	745.0571834249484	498.7680744556386	714.3282893634221	1.138205730510428
ENSDARG00000094104	0.04605914532482558	0.38277144118748313	1.546543198465836	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	8	342	63	196	235	112	128	7	5	112	2	96	81	5	8	11	77	155	1	0	4	79	6	55	9.088364093774139	276.2757099593435	62.69534828122224	269.1389269605512	215.6716219841953	108.07018986212982	129.34044254385856	7.668076238765278	6.602361564306672	81.34969193708899	1.9251145107134475	122.85529089196342	87.67755101309783	6.013424040275489	11.941701528215292	9.136006897735724	74.82777005779985	115.6741948733121	1.2129463448516709	0	2.750056065786529	85.30364853705932	4.256911019536034	42.844117682648	1.0892458956151403
ENSDARG00000103277	0.39593987897603977	0.8495409398328009	-0.39732764552705757	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	38	44	45	126	118	37	60	416	49	281	139	43	76	57	337	208	52	105	79	60	204	358	250	64	43.16972944542716	35.5442433865822	44.782391629444454	173.0178816174972	108.29468678355337	35.70175915088217	60.628332442433695	455.7028164751937	64.70314333020539	204.10056637787505	133.7954584945846	55.02893237869195	82.26535650611649	68.55303405914059	503.04417687606923	172.7535849753664	50.53303951955315	78.35993846256626	95.82276124328199	59.508003390784175	140.25285935511297	386.56590096540805	177.37129248066807	49.85497330344494	0.9151848688159672
ENSDARG00000041433	0.05063881228519674	0.40091876749161104	0.8213735413154483	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	397	1738	678	1409	1202	522	1144	399	170	783	199	743	830	437	291	308	657	1108	171	276	44	584	164	764	451.0100681535416	1403.997613769997	674.7213672169631	1934.7793269766157	1103.137402659586	503.6842777502836	1155.9802052357359	437.08034560962085	224.48029318642685	568.7215070244703	191.54889381598804	950.8487617992586	898.4242881589037	525.5732611200777	434.37939308883125	255.80819313660027	638.4655185451235	826.8839220621279	207.4138249696357	273.73681559760723	30.25061672365182	630.599123362565	116.35556786731826	595.1437438098741	0.9064841465311693
ENSDARG00000096655	0.28114040783082517	0.7776033775911435	-0.4145339858159121	20	14657141	14661432	1	antisense	BX901920.1	NA	93	737	463	332	887	295	104	141	69	466	367	110	141	131	721	697	413	130	376	404	815	409	605	577	105.65223259012437	595.3660767252519	460.7610516540618	455.88838648419903	814.0456540424733	284.6491607975741	105.08910956688507	154.4569642379863	91.11258958743207	338.4728253811024	353.2585127159176	140.77168748037474	152.623885096874	157.55170985521784	1076.2458502304032	578.8906188838	401.3489484918356	97.01706666793919	456.0678256642282	400.6872228312801	560.3239234040053	441.6353449576868	429.23852780321675	449.47374368887085	0.8690827680997895
ENSDARG00000052207	0.16380318741723168	0.6518060890037645	0.5579645990211939	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	3290	288	2342	2353	295	1982	2814	2845	2320	3039	1570	956	1943	2062	103	1626	2196	1530	1107	2767	1284	1131	1674	900	3737.5897335646146	232.65322943944716	2330.674693247976	3231.0402813172295	270.73671695888345	1912.4563955959045	2843.4687915501404	3116.525271326745	3063.495765838296	2207.3367303286914	1511.2148909100563	1223.4339384658024	2103.1787854129516	2479.936074209612	153.7494071757719	1350.4679287016625	2134.0491304795905	1141.8162461688228	1342.7316037507996	2744.3107563716635	882.7679971174758	1221.2459050052416	1187.6781744505533	701.0855620796946	0.7609233479691552
ENSDARG00000105265	0.9485527028924217	0.9935217966565059	-0.07442885005001547	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	175	279	0	0	336	373	311	279	248	0	323	282	246	234	0	352	0	825	222	0	328	0	899	342	198.80796455130928	225.38281601946443	0	0	308.36453185825366	359.9123287372716	314.2568564932813	305.62761008793035	327.47713358961096	0	310.9059934802218	360.88741699514253	266.2799697434823	281.4282450848929	0	292.35222072754317	0	615.6852307773064	269.2740885570709	0	225.5045973944954	0	637.8271677604824	266.41251359028394	0.758071460104578
ENSDARG00000003197	0.5105074012538555	0.8962050310038869	-0.6234787211788709	16	3185541	3189799	1	protein_coding	wdr21	WD repeat domain 21 [Source:ZFIN;Acc:ZDB-GENE-040109-2]	55	1	2	2	3	2	56	47	64	5	3	0	108	74	2	2	7	90	32	49	65	0	0	2	62.482503144697205	0.8078237133314138	1.990328516864198	2.7463155812301143	2.753254748734408	1.9298248189666038	56.58644361293811	51.48565474599544	84.5102280231254	3.6316826757629013	2.8876717660701714	0	116.90340135079711	88.99867579607725	2.985425382053823	1.6610921632246771	6.802524550709078	67.16566153934251	38.81428303525347	48.59820276914041	44.6884110690311	0	0	1.5579679157326545	0.7379309449246244
ENSDARG00000039099	0.942874483221296	0.9922874796153455	-0.020245667993479165	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	697	1013	2491	1630	1065	1274	958	545	229	1491	1015	992	573	621	389	2295	1717	1018	1058	1738	2622	1007	1166	1176	791.8237216700719	818.3254216047221	2478.9541677543584	2238.2471987025433	977.4054358007148	1229.2984096817268	968.0323746641914	597.0145071610109	302.3881596452456	1082.967773912497	976.9956141870747	1269.5046725502887	620.2374905000624	746.8672658022158	580.6652368094686	1906.103257300317	1668.5620933667838	759.7182605227854	1283.2972328530677	1723.748498219715	1802.6617511230697	1087.3515705926422	827.2597081298359	916.0851344508009	0.7091748051999142
ENSDARG00000092044	0.054098416956999094	0.4123157507971146	0.49822664730341193	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	368	1073	805	158	845	1098	875	210	342	1342	552	604	303	778	352	481	408	578	427	586	247	403	565	687	418.0647483136104	866.7948444046069	801.1072280378397	216.95893091717906	775.5000875601916	1059.4738256126655	884.163181452158	230.04228716295833	451.6015309985764	974.7436301747626	531.3316049569115	772.9645385286032	327.97898712306966	935.6887806668661	525.4348672414728	399.49266525553486	396.49000238418625	431.3528041082219	517.9280892516634	581.1948331166587	169.81596206231816	435.15658684094814	400.85912100630986	535.1619790541669	0.6801581347729397
ENSDARG00000091847	0.9464424318705115	0.9930613265578804	-0.0459369913462987	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	171	155	0	283	130	285	0	310	144	423	180	124	0	147	235	135	151	334	207	169	167	279	494	159	194.2637825044222	125.21267556636913	0	388.6036547440612	119.30770577849101	275.00003670274106	0	339.58623343103375	190.14801305203216	307.2403543695414	173.2603059642103	158.68808406878608	0	176.7946667840994	350.7874823913242	112.1237210176657	146.7401724510101	249.2592328237822	251.07989338429584	167.61420955070875	114.81484074658759	301.26225242834875	350.4856739418001	123.85844930074603	0.6779971702924982
ENSDARG00000068951	8.819068087645166e-4	0.030273269904333332	1.8320524797742177	18	15758375	15768336	1	protein_coding	si:ch211-219a15.4	si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308]	123	242	46	143	187	105	112	412	160	243	130	190	92	42	177	16	45	118	9	13	7	8	7	14	139.7335979417774	195.49333862620213	45.77755588787655	196.3615640579532	171.61954600444477	101.31580299574671	113.17288722587622	451.32105862447065	211.2755700578135	176.499778042077	125.1324431963741	243.15109655701093	99.5843789284568	50.512761938314114	264.21014631176337	13.288737305797417	43.73051496884407	88.06164512936019	10.916517103665036	12.893400734669905	4.812598115126426	8.638344155651577	4.966396189458706	10.905775410128582	0.6649917861057104
ENSDARG00000091783	0.53016373530604	0.9025798385875011	-0.29321302669717503	3	30998362	31019832	-1	protein_coding	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN;Acc:ZDB-GENE-131121-547]	366	68	87	405	67	80	32	64	95	92	193	95	241	328	244	59	177	72	140	32	458	197	239	100	415.79265729016686	54.93201250653614	86.57929048359262	556.1289051990982	61.48935605506844	77.19299275866416	32.33511063596464	70.10812561156825	125.44486972182676	66.82296123403738	185.7735502838477	121.57554827850547	260.86777523650096	394.48061704207214	364.22189661056643	49.002218815127975	172.0066922107867	53.73252923147401	169.81248827923392	31.737601808418226	314.8814195325576	212.71922483292008	169.56695561151867	77.89839578663272	0.6605151215313719
