Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000078674	9.872162172512043e-43	3.345252667599795e-39	3.841087089738927	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	581	1524	825	684	1410	1211	1072	1949	570	2881	1277	1316	84	59	84	249	174	110	35	37	104	39	57	96	660.0424423103468	1231.1233391170747	821.0105132064817	939.2399287806992	1294.0297319051717	1168.5089278842786	1083.2262063048154	2135.0115127647896	752.6692183309606	2092.5755577745836	1229.1856150905362	1684.1412793106651	90.92486771728665	70.95840367525078	125.38786604626057	206.8059743214723	169.0913245461971	82.09136410364086	42.45312206980848	36.696602090983575	71.50145771044976	42.111927758801436	40.44065468559232	74.78245995516741	1.3399975428912392
ENSDARG00000043093	3.4043758119920645e-6	3.62262003710528e-4	2.1909173349356816	8	19356072	19359834	1	protein_coding	mpeg1.2	macrophage expressed 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050522-305]	899	1265	703	600	944	978	892	1143	628	1245	623	523	555	65	483	104	165	516	31	62	48	60	81	30	1021.3049150378689	1021.8969973642384	699.6004736777656	823.8946743690343	866.357494268427	943.6843364746693	901.3412089775143	1252.0873058441018	829.256612476918	904.2889862649624	599.6731700872389	669.305386838509	600.7535902749296	78.17451252358137	720.9802297659983	86.3767924876832	160.34522155242826	385.0831261588971	37.601336690401794	61.49160350381032	33.00067278943835	64.78758116738682	57.468298763736456	23.369518735989818	1.2537730428249572
ENSDARG00000052779	0.004949863804886078	0.10343199336849557	1.4038048399913508	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1624	1845	966	979	1741	1852	1772	1395	959	2443	1459	1093	1378	599	1160	286	1006	1339	98	152	39	214	35	213	1844.9379110361501	1490.4347510964583	961.3286736454077	1344.321477012141	1597.805505848868	1787.0177823630752	1790.5567514665418	1528.1380504396518	1266.3329480340196	1774.4401553777534	1404.37103556546	1398.7586765095418	1491.6008061240593	720.4082000250037	1731.5467215912174	237.53617934112884	977.6199568590475	999.2757866797737	118.86874179546373	150.75360858998658	26.81304664141866	231.07570616367965	24.83198094729353	165.9235830255277	1.2056590494102404
ENSDARG00000079227	3.70821583691507e-4	0.016139243972775313	1.9461172358192262	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	648	625	312	397	599	594	408	878	405	943	638	383	350	38	459	149	129	351	44	12	8	61	14	39	736.1574915957052	504.8898208321336	310.4912486308149	545.1436428741778	549.7331981639701	573.1579712330813	412.27266060854913	961.795848233702	534.7912867088404	684.9353526488832	614.1115289175898	490.1414209543957	378.85361548869435	45.70202270609372	685.1551251813524	123.75136616023845	125.36080957735301	261.9460800034358	53.369639173473516	11.901600678156836	5.500112131573058	65.86737418684326	9.932792378917412	30.380374356786763	1.1547468021170506
ENSDARG00000031588	5.811097675287706e-4	0.02259659620620072	1.3649447512055894	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	4681	6342	3265	3014	6376	4947	5318	5047	2993	6523	4290	4065	3940	1384	3392	1552	2880	4907	659	609	244	800	503	957	5317.829040369593	5123.217989947826	3249.211303780803	4138.697580913783	5851.5840926435285	4773.421689713895	5373.691198814373	5528.682968149766	3952.173632393974	4737.893218800281	4129.370625480346	5202.153723706576	4264.809271501302	1664.5157743482555	5063.281447963284	1289.0075186623494	2798.7529580060204	3662.0211241505967	799.331641257251	604.0062344164594	167.75342001297827	863.8344155651577	356.87104047110415	745.4876476780752	1.123725836998536
ENSDARG00000007344	3.329470315518675e-56	3.9487517942051484e-52	2.83591661014983	3	21240594	21242460	-1	protein_coding	tcap	titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]	1675	3061	1493	1880	2189	1896	1893	2984	1373	3956	2652	1886	387	255	299	724	401	306	208	270	386	153	296	319	1902.8762321339605	2472.7483865074573	1485.7802378391239	2581.5366463563078	2008.9582149932062	1829.4739283803406	1912.823888558783	3268.79135663937	1813.0084855586122	2873.3873330636075	2552.7018412060315	2413.594568981698	418.9038548403563	306.68462605404994	446.3210946170466	601.3153630873331	389.6874778334772	228.36324923376455	252.29283972914752	267.7860152585288	265.38041034840006	165.2083319768364	210.007610297111	248.4958825593584	1.1002155834828482
ENSDARG00000002204	3.5129608011110806e-51	2.7775810067451613e-47	2.961109714824516	21	20383837	20384878	1	protein_coding	hspb11	heat shock protein, alpha-crystallin-related, b11 [Source:NCBI gene;Acc:796767]	857	2043	713	867	1462	1075	1309	1895	1061	3162	1483	1442	174	176	168	432	202	191	115	146	183	126	159	273	973.5910035455546	1650.3838463360782	709.5521162620865	1190.5278044632546	1341.7528142165681	1037.2808401945497	1322.7081194524285	2075.8577817800287	1401.0211239458758	2296.6761241524587	1427.4724096940215	1845.3888486063672	188.3443688429509	211.67252621769723	250.77573209252114	358.79590725653026	196.3014227490334	142.5404594890491	139.48882965794215	144.80280825090816	125.8150650097337	136.0539204515123	112.8081420177049	212.66262049750733	1.0920706068361725
ENSDARG00000062788	7.643735483855783e-5	0.004860841975256278	1.677436918681839	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	1059	1512	922	1065	1027	956	923	1961	984	1522	728	865	970	109	780	552	437	659	110	104	175	70	180	112	1203.0721969133517	1221.4294545570976	917.5414462743953	1462.4130470050359	942.530875650079	922.4562634660366	932.665847406105	2148.1567863169585	1299.344755855553	1105.4842065022272	700.741681899695	1106.9773606411286	1049.9657343543815	131.09264407800566	1164.315899000991	458.4614370500109	424.67188980855246	491.8018994936302	133.42409793368378	103.14720587735924	120.31495287816065	75.58551136195129	127.70733058608101	87.24620328102866	1.0559761241280485
ENSDARG00000104919	2.4387547337196934e-4	0.011805563731394108	1.729037436718776	14	11430796	11438060	1	protein_coding	si:ch211-153b23.3	si:ch211-153b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-408]	586	906	542	747	567	517	512	1242	555	866	413	566	617	42	495	261	268	384	35	55	70	39	98	53	665.7226698689557	731.8882842782609	539.3790280701977	1025.7488695894478	520.3651475108031	498.8597157028671	517.3617701754342	1360.5358126494964	732.8621336380406	629.0074394421345	397.53614646232694	724.3343192172009	667.8648021614983	50.512761938314114	738.8927820583212	216.77252730082037	260.4395113700047	286.57348923452804	42.45312206980848	54.54900310821883	48.12598115126426	42.111927758801436	69.52954665242189	41.286149766915344	1.05383795181383
ENSDARG00000036767	0.002621499031641294	0.06825681342539132	1.475606707802416	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]	485	850	518	383	650	764	541	634	341	737	382	387	586	51	380	90	229	745	76	25	42	71	24	72	550.9820731850572	686.6501563317017	515.4950858678272	525.9194338055669	596.538528892455	737.1930808452427	546.6654641892771	694.508619339598	450.28105868571504	535.3100264074517	367.6968715462685	495.2603914082275	634.309196218214	61.336925210809994	567.2308225902264	74.74914734511047	222.53973173033984	555.982420520113	92.18392220872698	24.79500141282674	28.875588690758555	76.66530438140774	17.027644078144135	56.086844966375565	1.0302108452215988
