Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000035438	0.32544096461537486	0.8109706892481872	0.46947335563064474	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	681	1027	710	1188	1026	1127	794	1117	607	1504	1261	908	19	574	756	1219	32	615	573	35	1374	1023	1761	1910	773.6469934825236	829.634953591362	706.5666234867903	1631.3114552506881	941.6131240671675	1087.4562854876813	802.3149326548726	1223.6058798144022	801.52669390683	1092.4101488694807	1213.7846990048288	1162.0062930198205	20.566339126529122	690.3410798236262	1128.4907944163451	1012.4356734854407	31.097255088955784	458.96535385217385	695.0182556000074	34.71300197795743	944.6442585976728	1104.6282589039454	1249.4033842338258	1487.859359524685	1.055626129595497
ENSDARG00000026403	0.05592702154288112	0.41825333267545506	-1.1029482701535354	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	10	28	24	19	26	190	318	164	97	221	22	12	301	308	225	220	34	205	298	20	22	144	242	356	11.360455117217674	22.619063973279584	23.883942202370378	26.08999802168609	23.861541155698202	183.33335780182736	321.3301619448986	179.65207187964367	128.08581434754944	160.52037426872022	21.176259617847922	15.356911361495428	325.8141093202771	370.42692088097016	335.8603554810551	182.7201379547145	33.04083353201552	152.98845128405796	361.4580107657979	19.83600113026139	15.12530836182591	155.49019480172836	171.6954111212867	277.3182890004125	1.0341657358717715
ENSDARG00000092578	0.2718627194531426	0.7697023379347795	-1.022539145786814	10	28428222	28431809	1	protein_coding	si:ch211-222e20.4	si:ch211-222e20.4 [Source:ZFIN;Acc:ZDB-GENE-091118-60]	2	1	0	2	0	73	170	69	53	114	1	5	151	145	77	107	3	84	113	0	2	57	98	137	2.2720910234435348	0.8078237133314138	0	2.7463155812301143	0	70.43860589228105	171.78027525356214	75.58532292497203	69.98503258165073	82.80236500739414	0.9625572553567238	6.398713067289761	163.4482741108367	174.38929716798918	114.93887720907219	88.86843073252022	2.915367664589605	62.687950770053014	137.0629369682388	0	1.3750280328932645	61.54820210901748	69.52954665242189	106.72080222768683	0.9185422000302481
ENSDARG00000078674	9.872162172512043e-43	3.345252667599795e-39	3.841087089738927	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	581	1524	825	684	1410	1211	1072	1949	570	2881	1277	1316	84	59	84	249	174	110	35	37	104	39	57	96	660.0424423103468	1231.1233391170747	821.0105132064817	939.2399287806992	1294.0297319051717	1168.5089278842786	1083.2262063048154	2135.0115127647896	752.6692183309606	2092.5755577745836	1229.1856150905362	1684.1412793106651	90.92486771728665	70.95840367525078	125.38786604626057	206.8059743214723	169.0913245461971	82.09136410364086	42.45312206980848	36.696602090983575	71.50145771044976	42.111927758801436	40.44065468559232	74.78245995516741	0.9072229401930247
ENSDARG00000002204	3.5129608011110806e-51	2.7775810067451613e-47	2.961109714824516	21	20383837	20384878	1	protein_coding	hspb11	heat shock protein, alpha-crystallin-related, b11 [Source:NCBI gene;Acc:796767]	857	2043	713	867	1462	1075	1309	1895	1061	3162	1483	1442	174	176	168	432	202	191	115	146	183	126	159	273	973.5910035455546	1650.3838463360782	709.5521162620865	1190.5278044632546	1341.7528142165681	1037.2808401945497	1322.7081194524285	2075.8577817800287	1401.0211239458758	2296.6761241524587	1427.4724096940215	1845.3888486063672	188.3443688429509	211.67252621769723	250.77573209252114	358.79590725653026	196.3014227490334	142.5404594890491	139.48882965794215	144.80280825090816	125.8150650097337	136.0539204515123	112.8081420177049	212.66262049750733	0.8870968853272521
ENSDARG00000045835	0.8988019902535392	0.9874917232641056	-0.091928133876319	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	653	897	649	651	0	1038	1146	756	82	2128	755	34	806	631	711	77	581	185	660	142	2	2321	1887	932	741.8377191543141	724.6178708582781	645.8616037224323	893.9257216904023	0	1001.5790810436674	1158.0011496504835	828.1522337866501	108.27872965462942	1545.6441468046908	726.7307277943264	43.51124885757038	872.4457545253932	758.8941138827668	1061.318723320134	63.95204828415007	564.6095377088535	138.0627487197596	800.5445876021028	140.83560802485587	1.3750280328932645	2506.1995981584137	1338.7985156440825	726.013048731417	0.8336903984424768
ENSDARG00000103285	0.513736990301574	0.8977757421143715	0.5952254258874446	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	87	191	6	1	1	144	126	5	106	177	89	1	2	0	1	121	4	3	4	87	207	1	140	184	98.83595951979376	154.29432924630004	5.970985550592594	1.3731577906150572	0.9177515829114693	138.94738696559548	127.31949812911076	5.47719731340377	139.97006516330146	128.5615667220067	85.66759572674842	1.2797426134579521	2.1648778027925393	0	1.4927126910269115	100.49607587509297	3.887156886119473	2.2388553846447503	4.851785379406683	86.28660491663706	142.31540140445287	1.0797930194564471	99.32792378917412	143.3330482474042	0.8320032554208422
ENSDARG00000068006	0.6998720405911945	0.9483133951769046	-0.290057057480417	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	302	342	293	14	74	298	210	32	55	55	30	24	24	789	13	28	13	23	65	44	75	779	19	13	343.08574453997375	276.2757099593435	291.58312772060503	19.2242090686108	67.91361713544873	287.54389802602395	212.19916354851793	35.05406280578413	72.6259772073734	39.94850943339191	28.876717660701715	30.713822722990855	25.97853363351047	948.9183135554723	19.405264983349852	23.25529028514548	12.633259879888287	17.164557948943088	78.8415124153586	43.639202486575066	51.56355123349742	841.1587621565723	13.480218228530774	10.126791452262255	0.7221316267849964
ENSDARG00000007344	3.329470315518675e-56	3.9487517942051484e-52	2.83591661014983	3	21240594	21242460	-1	protein_coding	tcap	titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]	1675	3061	1493	1880	2189	1896	1893	2984	1373	3956	2652	1886	387	255	299	724	401	306	208	270	386	153	296	319	1902.8762321339605	2472.7483865074573	1485.7802378391239	2581.5366463563078	2008.9582149932062	1829.4739283803406	1912.823888558783	3268.79135663937	1813.0084855586122	2873.3873330636075	2552.7018412060315	2413.594568981698	418.9038548403563	306.68462605404994	446.3210946170466	601.3153630873331	389.6874778334772	228.36324923376455	252.29283972914752	267.7860152585288	265.38041034840006	165.2083319768364	210.007610297111	248.4958825593584	0.693081119558182
ENSDARG00000115161	0.9820541512795627	0.9974181598048526	0.011221465042683513	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	4	703	482	345	530	378	448	355	824	457	208	128	488	472	432	582	3	303	253	460	563	507	660	443	4.5441820468870695	567.9000704719839	479.6691725642717	473.73943776219477	486.4083389430787	364.7368907846881	452.6915489035049	388.8810092516677	1088.0691857977395	331.9357965647292	200.21190911419856	163.80705452261788	528.2301838813795	567.6672294020062	644.8518825236258	483.37781949838103	2.915367664589605	226.1243938491198	306.8754252474727	456.22802599601204	387.07039125945397	547.4550608644187	468.2602121489637	345.08989333478297	0.6785652026701139
