Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000069827	3.42905703832e-11	2.25151885136e-07	9	22098575	22099536	-1	protein_coding	crygm2d11	crystallin, gamma M2d11 [Source:ZFIN;Acc:ZDB-GENE-071004-42]
ENSDARG00000069765	1.48143695089e-08	4.86355750977e-05	16	45456066	45691220	1	protein_coding	syngap1b	synaptic Ras GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-100921-2]
ENSDARG00000051816	1.03388709705e-07	0.000201394381429	25	28279577	28336106	1	protein_coding	aass	aminoadipate-semialdehyde synthase [Source:ZFIN;Acc:ZDB-GENE-061220-8]
ENSDARG00000006257	1.22689236326e-07	0.000201394381429	10	15255012	15305767	1	protein_coding	vldlr	very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000070057	3.08502630886e-07	0.000405125654879	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]
ENSDARG00000053272	5.22807419689e-07	0.000563338061134	6	47869397	47953829	-1	protein_coding	RAP1GAP	si:dkey-166d12.2 [Source:ZFIN;Acc:ZDB-GENE-131119-39]
ENSDARG00000006257	6.00573625942e-07	0.000563338061134	10	15255012	15305767	1	protein_coding	vldlr	very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000069356	7.63220666888e-07	0.000626413362348	11	7432533	7737642	1	protein_coding	adgrl2a	adhesion G protein-coupled receptor L2a [Source:ZFIN;Acc:ZDB-GENE-000607-49]
ENSDARG00000079295	4.68286038324e-06	0.00341640680848	21	14381227	14630840	-1	protein_coding	cacna1bb	calcium channel, voltage-dependent, N type, alpha 1B subunit, b [Source:ZFIN;Acc:ZDB-GENE-090514-4]
ENSDARG00000057353	8.10372530924e-06	0.00532090603805	7	17992455	18074041	1	protein_coding	ehbp1l1a	EH domain binding protein 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-080917-27]
ENSDARG00000053535	1.05699280226e-05	0.00630928612694	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]
ENSDARG00000062790	1.91296848387e-05	0.0104671258876	13	28819768	28902920	1	protein_coding	CU639469.1	transforming, acidic coiled-coil containing protein 2 [Source:NCBI gene;Acc:569976]
ENSDARG00000006257	2.86501168497e-05	0.0144705128642	10	15255012	15305767	1	protein_coding	vldlr	very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000079456	4.27944798068e-05	0.0200706110294	19	1879611	1929310	-1	protein_coding	si:ch211-149a19.3	si:ch211-149a19.3 [Source:ZFIN;Acc:ZDB-GENE-081104-128]
ENSDARG00000045947	7.63112629965e-05	0.0334039835223	12	4377624	4388704	-1	protein_coding	hrc	histidine rich calcium binding protein [Source:ZFIN;Acc:ZDB-GENE-041008-189]
ENSDARG00000057013	8.95825420504e-05	0.0367624356939	2	44049081	44183613	-1	protein_coding	cadm3	cell adhesion molecule 3 [Source:ZFIN;Acc:ZDB-GENE-060512-196]
ENSDARG00000075707	0.000140337328957	0.0516634168534	17	14796926	14876758	-1	protein_coding	nid2a	nidogen 2a (osteonidogen) [Source:ZFIN;Acc:ZDB-GENE-030827-2]
ENSDARG00000077301	0.000144667107232	0.0516634168534	15	1148074	1162658	1	protein_coding	mlf1	myeloid leukemia factor 1 [Source:ZFIN;Acc:ZDB-GENE-080917-7]
ENSDARG00000071877	0.000149498160252	0.0516634168534	12	455552	464007	-1	protein_coding	dhrs7cb	dehydrogenase/reductase (SDR family) member 7Cb [Source:NCBI gene;Acc:553684]
ENSDARG00000088870	0.000205454529685	0.0674507220956	4	30145984	30174588	-1	protein_coding	si:ch211-22k7.9	si:ch211-22k7.9 [Source:ZFIN;Acc:ZDB-GENE-070424-160]
ENSDARG00000090687	0.000232850176741	0.0681255489652	15	3125136	3162586	1	protein_coding	rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:ZFIN;Acc:ZDB-GENE-071016-3]
ENSDARG00000015552	0.000246890830595	0.0681255489652	19	15142527	15229421	-1	protein_coding	phactr4a	phosphatase and actin regulator 4a [Source:NCBI gene;Acc:569383]
ENSDARG00000045064	0.000247024626768	0.0681255489652	12	30046320	30220346	1	protein_coding	ablim1b	actin binding LIM protein 1b [Source:ZFIN;Acc:ZDB-GENE-050327-91]
ENSDARG00000051975	0.000249012058356	0.0681255489652	1	33353174	33380340	-1	protein_coding	cd99	CD99 molecule [Source:ZFIN;Acc:ZDB-GENE-061103-391]
ENSDARG00000098592	0.00027173498894	0.0713684774952	8	19398335	19467011	-1	protein_coding	zgc:92140	zgc:92140 [Source:ZFIN;Acc:ZDB-GENE-040912-161]
ENSDARG00000104387	0.000311556107267	0.0786799000121	10	44811700	44901444	1	protein_coding	SLC4A5	si:ch211-48m9.1 [Source:ZFIN;Acc:ZDB-GENE-060531-64]
ENSDARG00000087285	0.0003904069803	0.0934100460599	6	14301214	14312611	1	protein_coding	tmem182b	transmembrane protein 182b [Source:ZFIN;Acc:ZDB-GENE-131121-565]
ENSDARG00000104480	0.000398337083411	0.0934100460599	21	10253976	10488379	-1	protein_coding	hcn1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1 [Source:ZFIN;Acc:ZDB-GENE-110520-1]
ENSDARG00000097017	0.00042457800256	0.0936010094768	18	10784730	10921383	1	protein_coding	mical3a	microtubule associated monooxygenase, calponin and LIM domain containing 3a [Source:NCBI gene;Acc:402881]
