Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000102128	2.35202968213e-11	3.95517311347e-07	4	151506	178510	-1	protein_coding	eps8a	epidermal growth factor receptor pathway substrate 8a [Source:ZFIN;Acc:ZDB-GENE-040426-871]
ENSDARG00000000540	4.50662951401e-10	3.78917409538e-06	9	41079669	41090343	-1	protein_coding	asdurf	asnsd1 upstream reading frame [Source:ZFIN;Acc:ZDB-GENE-170731-1]
ENSDARG00000006524	1.32208755055e-09	7.41074141668e-06	21	26028947	26058547	1	protein_coding	supt6h	SPT6 homolog, histone chaperone and transcription elongation factor [Source:NCBI gene;Acc:337866]
ENSDARG00000078142	2.51021481379e-09	1.05529430772e-05	12	899223	961014	-1	protein_coding	SPAG9	sperm associated antigen 9b [Source:NCBI gene;Acc:100333761]
ENSDARG00000076790	5.38349409496e-09	1.79082903452e-05	9	22157282	22158325	-1	protein_coding	crygm2d16	crystallin, gamma M2d16 [Source:ZFIN;Acc:ZDB-GENE-071004-53]
ENSDARG00000000212	6.38973252087e-09	1.79082903452e-05	22	11756040	11759106	1	protein_coding	krt97	keratin 97 [Source:ZFIN;Acc:ZDB-GENE-040718-78]
ENSDARG00000000212	1.91702703711e-08	4.60524666515e-05	22	11756040	11759106	1	protein_coding	krt97	keratin 97 [Source:ZFIN;Acc:ZDB-GENE-040718-78]
ENSDARG00000104177	3.18889115114e-08	6.7030491997e-05	24	31374324	31404622	1	protein_coding	cpne3	copine III [Source:ZFIN;Acc:ZDB-GENE-040426-763]
ENSDARG00000104347	7.48111163018e-08	0.000139780414637	13	216320	226393	-1	protein_coding	rtn4b	reticulon 4b [Source:ZFIN;Acc:ZDB-GENE-030710-2]
ENSDARG00000044692	2.57617855826e-07	0.000401463318561	21	19907759	19916021	-1	protein_coding	eri1	exoribonuclease 1 [Source:ZFIN;Acc:ZDB-GENE-050522-39]
ENSDARG00000039605	2.62612779744e-07	0.000401463318561	13	18628920	18637244	-1	protein_coding	mat1a	methionine adenosyltransferase I, alpha [Source:ZFIN;Acc:ZDB-GENE-030131-6127]
ENSDARG00000058371	3.99861191935e-07	0.000560338816965	23	10173196	10177458	-1	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]
ENSDARG00000058371	7.96176498952e-07	0.00100265898691	23	10173196	10177458	-1	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]
ENSDARG00000062549	8.34754151802e-07	0.00100265898691	9	23244292	23253870	-1	protein_coding	acmsd	aminocarboxymuconate semialdehyde decarboxylase [Source:ZFIN;Acc:ZDB-GENE-070410-103]
ENSDARG00000036888	1.11064497421e-06	0.00124510705909	25	27714932	27735763	-1	protein_coding	zgc:153935	zgc:153935 [Source:ZFIN;Acc:ZDB-GENE-061103-148]
ENSDARG00000062198	1.33174705197e-06	0.00139966615162	1	16621345	16654161	1	protein_coding	pcm1	pericentriolar material 1 [Source:ZFIN;Acc:ZDB-GENE-030131-428]
ENSDARG00000093608	1.59533725319e-06	0.00149586146095	24	27396989	27400630	-1	protein_coding	ccl34b.1	chemokine (C-C motif) ligand 34b, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-091204-276]
ENSDARG00000075625	1.60118377124e-06	0.00149586146095	11	16329776	16395956	-1	protein_coding	lrig1	leucine-rich repeats and immunoglobulin-like domains 1 [Source:ZFIN;Acc:ZDB-GENE-031113-23]
ENSDARG00000095236	2.32141897105e-06	0.00205457796933	22	13711434	13716585	-1	processed_transcript	CT990618.1	
ENSDARG00000020007	3.07760966356e-06	0.00258765420512	19	40983221	41002980	1	protein_coding	col1a2	collagen, type I, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8415]
ENSDARG00000029150	5.54044509127e-06	0.00427012941775	20	51197758	51213829	1	protein_coding	hsp90ab1	heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-031001-3]
ENSDARG00000010035	5.58651565119e-06	0.00427012941775	3	36136530	36153591	-1	protein_coding	engase	endo-beta-N-acetylglucosaminidase [Source:NCBI gene;Acc:561239]
ENSDARG00000025789	7.10106724167e-06	0.00519180637982	16	31761825	31791165	-1	protein_coding	chd4b	chromodomain helicase DNA binding protein 4b [Source:ZFIN;Acc:ZDB-GENE-030131-4532]
ENSDARG00000028845	7.9343289765e-06	0.0055593198362	19	40716975	40826024	-1	protein_coding	calcr	calcitonin receptor [Source:ZFIN;Acc:ZDB-GENE-060503-420]
ENSDARG00000060597	1.19356838592e-05	0.00802841839105	23	44190852	44233410	-1	protein_coding	zgc:158659	zgc:158659 [Source:ZFIN;Acc:ZDB-GENE-070112-492]
ENSDARG00000024846	1.75267270748e-05	0.0109621971909	9	23895711	23906205	1	protein_coding	cops8	COP9 signalosome subunit 8 [Source:NCBI gene;Acc:393198]
