Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000091783	0.059181774299580096	0.9998557456288198	-1.6914215900500789	3	30998362	31019832	-1	protein_coding	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN;Acc:ZDB-GENE-131121-547]	67	244	72	68	80	405	328	177	241	87	366	58.71025088871487	347.97836134363473	51.30403678407054	52.49412452609517	73.75035162890599	530.2553326631654	376.9178799964594	164.3389645341733	249.1989443066057	82.73320129538911	397.25122203335917	0.9404693028129429
ENSDARG00000103277	0.01499464843716443	0.7031981630053853	-2.2782354696630893	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	118	337	105	44	37	126	57	52	76	45	38	103.40014335624409	480.609458085266	74.81838697676953	33.96678645806158	34.10953762836902	164.96832571742922	65.5009730481652	48.28037376145204	78.58555920042338	42.793035152787475	41.24466239690614	0.6545197946815059
ENSDARG00000019763	0.9649488222720605	0.9998557456288198	0.04545544868345319	6	8355122	8362516	-1	protein_coding	acp5a	acid phosphatase 5a, tartrate resistant [Source:ZFIN;Acc:ZDB-GENE-040426-2864]	116	93	52	51	131	151	141	120	54	22	309	101.64759855359588	132.63109674163127	37.05291545516206	39.37059339457138	120.76620079233356	197.70013637564932	162.02872280335603	111.4162471418124	55.8371078529324	20.92103940802943	335.3842284379999	0.6424449357708324
ENSDARG00000097504	0.6164150269196236	0.9998557456288198	-0.4335925209879238	15	21180094	21198286	1	unprocessed_pseudogene	CR626907.3	NA	277	317	325	80	493	216	82	34	45	83	135	242.72745516677637	452.0866415816894	231.58072159476285	61.75779356011196	454.4865419131332	282.8028440870215	94.22946999911485	31.56793669018018	46.530923210777	78.92937594847467	146.5270900942718	0.6299139793998577
ENSDARG00000091847	0.7126592942263127	0.9998557456288198	-0.7925585937325025	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	130	235	334	155	285	283	147	151	0	0	171	113.91541217213332	335.1430939170252	237.99372619277167	119.65572502271692	262.73562767797756	370.52409665105137	168.92356207158394	140.19877765344728	0	0	185.60098078607763	0.6174424584797538
ENSDARG00000045835	0.9726463013382153	0.9998557456288198	-0.05902208202183606	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	0	711	185	897	1038	651	631	581	806	649	653	0	1013.9861267021487	131.82287229240347	692.4592602927554	956.9108123850552	852.3363495400511	725.1072630419692	539.4403299116084	833.4205357308058	617.1706625368682	708.7569617152556	0.6044552524609004
ENSDARG00000017490	0.41822724033189146	0.9998557456288198	-0.48564017109935564	21	11401247	11411365	1	protein_coding	cel.1	carboxyl ester lipase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1201]	1792	2101	1304	1024	1999	720	807	949	1279	548	1207	1570.2801431727917	2996.3218737007237	929.1731106448332	790.4997575694331	1842.8369113272884	942.6761469567385	927.3558815766547	881.1168211464998	1322.512239701862	521.1240725272785	1310.0607240280451	0.6005874280376049
ENSDARG00000088885	0.8533574069521339	0.9998557456288198	-0.22233745633646665	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	698	434	720	398	582	774	247	319	33	29	333	611.6381361242235	618.9451181276125	513.0403678407054	307.245022961557	536.533808100291	1013.3768579784938	283.83754987538254	296.1815236519846	34.12267702123647	27.577733765129704	361.43348889920384	0.5935164229721226
ENSDARG00000094929	0.669190938572567	0.9998557456288198	0.2651593683706295	16	23921610	23922868	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	976	277	958	996	347	155	204	260	378	311	72	855.2418636923239	395.04100857453614	682.6287116547163	768.8845298233939	319.8921501903797	202.93722608096454	234.42453511974915	241.4018688072602	390.8597549705268	295.74742072259784	78.14778138361163	0.5785111663237826
ENSDARG00000052734	1.6365038320564217e-5	0.0058964926003991554	1.0248488826831654	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	2196	395	1234	1819	1181	167	317	492	393	382	277	1924.294193307729	563.3256259456382	879.2941859936534	1404.2178310730458	1088.7395659217248	218.64849519691018	364.2773413380416	456.8066132814308	406.37006270745246	363.2653206303292	300.6518811563948	0.5718471902980125
ENSDARG00000079946	0.03795665809057375	0.9988096946870695	0.9494309490271203	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	933	143	527	675	374	46	59	137	91	68	37	817.5621504353876	203.93813800057282	375.51704701673856	521.0813831634447	344.7828938651355	60.22653161112496	67.79925280424118	127.2002154869025	94.09586693734904	64.6650308975455	40.15927654435598	0.5707230823459172
ENSDARG00000103025	2.2666084674066646e-4	0.048832560568932454	1.0943091108311267	10	6010570	6034397	1	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]	4177	685	2256	3235	2311	440	580	1005	765	721	536	3660.189820330776	976.9064652474991	1607.5264859008769	2497.3307770870274	2130.4632826800216	576.0798675846735	666.5011292620319	933.1110698126788	791.025694583209	685.6395187813282	581.7668169668866	0.5559028053870303
ENSDARG00000019532	0.1317618154453508	0.9998557456288198	0.6529319005953564	25	4133488	4148719	-1	protein_coding	fads2	fatty acid desaturase 2 [Source:NCBI gene;Acc:140615]	1288	236	986	1070	544	151	300	245	292	266	148	1128.6388529054439	336.56923474220406	702.5802815151882	826.0104888664976	501.50239107656074	197.70013637564932	344.74196341139583	227.47483791453365	301.93399061215297	252.9543855698104	160.63710617742393	0.5524241604002176
ENSDARG00000044276	0.7084111920501149	0.9998557456288198	-0.22836139387658166	10	15120711	15128771	-1	protein_coding	spp1	secreted phosphoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-050706-97]	355	297	339	244	381	356	383	479	319	139	598	311.0767024700564	423.56382507811276	241.55650652499878	188.3612703583415	351.2360496326648	466.10098377305405	440.12057328854866	444.73651984106783	329.85254453861916	132.18293080527687	649.0607398249966	0.5307820943766459
ENSDARG00000091209	0.6148171551941124	0.9998557456288198	-0.2062613473422314	10	36650222	36656693	1	protein_coding	ucp3	uncoupling protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1317]	335	285	361	380	297	1022	417	464	614	525	1016	293.5512544435743	406.4501351759668	257.23273998679815	293.3495194105318	273.79818042231346	1338.076419708037	479.1913291418402	430.80948894834125	634.8885966981572	499.2520767825205	1102.7520261909642	0.5216691539967278
ENSDARG00000055876	0.04425795444825361	0.9998557456288198	0.8058226172181434	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	1825	332	1067	1300	691	143	179	310	290	173	128	1599.197132416487	473.47875395937183	760.2973228972676	1003.5641453518194	637.0186621946755	187.2259569650189	205.6960381687995	287.8253051163487	299.86594958056287	164.5154462540496	138.9293891264207	0.52032743850644
ENSDARG00000042641	4.244520370950532e-4	0.07991169974065244	0.8099078185346866	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	2334	463	1470	1773	1183	176	322	476	429	309	257	2045.219784690455	660.3032020577987	1047.4574176747735	1368.7070997759813	1090.5833247124474	230.43194703386942	370.0230407282315	441.9511136625225	443.59480127607407	293.8455080491406	278.9441641053915	0.5157030886999799
ENSDARG00000045442	0.13052941716509364	0.9998557456288198	-0.7674355113158717	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	5264	7452	6325	3970	6137	2904	1992	2419	4255	2068	2704	4612.697920570075	10627.601429232647	4506.917120267308	3064.7305054205563	5657.573849332451	3802.127126058845	2289.0866370516683	2245.9658486337016	4399.757294707914	1966.5777043547664	2934.883345295637	0.5154494752558422
ENSDARG00000029822	0.4247609378695726	0.9998557456288198	-0.44963653268028964	21	11385031	11393979	1	protein_coding	cel.2	carboxyl ester lipase, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-061110-10]	1849	2004	1645	1135	2092	640	848	1263	1659	512	1261	1620.2276700482655	2857.986213658377	1172.1547293027227	876.1886961340884	1928.5716950958915	837.9343528504342	974.4706165762121	1172.6560011675756	1715.4400357039788	486.88964440504856	1368.6715600657537	0.5022830307943646
ENSDARG00000097770	0.4408882957954576	0.9998557456288198	1.5615241862261837	15	23799461	23801499	1	protein_coding	si:ch211-167j9.4	si:ch211-167j9.4 [Source:ZFIN;Acc:ZDB-GENE-131121-196]	110	0	118	359	0	77	221	162	220	259	197	96.38996414565126	0	84.08161584056005	277.1380986010024	0	100.81397682731786	253.95991304639492	150.41193364144675	227.4845134749098	246.2976912127101	213.82101295238184	0.5015344486460854
ENSDARG00000032010	0.9169487062604473	0.9998557456288198	0.11030234436381874	9	37320222	37339656	1	protein_coding	slc15a2	solute carrier family 15 member 2 [Source:NCBI gene;Acc:556684]	304	206	53	49	251	160	220	219	37	187	186	266.38681000252717	293.78500998683916	37.76547152160748	37.826648555568575	231.39172823569254	209.48358821260854	252.81077316835692	203.33465103380763	38.258759084416646	177.82883496825016	201.88176857433007	0.5000336623440917
ENSDARG00000040738	0.6711460424838198	0.9998557456288198	-0.4457595344982123	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	166	208	45	37	203	177	178	104	49	194	78	145.461218619801	296.6372916371968	32.065022990044085	28.56297952155178	187.14151725834896	231.7412194601982	204.5468982907615	96.56074752290408	50.66700527395718	184.48552932535043	84.66009649891261	0.49958676077964836
ENSDARG00000105265	0.9892205749732105	0.9998557456288198	-0.04704764856330939	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	336	0	825	279	373	0	234	0	246	0	175	294.4275268448984	0	587.858754817475	215.38030504089048	343.86101446977415	0	268.8987314608887	0	254.36904688558093	0	189.94252419627827	0.4849595039489772
ENSDARG00000009443	0.03957774666389212	0.9998557456288198	-1.2308053863887871	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	3264	5409	4943	1767	3207	805	2945	2826	4605	2043	3356	2860.1531179218705	7713.995723392296	3522.1646364397316	1364.0752652589729	2956.4672209237688	1053.9643031946869	3384.216940821869	2623.852620189682	4761.66447523618	1942.8037959365513	3642.5549211583425	0.48487031275036857
ENSDARG00000013856	0.6457133226378989	0.9998557456288198	-0.26743097223962703	2	15612755	15626972	1	protein_coding	amy2a	amylase alpha 2A [Source:ZFIN;Acc:ZDB-GENE-040426-2393]	2697	2754	2071	1539	3450	767	1295	1366	2228	608	1303	2363.3066663711043	3927.5918325425	1475.7036136084735	1188.065553612654	3180.4839139965707	1004.2119509941922	1488.136142059192	1268.2882799642978	2303.797709191359	578.1814527309951	1414.2577658728605	0.4823693797798941
ENSDARG00000097973	0.8368973402457929	0.9998557456288198	-0.4541592620950724	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	448	288	618	252	374	411	208	194	0	0	179	392.5700357931979	410.7285576515033	440.3596490632721	194.5370497143527	344.7828938651355	538.1109672211383	239.0210946319011	180.12293287926337	0	0	194.2840676064789	0.4751218876930272
ENSDARG00000024278	0.45147365723275246	0.9998557456288198	-0.4225128599603174	13	12633223	12646752	-1	protein_coding	adh8b	alcohol dehydrogenase 8b [Source:ZFIN;Acc:ZDB-GENE-030529-2]	1721	1133	3615	2109	1688	561	2103	1718	1707	2393	541	1508.0648026787803	1615.8175549276154	2575.8901802002083	1628.0898327284517	1556.1324193699163	734.5018311704588	2416.6411635138847	1595.1092715802808	1765.073020462141	2275.638513791565	587.1937462296374	0.46796079372101224
ENSDARG00000068194	0.20773327575029824	0.9998557456288198	-0.4643904007814257	5	26075230	26078165	1	protein_coding	klf9	Kruppel-like factor 9 [Source:ZFIN;Acc:ZDB-GENE-060526-244]	1057	1106	1278	1228	898	1870	896	1589	1394	1190	2031	926.2199281995763	1577.311752647787	910.6466529172521	947.9821311477186	827.8476970344698	2448.3394372348625	1029.6293307220355	1475.3368059028326	1441.424599018292	1131.6380407070465	2204.4186665293782	0.46722705964108263
ENSDARG00000056498	0.00903812678349942	0.5516674485866194	2.321053725646563	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	131	82	139	1351	499	365	226	287	73	626	192	114.79168457345742	116.94354766466412	99.04529323591396	1042.9347387463908	460.01781828530113	477.88443561001327	259.70561243658483	266.470524414168	75.48349765303824	595.2986667921101	208.39408368963103	0.46314322035450867
ENSDARG00000035438	NA	NA	0.26403768852283505	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	1026	756	615	1027	1127	1188	574	32	19	710	681	899.0554837585291	1078.1624638351961	438.22198086393587	792.8156748279373	1038.958078572213	1555.4156424786186	659.606289993804	29.71099923781664	19.646389800105844	675.1789990773134	739.1477655866601	0.4561263283638829
ENSDARG00000104436	0.9474233861410315	0.9998557456288198	-0.050765616497245786	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	3571	1129	4490	2535	2039	2208	1503	3589	2940	1862	310	3129.1687451283697	1610.1129916269	3199.3767383399545	1956.9500834360479	1879.7120871417414	2890.873517333998	1727.157236691093	3332.2742582663727	3040.0203164374307	1770.6806989886727	336.4696142905501	0.4436231280437653
ENSDARG00000105422	0.09599747432519143	0.9998557456288198	-1.6434273742307373	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	69	212	264	50	148	214	24	299	157	90	57	60.46279569136307	302.34185493791216	188.114801541592	38.59862097506998	136.43815051347607	280.18429923436395	27.579357072911666	277.61214912834924	162.34122097982197	85.58607030557495	61.86699359535921	0.4405688603117286
ENSDARG00000100794	0.7239573108163833	0.9998557456288198	-0.3389502167464047	15	33825750	33834577	-1	protein_coding	mmp13b	matrix metallopeptidase 13b [Source:ZFIN;Acc:ZDB-GENE-030131-6152]	111	73	66	22	70	72	126	78	65	19	161	97.26623654697538	104.10828023805465	47.028700385398	16.98339322903079	64.53155767529275	94.26761469567384	144.79162463278624	72.42056064217806	67.21133352667789	18.0681703978436	174.74712226057602	0.4400600648405257
ENSDARG00000009153	0.15030758919860568	0.9998557456288198	-1.0887852642779627	8	39724138	39733667	1	protein_coding	pla2g1b	phospholipase A2, group IB (pancreas) [Source:ZFIN;Acc:ZDB-GENE-070117-1]	375	337	359	95	127	77	193	96	172	70	194	328.6021504965384	480.609458085266	255.80762785390726	73.33737985263295	117.07868321088826	100.81397682731786	221.7839964613313	89.13299771344992	177.85152871674765	66.56694357100274	210.56485539473135	0.4387639201496829
ENSDARG00000094104	0.24057373309456606	0.9998557456288198	1.6429942068801846	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	235	8	155	342	112	196	5	77	81	63	8	205.9240143111641	11.409126601430646	110.44619029904075	264.01456746947866	103.25049228046838	256.61739556044546	5.74569939018993	71.49209191599628	83.75566177939861	59.91024921390246	8.683086820401293	0.4382747111145892
