Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000104773	NA	NA	0.512412938272742	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	2	0	333	332	271	282	0	274	0	0	310	1.752544802648205	0	237.28117012632626	256.29484327446465	249.82931614291903	369.2148242247226	0	254.400430973805	0	0	336.4696142905501	1.3939731156724777
ENSDARG00000115161	0.9431298818142587	0.9998557456288198	0.11968469689976335	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	530	432	303	703	378	345	472	3	488	482	4	464.4243727017743	616.0928364772549	215.90448813296354	542.6966109094839	348.4704114465808	451.6989870834372	542.3940224339294	2.78540617854531	504.6020117079817	458.3609543031902	4.3415434102006465	1.0847563494223662
ENSDARG00000068621	0.8585943026623554	0.9998557456288198	-0.38113071332318305	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	191	199	450	285	335	307	134	154	0	0	196	167.36802865290358	283.8020242105873	320.6502299004409	220.01213955789888	308.8295974460438	401.94663488294265	153.98474365709012	142.98418383199257	0	0	212.73562709983167	0.951866615010636
ENSDARG00000097973	0.8368973402457929	0.9998557456288198	-0.4541592620950724	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	448	288	618	252	374	411	208	194	0	0	179	392.5700357931979	410.7285576515033	440.3596490632721	194.5370497143527	344.7828938651355	538.1109672211383	239.0210946319011	180.12293287926337	0	0	194.2840676064789	0.9435853623184964
ENSDARG00000058225	0.7976314114629662	0.9998557456288198	0.5690885480191361	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	8	2	3	4	1	2	307	442	2	1	316	7.01017921059282	2.8522816503576616	2.1376681993362725	3.087889678005598	0.9218793953613249	2.6185448526576067	352.7859425576617	410.3831769723423	2.068041031590089	0.9509563367286105	342.9819294058511	0.8930168092863462
ENSDARG00000091847	0.7126592942263127	0.9998557456288198	-0.7925585937325025	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	130	235	334	155	285	283	147	151	0	0	171	113.91541217213332	335.1430939170252	237.99372619277167	119.65572502271692	262.73562767797756	370.52409665105137	168.92356207158394	140.19877765344728	0	0	185.60098078607763	0.8813232543190077
ENSDARG00000088885	0.8533574069521339	0.9998557456288198	-0.22233745633646665	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	698	434	720	398	582	774	247	319	33	29	333	611.6381361242235	618.9451181276125	513.0403678407054	307.245022961557	536.533808100291	1013.3768579784938	283.83754987538254	296.1815236519846	34.12267702123647	27.577733765129704	361.43348889920384	0.855291955596813
ENSDARG00000096508	NA	NA	-0.19790943968166433	20	12203762	12208117	1	lincRNA	BX322618.1	NA	693	568	1771	2013	595	31	417	193	132	34	327	607.256774117603	810.047988701576	1261.9367936748463	1553.9804804563173	548.5182402399882	40.587445216192904	479.1913291418402	179.1944641530816	136.49070808494588	32.33251544877275	354.9211737839029	0.7838365270219534
ENSDARG00000003523	0.887340447548825	0.9998557456288198	0.1574843600419854	14	16345003	16352209	1	protein_coding	itln3	intelectin 3 [Source:ZFIN;Acc:ZDB-GENE-090527-4]	32	117	264	407	273	233	60	210	11	176	269	28.04071684237128	166.8584765459232	188.114801541592	314.1927747370696	251.6730749336417	305.0604753346112	68.94839268227916	194.9784324981717	11.374225673745489	167.36831526423543	291.9687943359935	0.7717342252354182
ENSDARG00000103634	NA	NA	-1.5125695652179874	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	427	635	723	0	0	0	0	0	0	0	0	608.9621323513608	452.47310219284435	558.1360592995119	0	0	0	0	0	0	0	0.6951033204261106
