Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	% variance explained
ENSDARG00000013856	0.008179870850551711	0.35029879577138184	1.296253504530068	2	15612755	15626972	1	protein_coding	amy2a	amylase alpha 2A [Source:ZFIN;Acc:ZDB-GENE-040426-2393]	1303	1539	608	767	2697	3450	4410	1220	2246	1522	1022	314	1427.0038991200206	1196.619076080557	584.8123827545779	1012.6094208102859	2387.2028435628436	3215.462550402801	4295.244758231971	1288.8403785246537	2860.57180048372	1064.4896873395119	949.7766247293388	387.2769962760166	0.9007356298476707
ENSDARG00000052578	0.0022395722371158795	0.21463450110384633	1.2203265858279535	7	38635538	38638809	-1	protein_coding	c6ast4	six-cysteine containing astacin protease 4 [Source:ZFIN;Acc:ZDB-GENE-050626-100]	2034	2967	1299	977	4813	4134	5559	1741	3271	2661	1728	531	2227.5717043822883	2306.932292872653	1249.4593506549288	1289.855807212059	4260.143598838697	3852.9629517000517	5414.345943540029	1839.2386057470674	4166.042012191562	1861.1084481014723	1605.8845474875707	654.9174682247286	0.8338259486433417
ENSDARG00000093844	0.0015513478372418076	0.19063534582980718	1.1604375371411237	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	3154	5349	1854	1441	7422	5705	8194	3436	5431	2674	2792	1197	3454.1598601876785	4159.009381387199	1783.2930224128083	1902.4382990712152	6569.454766378726	5317.1634347965155	7980.779036043713	3629.8815906645164	6917.081677839307	1870.2006727633736	2594.6930883016767	1476.3393775235409	0.8006567637720235
ENSDARG00000056744	0.009414829143829802	0.36295181839378093	1.0973973432039394	8	21376290	21381734	1	protein_coding	ela2	elastase 2 [Source:ZFIN;Acc:ZDB-GENE-041117-1]	6140	6644	2417	3077	11190	9779	13204	5085	7535	4641	4692	1696	6724.3314970045485	5165.911073085914	2324.8215939437746	4062.319671229791	9904.634712446503	9114.205298663475	12860.410836212006	5371.928954752348	9596.798092896184	3245.924204298735	4360.422625469723	2091.789126382561	0.7667366767962606
ENSDARG00000029822	0.01596214859885251	0.41642920071702577	1.1991583592374684	21	11385031	11393979	1	protein_coding	cel.2	carboxyl ester lipase, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-061110-10]	1261	1135	512	640	1849	2092	3058	733	1587	1257	741	204	1381.0068432773185	882.4968494811126	492.4735854775393	844.9413680815945	1636.6103291611782	1949.7819291138142	2978.425957068791	774.3606536545665	2021.2499765661905	879.1481846161408	688.6345194955381	251.60671095639293	0.7598552556778163
ENSDARG00000018263	0.08680611033545058	0.6642434771860443	0.8067053819267747	1	9954489	9966195	1	protein_coding	pdia2	protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]	929	1342	534	744	1819	2034	2829	1173	1705	1455	995	231	1017.4110685207207	1043.445614100135	513.6345598535273	982.2443403948536	1610.0563486988551	1895.7248775418252	2755.384902729761	1239.1883311552613	2171.538254596947	1017.629760235867	924.6846786748455	284.90759917120965	0.7424182191118446
ENSDARG00000017490	0.04930335052716009	0.575365965000807	1.0229551313499767	21	11401247	11411365	1	protein_coding	cel.1	carboxyl ester lipase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1201]	1207	1024	548	720	1792	1999	2765	681	1768	1456	883	183	1321.8677714795585	796.1909901926514	527.1006344564288	950.5590390917938	1586.1577662827642	1863.1042429725214	2693.0502849232203	719.4264735863026	2251.776911511673	1018.3291621329364	820.5995691154659	225.7060201226466	0.7257993472389443
ENSDARG00000007276	0.003419603808914695	0.25719342769270953	0.965929664999187	5	26111596	26118855	-1	protein_coding	ela3l	elastase 3 like [Source:ZFIN;Acc:ZDB-GENE-060710-2]	5867	8772	3839	2595	9143	10501	13442	4592	9191	6996	5521	1608	6425.350634026984	6820.495474580017	3692.590028609909	3425.97320339334	8092.768112233992	9787.122388921684	13092.217696180081	4851.110670643615	11705.928503226123	4893.015671896994	5130.838302476202	1983.252898126862	0.7229582725123673
ENSDARG00000043171	0.013780265364371283	0.39797947088999386	1.5908375415609022	22	7486867	7492548	1	protein_coding	cela1.4	chymotrypsin like elastase family member 1, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-050626-127]	100	121	29	70	297	381	444	103	214	133	96	19	109.51679962548124	94.08116192706134	27.89401167743875	92.4154621339244	262.88440657699834	355.0989077401354	432.44641103287876	108.81193359675355	272.55670761510066	93.02045231022015	89.21580819375393	23.433958373389537	0.7140981110966386
ENSDARG00000079274	0.004300683615079851	0.2796638194751782	0.9449874512233813	16	26012569	26013851	1	protein_coding	prss59.1	serine protease 59, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1173]	12247	16610	6869	8795	22575	22241	29217	10970	19081	15616	10923	3629	13412.522450132688	12914.777682714785	6607.033317666441	11611.342706683787	19981.870297898105	20729.015241596724	28456.72700708923	11588.99914132414	24302.12400936325	10921.86002463457	10151.086176045565	4475.886049317402	0.6994969427480887
