Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000045835	0.7713052635194331	0.9719362520319865	-0.4492654665348815	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	0	756	34	2128	897	1038	755	651	82	1146	649	653	0	798.6584640693756	41.93445182606549	1488.3272369635224	697.44464668243	967.4348195124949	701.6451581904606	859.4637978454969	104.43761693662736	1116.1792500983763	624.2487440916465	715.1447015543926	1.510659306577999
ENSDARG00000104773	NA	NA	1.1480087270901156	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	2	0	0	1	332	271	331	282	237	292	0	310	1.770265364154871	0	0	0.6994018970693244	258.1400476015237	252.5769133794664	307.60867200138074	372.30229031095257	301.8501855363498	284.4016937423437	0	339.50207883899185	1.3508417894602671
ENSDARG00000103973	0.7972323171561507	0.9746132835835947	-0.614031052325884	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	618	442	3	754	0	4	0	0	4	1	4	3.540530728309742	652.8716015805213	545.1478737388513	2.098205691207973	586.2578189504484	0	3.717325341406414	0	0	3.8959136129088177	0.961862471635819	4.38067198501925	1.0805191902866944
ENSDARG00000103634	0.8960722284900007	0.9878176396912838	-0.49866441840766124	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	547	390	0	723	0	0	0	0	0	0	0	0	577.8653172565456	481.01282976957475	0	562.154380770788	0	0	0	0	0	0	0	1.063567092710213
ENSDARG00000092788	0.5525774593188033	0.9398401241499403	0.5083885159021458	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	38	35	43	196	502	133	308	228	275	356	170	361	33.63504191894255	36.97492889210072	53.03474789767106	137.0827718255876	390.32019245772557	123.95841136335434	286.23405128829387	301.01036237906806	350.24810558015275	346.73631154888477	163.51662017808923	395.35564664798727	0.8629845408223382
ENSDARG00000105422	0.1738256810983174	0.7725386557621952	-1.2168012720671464	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	69	179	14	241	50	148	389	214	112	387	90	57	61.07415506334304	189.10035061960082	17.267127222497553	168.5558571937072	38.876513193000555	137.9386833216274	361.50988945177374	282.5272699522832	142.64650118173492	376.9296420489281	86.56762244722371	62.42457578652431	0.7723292115990394
ENSDARG00000103285	0.6163285790107327	0.9536935994367093	0.8258404118211353	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	1	5	1	177	191	144	89	1	106	126	6	87	0.8851326820774355	5.282132698871531	1.2333662301783967	123.79413578127043	148.50828039726213	134.21061079942126	82.7104888462927	1.3202208876274915	135.0047243327134	122.72127880662775	5.771174829814914	95.27961567416868	0.7640983193590096
ENSDARG00000061196	0.6246750917885994	0.956009504552346	-0.433423770798813	2	30986996	31018096	-1	protein_coding	emilin2a	elastin microfibril interfacer 2a [Source:ZFIN;Acc:ZDB-GENE-060503-247]	92	87	111	316	111	234	263	60	5	120	68	10	81.43220675112406	91.90910896036465	136.90365154980205	221.0109994739065	86.30585928846124	218.09224254905953	244.4141411974717	79.21325325764948	6.368147374184595	116.87740838726452	65.4066480712357	10.951679962548125	0.7309408780485844
ENSDARG00000094077	0.8900555365456614	0.9873091689433873	0.10674226914249477	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	41	44	44	183	354	92	283	191	164	187	116	239	36.290439965174855	46.48276775006948	54.26811412784946	127.99054716368637	275.24571340644394	85.74566801074135	263.0007679045038	252.16218953685086	208.87523387325473	182.1339614034872	111.576046709755	261.7451511049002	0.7099108253080891
ENSDARG00000007708	0.596874638743875	0.948835652356294	0.3170142866042986	21	3789839	3796461	-1	protein_coding	nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]	4202	3673	3176	4678	5078	3689	880	675	5256	4064	3826	3392	3719.327530089384	3880.254680591027	3917.171147046588	3271.8020744902997	3948.298679881136	3438.214883604618	817.811575109411	891.1490991485567	6694.196519742846	3958.2482307153587	3680.085816478643	3714.809843296324	0.7039055431779606
