Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000115161	0.4143630078100722	0.8987640952242134	0.8023190717579204	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	530	355	128	457	703	378	208	345	824	448	482	4	469.1203215010408	375.03142161987876	157.87087746283478	319.6266669606813	546.6037754935878	352.30285334848077	193.30091775313352	455.4762062314845	1049.4706872656213	436.3423246457875	463.61771132846474	4.38067198501925	1.4039478068484803
ENSDARG00000055120	0.10823151274272667	0.6938985833771392	-0.9817795184900137	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	461	1198	962	578	490	471	407	366	306	1424	1381	1300	408.04616643769776	1265.598994649619	1186.4983134316176	404.2542965060695	380.98982929140544	438.98053948977366	378.2378534881026	483.20084487166184	389.7306193000972	1386.945246195539	1328.332073329066	1423.718395131256	1.061395162215195
ENSDARG00000068006	0.001440893160455737	0.18664013629014312	2.6449107440070816	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	74	32	24	55	342	298	30	14	55	210	293	302	65.49981847373023	33.8056492727778	29.60078952428152	38.467104338812845	265.91535024012376	277.74140290435787	27.879940060548105	18.48309242678488	70.04962111603055	204.53546467771292	281.825704189295	330.7407348689533	0.9326341443800891
ENSDARG00000090352	0.8539821572544894	0.9833697855361118	0.11543353203698359	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	186	512	116	543	647	352	174	317	97	312	460	924	164.634678866403	540.8903883644448	143.07048270069401	379.77523010864314	503.06208071742714	328.0703819541408	161.703652351179	418.51002137791477	123.54205905918114	303.8812618068878	442.4567369524767	1011.9352285394467	0.8722327764475469
ENSDARG00000115701	0.16274995127547837	0.7590665797979204	0.8430474377987526	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	798	677	632	267	1570	717	268	782	163	831	889	824	706.3358802977934	715.2007674272054	779.4874574727468	186.74030651750962	1220.7225142602174	668.2569996054516	249.06079787422973	1032.4127341246983	207.6016043984178	809.3760530818068	855.0957372842431	902.4184289139654	0.7989206367822117
ENSDARG00000003132	0.45114662247594156	0.9124625657551069	-0.9084326639303314	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	5	8	2	3	1	2	5	1	150	5	7	3	4.425663410387177	8.45141231819445	2.4667324603567935	2.098205691207973	0.7775302638600111	1.864036261103073	4.646656676758017	1.3202208876274915	191.04442122553786	4.8698920161360215	6.733037301450732	3.2855039887644373	0.7886370228767184
ENSDARG00000031776	0.7809082552027927	0.9720243973441844	0.19460813475938543	3	32099507	32100999	1	protein_coding	fthl27	ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]	1381	487	370	1923	1835	483	1393	474	1741	481	478	1374	1222.3682339489383	514.4797248700871	456.3455051660068	1344.9498480643108	1426.7680341831203	450.1647570563921	1294.5585501447836	625.7847007354309	2217.388915691076	468.4836119522853	459.7702614419215	1504.7608268541123	0.7716328428948488
ENSDARG00000043249	0.49440806857283054	0.9228173876172918	0.5192979982176754	21	45626136	45633317	1	protein_coding	irf1b	interferon regulatory factor 1b [Source:ZFIN;Acc:ZDB-GENE-041114-13]	173	428	130	86	487	259	51	99	41	138	131	192	153.12795399939634	452.1505590234031	160.33760992319156	60.1485631479619	378.6572384998254	241.39269581284793	47.395898102931774	130.70186787512165	52.21880846831368	134.4090196453542	126.00398378429229	210.27225528092399	0.7682066044829426
ENSDARG00000079463	0.35857808357451304	0.8750592876199081	0.7741555271207109	7	19509888	19526721	-1	protein_coding	man2b2	mannosidase, alpha, class 2B, member 2 [Source:ZFIN;Acc:ZDB-GENE-140106-166]	166	33	23	201	167	23	30	22	133	32	33	19	146.93202522485427	34.862075812552106	28.367423294103126	140.5797813109342	129.84755406462185	21.43641700268534	27.879940060548105	29.04485952780481	169.39272015331022	31.16730890327054	31.741461563982025	20.808191928841435	0.7587159380401013
ENSDARG00000058225	NA	NA	0.3115463197131553	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	8	6	2	2	4	1	2	2	3	2	1	316	7.081061456619484	6.338559238645838	2.4667324603567935	1.3988037941386489	3.1101210554400445	0.9320181305515365	1.858662670703207	2.640441775254983	3.8208884245107573	1.9479568064544088	0.961862471635819	346.07308681652074	0.7517567247404219
