Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000103973	0.7972323171561507	0.9746132835835947	-0.614031052325884	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	618	442	3	754	0	4	0	0	4	1	4	3.540530728309742	652.8716015805213	545.1478737388513	2.098205691207973	586.2578189504484	0	3.717325341406414	0	0	3.8959136129088177	0.961862471635819	4.38067198501925	0.9085680664368674
ENSDARG00000103634	0.8960722284900007	0.9878176396912838	-0.49866441840766124	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	547	390	0	723	0	0	0	0	0	0	0	0	577.8653172565456	481.01282976957475	0	562.154380770788	0	0	0	0	0	0	0	0.886522692373082
ENSDARG00000079946	0.38817380949757335	0.8893550724679641	0.4571744152737362	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	933	612	244	821	675	374	138	46	69	69	68	37	825.8287923782473	646.5330423418754	300.9413601635288	574.2089574939154	524.8329281055074	348.57478082627466	128.24772427852128	60.730160830864605	87.88043376374742	67.2045098226771	65.4066480712357	40.52121586142806	0.8819187413302392
ENSDARG00000055876	0.5413847560727361	0.9389014652700092	0.3225648604339861	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	1825	1464	525	1460	1300	691	292	143	215	248	173	128	1615.3671447913198	1546.6084542295844	647.5172708436583	1021.1267697212137	1010.7893430180144	644.0245282111117	271.36474992266824	188.79158693073126	273.8303370899376	241.54664400034667	166.4022075929967	140.181503520616	0.8517701065870551
ENSDARG00000042641	0.6810218198272613	0.9629808476335433	0.20654381406484099	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	2334	2200	811	2153	1773	1183	456	176	374	303	309	257	2065.8996799687343	2324.138387503474	1000.2600126746797	1505.8122843902556	1378.5611578237997	1102.5774484424676	423.7750889203312	232.35887622243848	476.3374235890077	295.11545617784293	297.2155037354681	281.4581750374868	0.8443624991300543
ENSDARG00000103025	0.26745868867143263	0.827558415871224	0.41739714475270984	10	6010570	6034397	1	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]	4177	2558	1367	4326	3235	2311	1009	440	634	727	721	536	3697.199213037448	2702.3390887426754	1686.0116366538684	3025.6126067218975	2515.3104035871356	2153.8938997046007	937.6953173697678	580.8971905560962	807.4810870466067	708.0822991461775	693.5028420494255	587.0100459925794	0.7523178040205801
ENSDARG00000020711	NA	NA	-3.520502546465899	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	5	351	9	7	14	11	5	7	480	303	10	255	4.425663410387177	370.8057154607815	11.100296071605571	4.895813279485271	10.885423694040155	10.2521994360669	4.646656676758017	9.24154621339244	611.3421479217211	295.11545617784293	9.61862471635819	279.26783904497717	0.7418923320210747
ENSDARG00000099525	0.20620099980777226	0.797736316365467	-0.3768977278679296	12	3220285	3237561	-1	protein_coding	si:ch1073-13h15.3	si:ch1073-13h15.3 [Source:ZFIN;Acc:ZDB-GENE-121214-245]	872	516	599	1202	728	596	1240	353	57	98	263	273	771.8356987715237	545.1160945235421	738.7863718768597	840.681080277328	566.042032090088	555.4828058087157	1152.3708558359883	466.03797333250446	72.59688006570438	95.44988351626603	252.9698300402204	298.9808629775638	0.715923280247536
ENSDARG00000104436	0.9071871769569699	0.9892324726682212	-0.07892609583276716	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	3571	2964	2697	2508	2535	2039	1821	2208	337	1594	1862	310	3160.808807698522	3131.2482638910437	3326.388722791136	1754.0999578498656	1971.039218885128	1900.3849681945828	1692.3123616752698	2915.047719881501	429.2131330200417	1552.5215747441637	1790.9879221858948	339.50207883899185	0.6904350508733068
ENSDARG00000104773	NA	NA	1.1480087270901156	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	2	0	0	1	332	271	331	282	237	292	0	310	1.770265364154871	0	0	0.6994018970693244	258.1400476015237	252.5769133794664	307.60867200138074	372.30229031095257	301.8501855363498	284.4016937423437	0	339.50207883899185	0.6894326216812008
