Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000020711	NA	NA	-3.520502546465899	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	5	351	9	7	14	11	5	7	480	303	10	255	4.425663410387177	370.8057154607815	11.100296071605571	4.895813279485271	10.885423694040155	10.2521994360669	4.646656676758017	9.24154621339244	611.3421479217211	295.11545617784293	9.61862471635819	279.26783904497717	1.4030141001706191
ENSDARG00000052207	0.059671484135907574	0.6003490811750862	-1.321215660746916	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	295	2845	956	3039	288	1982	1570	2353	2320	2814	2342	3290	261.11414121284344	3005.5335056579015	1179.0981160505473	2125.4823651936767	223.9287159916832	1847.2599347531452	1459.0501965020173	3106.4797485874874	2954.8203816216524	2740.775226681353	2252.681908571088	3603.102707678333	1.3270351173802886
ENSDARG00000096655	0.0410901496886894	0.5510915103094908	1.1928804838926903	20	14657141	14661432	1	antisense	BX901920.1	NA	887	141	110	466	737	295	367	332	69	104	463	93	785.1126890026852	148.9561421081772	135.67028531962364	325.9212840343052	573.0398044648282	274.9453485127033	341.0646000740385	438.31333469232715	87.88043376374742	101.29375393562925	445.3423243673842	101.85062365169756	0.9427962757997278
ENSDARG00000094104	0.16207119089917832	0.758680108303771	1.9051403067235269	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	235	7	96	112	342	112	2	196	5	128	63	8	208.00618028819733	7.3949857784201445	118.40315809712608	78.33301247176433	265.91535024012376	104.38603062177208	1.858662670703207	258.7632939749883	6.368147374184595	124.66923561308217	60.597335713056594	8.7613439700385	0.9242359161667482
ENSDARG00000103277	0.018556988573148005	0.4312290677950584	-1.8261626284119135	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	118	416	43	281	44	37	139	126	49	60	45	38	104.44565648513738	439.4734405461114	53.03474789767106	196.53193307648016	34.211331609840485	34.48467083040685	129.17705561387288	166.3478318410639	62.40784426700903	58.43870419363226	43.283811223611856	41.61638385768287	0.8843369482989374
ENSDARG00000068006	0.001440893160455737	0.18664013629014312	2.6449107440070816	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	74	32	24	55	342	298	30	14	55	210	293	302	65.49981847373023	33.8056492727778	29.60078952428152	38.467104338812845	265.91535024012376	277.74140290435787	27.879940060548105	18.48309242678488	70.04962111603055	204.53546467771292	281.825704189295	330.7407348689533	0.8378843280392786
ENSDARG00000041433	0.22818746456969682	0.8072139848770952	0.9023841895426848	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	1202	399	743	783	1738	522	199	1409	170	1144	678	397	1063.9294838570775	421.5141893699482	916.3911090225488	547.631685405281	1351.3475985886992	486.513464147902	184.9369357349691	1860.1912306671354	216.51701072227624	1114.2312932919217	652.1427557690853	434.7816945131605	0.7738302091033674
ENSDARG00000078069	0.6481161131782898	0.9614891126007209	0.36067658543408926	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	766	367	521	858	868	741	529	490	7	252	819	205	678.0116344713156	387.70854009717044	642.5838059229447	600.0868276854803	674.8962690304896	690.6254347386886	491.61627640099823	646.9082349374708	8.915406323858432	245.4425576132555	787.7653642697358	224.50943923223656	0.7270998921268408
ENSDARG00000104540	0.29936995719610565	0.846758507777152	0.6171822446552145	23	42336142	42409339	1	protein_coding	cyp2aa8	cytochrome P450, family 2, subfamily AA, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-041010-183]	223	39	194	333	320	534	330	551	189	170	749	403	197.3845881032681	41.20063505119795	239.27304865460897	232.90083172408504	248.80968443520354	497.69768171452046	306.67934066602913	727.4417090827477	240.7159707441777	165.57632854862473	720.4349912552284	441.3527024906894	0.7154153986022693
ENSDARG00000032010	0.08234000707448172	0.659616374298825	-0.9893844330846697	9	37320222	37339656	1	protein_coding	slc15a2	solute carrier family 15 member 2 [Source:NCBI gene;Acc:556684]	304	287	199	597	49	251	500	160	392	249	187	186	269.0803353515404	303.19441691522593	245.43987980550094	417.5429325503867	38.09898292914054	233.93655076843564	464.66566767580173	211.23534202039863	499.26275413607226	242.5206224035739	179.86828219589813	203.70124730339512	0.7093082770168773
