Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000070057	8.47100167789e-14	2.2672224098e-09	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]
ENSDARG00000070057	1.02584607475e-13	2.2672224098e-09	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]
ENSDARG00000070057	5.34128297147e-13	7.86984633016e-09	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]
ENSDARG00000069415	1.78257408834e-12	1.96983349632e-08	1	49568335	49605854	1	protein_coding	col17a1a	collagen, type XVII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090313-107]
ENSDARG00000070057	2.11802797523e-11	1.87242145122e-07	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]
ENSDARG00000092870	9.12310449408e-10	6.72099108079e-06	9	30245637	30248034	-1	lincRNA	BX936337.1	
ENSDARG00000045249	2.69628397387e-09	1.70258777447e-05	12	3871452	3909738	1	protein_coding	nif3l1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050706-80]
ENSDARG00000060025	4.6538586318e-09	2.57137324054e-05	21	13455308	13535601	-1	protein_coding	nsmfa	NMDA receptor synaptonuclear signaling and neuronal migration factor a [Source:ZFIN;Acc:ZDB-GENE-091204-32]
ENSDARG00000044521	5.88528026313e-09	2.86974064654e-05	6	13189563	13206255	-1	protein_coding	eef1b2	eukaryotic translation elongation factor 1 beta 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7310]
ENSDARG00000113690	7.09600700421e-09	2.86974064654e-05	4	54316804	54338253	-1	protein_coding	si:ch211-223g7.6	si:ch211-223g7.6 [Source:ZFIN;Acc:ZDB-GENE-050420-222]
ENSDARG00000092870	7.1415653391e-09	2.86974064654e-05	9	30245637	30248034	-1	lincRNA	BX936337.1	
ENSDARG00000045249	8.40844449623e-09	3.09725053019e-05	12	3871452	3909738	1	protein_coding	nif3l1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050706-80]
ENSDARG00000104314	1.03005939334e-08	3.50236040803e-05	10	7284121	7472359	-1	protein_coding	nrg1	neuregulin 1 [Source:ZFIN;Acc:ZDB-GENE-050302-113]
ENSDARG00000100729	1.32936522901e-08	4.19718584662e-05	10	6121558	6313905	1	protein_coding	tln1	talin 1 [Source:ZFIN;Acc:ZDB-GENE-031002-48]
ENSDARG00000000767	2.04391833458e-08	6.02301854834e-05	7	32644673	32659353	-1	protein_coding	spi1b	Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]
ENSDARG00000060149	2.54663036214e-08	6.91609366155e-05	13	43507383	43599939	-1	protein_coding	ablim1a	actin binding LIM protein 1a [Source:ZFIN;Acc:ZDB-GENE-080219-41]
ENSDARG00000021633	2.6599156655e-08	6.91609366155e-05	15	5923851	5958803	1	protein_coding	sh3bgr	SH3 domain binding glutamate-rich protein [Source:ZFIN;Acc:ZDB-GENE-040801-27]
ENSDARG00000019526	3.4533253479e-08	8.48021594599e-05	2	16460321	16479291	1	protein_coding	agfg1b	ArfGAP with FG repeats 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1520]
ENSDARG00000069334	4.35658412679e-08	0.000101352490301	7	20109968	20142734	1	protein_coding	zgc:114045	zgc:114045 [Source:ZFIN;Acc:ZDB-GENE-050913-119]
ENSDARG00000051768	5.72422378387e-08	0.000126511069847	7	34549198	34618314	1	protein_coding	fhod1	formin homology 2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-110623-4]
ENSDARG00000038024	6.99553683869e-08	0.00014724605683	3	28831450	28853935	1	protein_coding	flr	fleer [Source:NCBI gene;Acc:797829]
ENSDARG00000102610	1.02336977559e-07	0.000205613594639	6	59642695	59691608	1	protein_coding	r3hdm2	R3H domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-180313-1]
ENSDARG00000034677	1.13297191739e-07	0.000217737498663	9	17306162	17334658	1	protein_coding	scel	sciellin [Source:ZFIN;Acc:ZDB-GENE-030616-15]
ENSDARG00000075560	1.93806284354e-07	0.000349179225169	2	12847602	13037544	1	protein_coding	kmt2cb	lysine (K)-specific methyltransferase 2Cb [Source:ZFIN;Acc:ZDB-GENE-070705-340]
ENSDARG00000069334	1.9749062552e-07	0.000349179225169	7	20109968	20142734	1	protein_coding	zgc:114045	zgc:114045 [Source:ZFIN;Acc:ZDB-GENE-050913-119]
ENSDARG00000086336	2.36037955625e-07	0.000389277897202	6	40707162	40713204	-1	protein_coding	si:ch211-157b11.12	si:ch211-157b11.12 [Source:ZFIN;Acc:ZDB-GENE-041111-80]
ENSDARG00000062744	2.37783431167e-07	0.000389277897202	6	10248332	10320676	-1	protein_coding	scn1lab	sodium channel, voltage-gated, type I like, alpha b [Source:ZFIN;Acc:ZDB-GENE-060906-1]
ENSDARG00000026875	2.91089739757e-07	0.000457717929513	3	21044154	21062778	-1	protein_coding	tlcd3ba	TLC domain containing 3Ba [Source:ZFIN;Acc:ZDB-GENE-030131-2046]
ENSDARG00000060127	3.00299080491e-07	0.000457717929513	5	45322734	45532848	1	protein_coding	adamts3	ADAM metallopeptidase with thrombospondin type 1 motif, 3 [Source:ZFIN;Acc:ZDB-GENE-110223-1]
ENSDARG00000006900	3.18960418855e-07	0.00046079582196	8	26059677	26079140	1	protein_coding	impdh2	IMP (inosine 5'-monophosphate) dehydrogenase 2 [Source:NCBI gene;Acc:317745]
ENSDARG00000074667	3.29900831209e-07	0.00046079582196	3	30190419	30200557	1	protein_coding	akt1s1	AKT1 substrate 1 (proline-rich) [Source:ZFIN;Acc:ZDB-GENE-030131-482]
ENSDARG00000044521	3.33592740209e-07	0.00046079582196	6	13189563	13206255	-1	protein_coding	eef1b2	eukaryotic translation elongation factor 1 beta 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7310]
ENSDARG00000061099	4.04576408819e-07	0.000533126719357	11	23704410	23884805	1	protein_coding	nfasca	neurofascin homolog (chicken) a [Source:ZFIN;Acc:ZDB-GENE-080229-6]
ENSDARG00000087277	4.10078920821e-07	0.000533126719357	2	16160906	16172257	1	protein_coding	selenoj	selenoprotein J [Source:ZFIN;Acc:ZDB-GENE-030131-4163]
ENSDARG00000090369	4.35408853305e-07	0.000549884060965	3	36275633	36286650	1	protein_coding	zgc:86896	zgc:86896 [Source:ZFIN;Acc:ZDB-GENE-040625-80]
ENSDARG00000057262	4.78757684497e-07	0.000574794937443	9	23009608	23023288	1	protein_coding	si:dkey-91i10.3	si:dkey-91i10.3 [Source:ZFIN;Acc:ZDB-GENE-081105-124]
