Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000010160	0	0.0	3	26345732	26351656	1	protein_coding	rps15a	ribosomal protein S15a [Source:NCBI gene;Acc:336764]
ENSDARG00000020574	0	0.0	3	26081343	26157066	1	protein_coding	atp2a1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:ZFIN;Acc:ZDB-GENE-020905-1]
ENSDARG00000037870	0	0.0	3	40526107	40529804	-1	protein_coding	actb2	actin, beta 2 [Source:NCBI gene;Acc:57935]
ENSDARG00000053457	0	0.0	3	33423986	33427803	-1	protein_coding	rpl23	ribosomal protein L23 [Source:NCBI gene;Acc:336812]
ENSDARG00000077291	5.14033260401e-14	3.94489685362e-10	3	18398876	18403179	1	protein_coding	rps2	ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]
ENSDARG00000077863	3.14212988961e-10	2.00949680207e-06	3	27884685	27915270	-1	protein_coding	mettl22	methyltransferase like 22 [Source:ZFIN;Acc:ZDB-GENE-081022-70]
ENSDARG00000020574	4.60624316467e-10	2.52501089592e-06	3	26081343	26157066	1	protein_coding	atp2a1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:ZFIN;Acc:ZDB-GENE-020905-1]
ENSDARG00000040338	1.04833441927e-09	5.02833604203e-06	10	8401929	8412964	1	protein_coding	hvcn1	hydrogen voltage-gated channel 1 [Source:NCBI gene;Acc:436618]
ENSDARG00000040338	1.61574187363e-09	6.88880524166e-06	10	8401929	8412964	1	protein_coding	hvcn1	hydrogen voltage-gated channel 1 [Source:NCBI gene;Acc:436618]
ENSDARG00000077291	3.4613414357e-09	1.32818593571e-05	3	18398876	18403179	1	protein_coding	rps2	ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]
ENSDARG00000020850	4.93549601188e-09	1.72168048153e-05	19	43119014	43137740	1	protein_coding	eef1a1l1	eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]
ENSDARG00000077291	8.46936965004e-09	2.70822210176e-05	3	18398876	18403179	1	protein_coding	rps2	ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]
ENSDARG00000070858	3.90960877006e-08	0.000115399621327	1	46500436	46505310	-1	protein_coding	si:busm1-105l16.2	si:busm1-105l16.2 [Source:ZFIN;Acc:ZDB-GENE-030616-108]
